"iso","units","X1961","X1962","X1963","X1964","X1965","X1966","X1967","X1968","X1969","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013"
"gib","kt/1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"gin","kt/1000","0.00022753286464385","0.00022753286464385","0.00022753286464385","0.00022753286464385","0.00022753286464385","0.00022753286464385","0.00022753286464385","0.00022753286464385","0.00022753286464385","0.00022753286464385","0.000230042602407738","0.000240462590911039","0.000193744097351963","0.000190881816682286","0.000196700277883862","0.00020265766177234","0.000184061270029641","0.000190764075737861","0.000246271155370145","0","0.000208739868093419","0.000216897378693496","0.000215624210883419","0.000177927186701855","0","0","0","0","0","0.000198982319265797","0.00019601930797489","0","0.000192559601032148","0.000231115650611984","0.000267206249039016","0.000233299097983839","0.000203088027581551","0.000207789111890888","0.000213086340232414","0.000223338486435929","0.000229016782391124","0.000234022267457674","0.000239539797245553","0.000246119068807898","0.000251614642451466","0.000256322368960087","0.000260181960815447","0.000262945348561994","0.000264453823850269","0.000266378608543855","0.000266378608543855","0.000266378608543855","0.000266378608543855"
"global","kt/1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"glp","kt/1000","0.00197821978185508","0.00197821978185508","0.00197821978185508","0.00197821978185508","0.00197821978185508","0.00197821978185508","0.00197821978185508","0.00197821978185508","0.00197821978185508","0.00197821978185508","0.00326187957862096","0.00324211218051101","0.00357243739681389","0.00238197001854436","0.00307610825097321","0.00311491776021724","0.00327963622457451","0.00373642823871596","0.00229869711380122","0.00225151979747769","0.00315914555381795","0.00228080617530526","0.00297206348264524","0.00279253851968638","0.0036226418366408","0.00356118517902068","0.00201344920232998","0.00342942965944093","0.00336297210615134","0.00246366489957862","0.00241708400543667","0.00313370062761611","0.000820523329785829","0.00109150391762263","0.000977359423450087","0.00161407740320719","0.00159378707117618","0.00424820626866167","0.00494169109113334","0.00490808778236234","0.00490122473045234","0.00488842871006947","0.00484650364119183","0.00477334833060973","0.00477862186253913","0.00475636864755674","0.00476056644924918","0.00476033638664555","0.00475949969576499","0.00475548670070618","0.00475548670070618","0.00475548670070618","0.00475548670070618"
"gmb","kt/1000","0.000284943903524167","0.000284943903524167","0.000284943903524167","0.000284943903524167","0.000284943903524167","0.000284943903524167","0.000284943903524167","0.000284943903524167","0.000284943903524167","0.000284943903524167","0.000365420890800164","0.000400476846954301","0.00035547804066468","0.000397555231132001","0.000277864363713129","0.000288135543959926","0.000419282704780337","0.000676742830575456","0.00085376671651101","0.000459007354753951","0.000313894113170017","0.000497876763724888","0.000616192843456174","0.000550486198058186","0.00129583484862558","0.00124722428182698","0.00050372779909816","0","0.000475458101154633","0","0","0","0","0","0","0","0","0.000639503012508186","0.000388184137243067","0.000380655752512689","0.000356792434395625","0.000357719745135255","0.000350242215137613","0.000342054173325676","0.000273043925827918","0.000237575216218523","0.000188236544078978","0.000187482442402674","0.000186140984282741","0.000183928710066497","0.000183928710066497","0.000183928710066497","0.000183928710066497"
"gnb","kt/1000","0.000581378447405834","0.000581378447405834","0.000581378447405834","0.000581378447405834","0.000581378447405834","0.000581378447405834","0.000581378447405834","0.000581378447405834","0.000581378447405834","0.000581378447405834","0.000591874503816583","0.000601713291524243","0.000611348365428629","0.000693446771341248","0.00062545117076567","0.000641437654373522","0.000666102321867307","0.000815428544786184","0.000698325030057501","0.000715335332232794","0.00107348302395648","0.000769114292878398","0.000805431496078577","0.000806830275785447","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00090641754083568","0.000901776759786432","0.000883827906952003","0.000890748906468928","0.000880606583653207","0.000879962587900879","0.000872973832636493","0.000867334433401294","0.000862100466088044","0.000854979013446624","0.000847469670651501","0.000847469670651501","0.000847469670651501","0.000847469670651501"
"gnq","kt/1000","7.74714872552895e-05","7.74714872552895e-05","7.74714872552895e-05","7.74714872552895e-05","7.74714872552895e-05","7.74714872552895e-05","7.74714872552895e-05","7.74714872552895e-05","7.74714872552895e-05","7.74714872552895e-05","7.92090342733798e-05","8.47713072832168e-05","8.8427951326034e-05","9.2846999242749e-05","0.000102070953660175","0.000107129370522253","0.000112364689224514","0.000118511751918396","0.00011874004483429","0.000116869939484599","0.000115353306086703","0.000111510531195658","0.000108386472864103","0.000103858131417534","9.81343227091e-05","9.5096951675564e-05","9.23751114218299e-05","9.09081012615378e-05","8.98922153722387e-05","9.59126570437483e-05","9.5074934487078e-05","9.46257557271933e-05","9.30519276592999e-05","9.17509493371376e-05","9.0450538886361e-05","8.90566742266797e-05","8.7374430013588e-05","8.56204863699555e-05","8.37760423261459e-05","8.28072786383774e-05","8.17194170566131e-05","7.89016425209279e-05","7.71552630323192e-05","7.5090865900914e-05","7.30210380496784e-05","7.11110500249335e-05","6.92709425381272e-05","6.70319487979855e-05","6.81613719764408e-05","6.47084093809609e-05","6.47084093809609e-05","6.47084093809609e-05","6.47084093809609e-05"
"grd","kt/1000","0.000426622113311448","0.000426622113311448","0.000426622113311448","0.000426622113311448","0.000426622113311448","0.000426622113311448","0.000426622113311448","0.000426622113311448","0.000426622113311448","0.000426622113311448","0.000430479922064132","0.000467064565400215","0.000480677204925824","0.000485749702526006","0.000481609710122981","0.000474683836386504","0.000460926045771564","0.00045159122948243","0.00048171296169175","0.000407704345647387","0.000393584150483025","0.000373759641533553","0.000335685208843417","0.000305806548151158","0.000296850938873152","0.000281329861901624","0.000293313749811332","0.000304144643137575","0.000317936563367778","0.000327466730677357","0.000295681615883054","0.000288478719869137","0.000296130057069032","0.000327700706316711","0.000337558209031151","0.000308040806976467","0.000301002464672435","0.000287734651043415","0.000317620132490807","0.000238275372367644","0.000248443783345934","0.000285705958765916","0.000289606198239736","0.000320922665965302","0.000319673751493429","0.000335828586273351","0.000342842640099626","0.000353893127369292","0.000365853867188249","0.000378181633214555","0.000378181633214555","0.000378181633214555","0.000378181633214555"
"grl","kt/1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.8642432442055e-07","3.85326800866262e-07","9.21659442724458e-07","1.22471745684715e-06","1.14510365928713e-06","1.14343230382947e-06","1.1052336809579e-06","1.08736642294713e-06","1.06077340283158e-06","1.03439281365265e-06","1.00870795458565e-06","1.00870795458565e-06","1.00870795458565e-06","1.00870795458565e-06"
"guf","kt/1000","0.000782296851801623","0.000782296851801623","0.000782296851801623","0.000782296851801623","0.000782296851801623","0.000782296851801623","0.000782296851801623","0.000782296851801623","0.000782296851801623","0.000782296851801623","0.000714668442689021","0.000716660937073304","0.000685301925760641","0.000657890832355099","0.000698211936820761","0.000660537964342368","0.000780230562004175","0.000822577297166384","0.000853424822639866","0.000836052549458753","0.00122880833000114","0.001354333526295","0.00192589433920733","0.00192773586640674","0","0.00355156558058341","0.00330443882920307","0.00314542152925825","0","0.00283597931975609","0.00266976440452417","0.00260819514370458","0.00250845118639475","0.00243538785114163","0.00237351062387191","0.00236248010255614","0.00232123436366619","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"guy","kt/1000","0.00373481063414999","0.00373481063414999","0.00373481063414999","0.00373481063414999","0.00373481063414999","0.00373481063414999","0.00373481063414999","0.00373481063414999","0.00373481063414999","0.00373481063414999","0.00398315844736726","0.00472497269215432","0.0047143362391614","0.00519833348657335","0.00400265536254656","0.00351554972365141","0.00322972919995541","0.00564232632719758","0.00337818900901523","0.0025149088892392","0.00428646822253367","0.00405824781849246","0.00397187580715228","0.00408679411536502","0.00316565467823377","0.00508333719782212","0.00374303536876517","0.00500053178240564","0.0053188708809934","0.00377817497174718","0.00562939888390555","0.0049982920942949","0.00473558563987165","0.00394631671529112","0.00558413206916244","0.00548346717100821","0.00676819459034086","0.00672630097827797","0.00753133423193266","0.00560566036029846","0.00562384335092032","0.0071649843578381","0.00767566721658315","0.00778990871965959","0.00790591855527647","0.00801426365830538","0.00811688520273913","0.00821516056562259","0.00830978319584841","0.0084013496223595","0.0084013496223595","0.0084013496223595","0.0084013496223595"
"hkg","kt/1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hnd","kt/1000","0.00363614790040831","0.00363614790040831","0.00363614790040831","0.00363614790040831","0.00363614790040831","0.00363614790040831","0.00363614790040831","0.00363614790040831","0.00363614790040831","0.00363614790040831","0.00366018729090486","0.0034459025934361","0.00325075709001124","0.00271667979971521","0.00285006054190592","0.00276867745334229","0.00309240867783615","0.0026290123129665","0.00253823765757675","0.00292210609588593","0.00274207371806818","0.00247717815544622","0.0026441061734979","0.00289845394794289","0.00225285420041742","0.00207755213572917","0.00237611262940833","0.00266191392059274","0.00250677236310633","0.00195333282116784","0.00241385673248629","0.0024091795510118","0.00297070582565914","0.00184089940877807","0.00485522091272686","0.00384073463904034","0.00538109713499749","0.00595156854802508","0.00654413456364786","0.00764156347056261","0.00638306217676946","0.00289899964345289","0.00284811756188669","0.00282504446036576","0.00280459311704154","0.0027834971509323","0.00276544934989894","0.00274547215457878","0.00272869410158175","0.00271310386460329","0.00271310386460329","0.00271310386460329","0.00271310386460329"
"hti","kt/1000","0.0011552189993754","0.0011552189993754","0.0011552189993754","0.0011552189993754","0.0011552189993754","0.0011552189993754","0.0011552189993754","0.0011552189993754","0.0011552189993754","0.0011552189993754","0.00125929340536936","0.00127745775196358","0.00123838437061235","0.00118090015190331","0.00115691497691697","0.00113796849973713","0.00124907883056522","0.00127008394217097","0.00130609093584298","0.000952272153756694","0.000904938186249683","0.00065745667254102","0.000590482668628387","0.000598224650138695","0.000582643030226516","0.000529050573071499","0.000529265487066615","0.000521031909294467","0.000543004546669272","0.000478055456310822","0.000562021152937899","0.00061818194825107","0.000587603516564124","0.000576640178628781","0.000588451994844885","0.000562434706312736","0.000775823880288276","0.000733746190947394","0.00068680878602103","0.00090364866440166","0.000860486667109957","0.000852540353370937","0.000860080869442676","0.000848390832533006","0.000828025691729686","0.000811640140118279","0.000796278920656552","0.000778934067343766","0.000765557355850576","0.000750696516876596","0.000750696516876596","0.000750696516876596","0.000750696516876596"
"jam","kt/1000","0.00191553967703898","0.00191553967703898","0.00191553967703898","0.00191553967703898","0.00191553967703898","0.00191553967703898","0.00191553967703898","0.00191553967703898","0.00191553967703898","0.00191553967703898","0.00200406715393768","0.00245255429482223","0.00172806499199252","0.00187968101036243","0.00144315661235089","0.00159096351157091","0.00123543583366364","0.00146934660047917","0.00145379878876757","0.00176232595729725","0.00191853172868231","0.00103074525515278","0.00142949107534146","0.00167832613389501","0.00130918352727133","0.00140616358313331","0.00201418682254579","0.00247434626535755","0.00249663609125556","0.00150278917657177","0.00163098061709921","0.00108742136592505","0.00131635777585228","0.00142256451631864","0.00139180482129229","0.00141754040496111","0.00155225776489552","0.0015467523448729","0.00157166596007012","0.00169875216132487","0.00141951794719907","0.00151919981933969","0.00149774580940251","0.00150908944936824","0.0014763876331273","0.00146658903874649","0.00144598090006456","0.00143079198331165","0.00141701351239662","0.0014032518187121","0.0014032518187121","0.0014032518187121","0.0014032518187121"
"khm","kt/1000","0.00375159799162233","0.00375159799162233","0.00375159799162233","0.00375159799162233","0.00375159799162233","0.00375159799162233","0.00375159799162233","0.00375159799162233","0.00375159799162233","0.00375159799162233","0.00375159799162233","0.00375159799162233","0.00375159799162233","0.00375159799162233","0.00375159799162233","0.00375159799162233","0.00375159799162233","0.00375159799162233","0.00375159799162233","0.00375159799162233","0.00375159799162233","0.00375159799162233","0.00375159799162233","0.00375159799162233","0.00375159799162233","0.00375159799162233","0.00375159799162233","0.00375159799162233","0.00375159799162233","0.00375159799162233","0.00375159799162233","0.00375159799162233","0.00375159799162233","0.00375159799162233","0.00375159799162233","0.00375159799162233","0.00375159799162233","0.00375159799162233","0.00375159799162233","0.00375159799162233","0.00384964618587004","0.00412505371320449","0.00441818876002163","0.00426139896146636","0.00435210703211653","0.00467725171973241","0.00460357992016724","0.00486661680635239","0.00486661680635239","0.00486661680635239","0.00486661680635239","0.00486661680635239","0.00486661680635239"
"kir","kt/1000","0.000346325003419238","0.000346325003419238","0.000346325003419238","0.000346325003419238","0.000346325003419238","0.000346325003419238","0.000346325003419238","0.000346325003419238","0.000346325003419238","0.000346325003419238","0.000350807574009996","0.000353536716960415","0.000356384479059789","0.000355889264830275","0.000355526473200529","0.000356447481243301","0.000355417231364956","0.000355448113207547","0.000357125912252816","0.000356408493427705","0.000354384821324642","0.000365145441413047","0.000371588730569948","0.000374920819525873","0.000377643189700966","0.000383394435202002","0.000378102048705064","0.000372160511692521","0.000369663858431057","0.000178402314565467","0.000172150533257348","0.000172021852807832","0.000168964501730012","0.000168702689307979","0.000170170983056081","0.000176912694691219","0.000175883152512782","0.000175274657903772","0.000174322819366269","0.000188403312560718","0.000189833096508188","0.000206211831514832","0.000202556923007695","0.000202795184714783","0.000202425240173727","0.000200272658794572","0.000199427577613955","0.000200043276410293","0.000198463397172006","0.000194762099602525","0.000194762099602525","0.000194762099602525","0.000194762099602525"
"kna","kt/1000","0.00138053433024375","0.00138053433024375","0.00138053433024375","0.00138053433024375","0.00138053433024375","0.00138053433024375","0.00138053433024375","0.00138053433024375","0.00138053433024375","0.00138053433024375","0.00139083639829175","0.00139157804119293","0.00139458760075823","0.00139356792767388","0.00200172298048692","0.00200577888541525","0.00202312283347745","0.0020439781326652","0.00207814280874568","0.00209870104015739","0.00275947558169296","0.00278665926545216","0.00280938461905546","0.00347070674587412","0.00682366218697194","0.00690168847614936","0.00690013343264092","0.00699699736801072","0","0","0.00697166268867809","0.00696580218713733","0.00690142681231475","0.00683831271345278","0.00676800045280731","0.0067559877281003","0.00674957205924576","0.00669368901781893","0.00663350839378699","0.00667694110324082","0.00655411904656396","0.00646785808428678","0.00639073629886118","0.0063031073041467","0.00521655573365351","0.00465605148815689","0.00395832534588329","0.00338544613410839","0.00279904752294217","0.00222653203913891","0.00222653203913891","0.00222653203913891","0.00222653203913891"
"kwt","kt/1000","3.05463992833758e-05","3.05463992833758e-05","3.05463992833758e-05","3.05463992833758e-05","3.05463992833758e-05","3.05463992833758e-05","3.05463992833758e-05","3.05463992833758e-05","3.05463992833758e-05","3.05463992833758e-05","2.83630824210917e-05","2.82753387101426e-05","2.83185538752526e-05","2.71355434766111e-05","2.89747277544338e-05","2.80078502989342e-05","2.86314310739166e-05","2.85823925522424e-05","6.26305507408995e-05","3.47103322517124e-05","6.59356535362917e-05","0.000101365415895527","9.67717154466163e-05","9.09857021448562e-05","0.000168879384142406","0","0","0.00014731379570518","0.000142026201700412","0","0","0.000148973679741616","0.000160876569164242","0.000172076425372556","0.000180262330646151","0.000352396091106571","0.000176591619303356","0.000168722946111161","0.000161805971879263","0.000155811326685566","0.000151767840003779","0.000149560074673822","0.000146833598251521","0.000142311895109918","0.00014103650908021","0.000135951468885933","0.000131222372292346","0.000125708510473923","0.000120451452064265","0.00011575250286569","0.00011575250286569","0.00011575250286569","0.00011575250286569"
"lao","kt/1000","0.00706504805985687","0.00706504805985687","0.00706504805985687","0.00706504805985687","0.00706504805985687","0.00706504805985687","0.00706504805985687","0.00706504805985687","0.00706504805985687","0.00706504805985687","0.00706504805985687","0.00706504805985687","0.00706504805985687","0.00706504805985687","0.00706504805985687","0.00706504805985687","0.00706504805985687","0.00706504805985687","0.00706504805985687","0.00706504805985687","0.00706504805985687","0.00706504805985687","0.00706504805985687","0.00706504805985687","0.00706504805985687","0.00706504805985687","0.00706504805985687","0.00706504805985687","0.00706504805985687","0.00706504805985687","0.00706504805985687","0.00706504805985687","0.00706504805985687","0.00706504805985687","0.00706504805985687","0.00706504805985687","0.00706504805985687","0.00706504805985687","0.00706504805985687","0.00706504805985687","0.00753534910937948","0.00744521570222851","0.00757498630902332","0.00767150239428412","0.00750964897897516","0.0076192879232628","0.00763787448687916","0.00805659512071828","0.00805659512071828","0.00805659512071828","0.00805659512071828","0.00805659512071828","0.00805659512071828"
"lbr","kt/1000","0.000203025094947765","0.000203025094947765","0.000203025094947765","0.000203025094947765","0.000203025094947765","0.000203025094947765","0.000203025094947765","0.000203025094947765","0.000203025094947765","0.000203025094947765","0.000203918559676315","0.000203196120762197","0.000204082484556971","0.000203748623769734","0.000204163494316786","0.000205984203611421","0.000207841842519311","0.000209641674740874","0.000209839457706136","0.000210291157493492","0.000212839369047225","0.000217685757430666","0.00022128789484148","0.000225088416630658","0.000231389774565154","0.000235459762640884","0.000249667910175922","0.000252288388546765","0.000250561728539488","0.000239829177835889","0.000229595332662169","0.000236221297479336","0.000237110795280382","0.000237672381618386","0.000232032722396668","0.000222853387090096","0.000211047233954399","0.000195270739635313","0.000181367584266282","0.000187477383567176","0.000185679780376621","0.000183139728326657","0.000185763480316059","0.000186508309408621","0.000186271406446783","0.000184262565277044","0.000181669053245047","0.000178568390119533","0.000175692026529911","0.000173226584958527","0.000173226584958527","0.000173226584958527","0.000173226584958527"
"lca","kt/1000","0.0034315161272825","0.0034315161272825","0.0034315161272825","0.0034315161272825","0.0034315161272825","0.0034315161272825","0.0034315161272825","0.0034315161272825","0.0034315161272825","0.0034315161272825","0.00334815632048886","0.00353584064635819","0.00397352612147663","0.00393424014428658","0.00416231155561629","0.00411306365881073","0.005018991426267","0.00284385473448508","0.00353987959524301","0.00200749157673922","0.0025681350068984","0.00356844142434998","0.00312258181704118","0.00379122327795096","0.00479611879793697","0.00473300204524957","0.00464609585719519","0.00458843112647156","0.00653160286405696","0.00441396539412361","0.00631025397441477","0.00628684731664013","0.00624586966759987","0.0100636235228759","0.0137908860707971","0.017419743233375","0.01918524539889","0.00412965283518221","0.00408160829673767","0.00404814546419538","0.00402326325502679","0.00220839304129374","0.00219901893952413","0.00219353563348056","0.0021680765884757","0.00214616681568211","0.00211950821094824","0.00209424845382072","0.00207118778613667","0.00205209544197478","0.00205209544197478","0.00205209544197478","0.00205209544197478"
"lie","kt/1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"lso","kt/1000","0.000226241400837015","0.000226241400837015","0.000226241400837015","0.000226241400837015","0.000226241400837015","0.000226241400837015","0.000226241400837015","0.000226241400837015","0.000226241400837015","0.000226241400837015","0.00023406606560458","0.000236578355518232","0.000243919281387718","0.000251807702648768","0.00024643288193266","0.000239297517434581","0.000246928538776145","0.000245575263282142","0.000247835533535915","0.000246510358474013","0.000218905863082851","0.000225421755926302","0.000208759569610284","0.000200946886211557","0.000204007512453538","0.00022321979197392","0.000234103328939302","0.000236044915252043","0.0002301286825705","0.000223033575873815","0.000195007607592604","0.000205324054181021","0.000221800249666511","0.000215460769524172","0.000233916035189392","0.000230173880354159","0.000227727136668526","0.000218050045069476","0.000230771049085387","0.000240554006761034","0.000246661948159995","0.000282426922897414","0.000252248279419711","0.000237201503837259","0.000235145837772945","0.000228354219893885","0.000221449586926331","0.0002152073921024","0.000208040129937857","0.000203996158582622","0.000203996158582622","0.000203996158582622","0.000203996158582622"
"lux","kt/1000","0.00101026423611283","0.00101026423611283","0.00101026423611283","0.00101026423611283","0.00101026423611283","0.00101026423611283","0.00101026423611283","0.00101026423611283","0.00101026423611283","0.00101026423611283","0.000982697508199165","0.000956801221745862","0.000993304852724176","0.00106229393321483","0.00105062641478257","0.0010145976671117","0.00101948792567459","0.00101896819877916","0.00104344220035783","0.00105380209942669","0.00105973474176921","0.00104318207232119","0.0010549015225708","0.00109787796730882","0.00111899017292819","0.00111913868831635","0.00114013219323134","0.00114792540837924","0.00116245643720616","0.00120198659761295","0.00123762195020494","0.00131821665815023","0.00118617219094277","0.00111039443496436","0.00107425317706882","0.00106411318150449","0.00103278502274631","0.000998050865368809","0.00101627839493741","0.000992295796346178","0.000838583676306701","0.000866664756448838","0.00070063140978658","0.000879083667480085","0.000754806112709517","0.000732098899540999","0.000681036493340978","0.00066732281899296","0.00065495873537876","0.000658248441799572","0.000674700476693243","0.000623699982266236","0.000611505179992108"
"mac","kt/1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"mdg","kt/1000","0.000645283981983185","0.000645283981983185","0.000645283981983185","0.000645283981983185","0.000645283981983185","0.000645283981983185","0.000645283981983185","0.000645283981983185","0.000645283981983185","0.000645283981983185","0.000648288252150184","0.000662597138952212","0.000588180181774179","0.000587037552706959","0.000561856621614051","0.000548374508310766","0.000576290911477169","0.000639107784641782","0.000653697210945329","0.000692332868233477","0.000725150575550003","0.000774153409419444","0.000782633601157768","0.000661130486167771","0.000788222385856167","0.00080510122110392","0.000732438549335632","0.000721036221066531","0.00065628234270738","0.000718384286403468","0.000714925618105561","0.000721215024263491","0.000765843769949598","0.00076415986162469","0.000811818627319509","0.000834132716878324","0.000737049625879644","0.00073071511566306","0.000707027109988281","0.000702609103283615","0.00066950408329277","0.000621869081789354","0.000608711744802562","0.000594027488941708","0.00059469270786567","0.000587621505223936","0.000583991951703035","0.000578899025573","0.000574164380558055","0.000568732611028082","0.000568732611028082","0.000568732611028082","0.000568732611028082"
"mdv","kt/1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"mhl","kt/1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"mli","kt/1000","0.000443730093714233","0.000443730093714233","0.000443730093714233","0.000443730093714233","0.000443730093714233","0.000443730093714233","0.000443730093714233","0.000443730093714233","0.000443730093714233","0.000443730093714233","0.000450953803768431","0.000411634155835769","0.000468462125347176","0.00034884011190652","0.000307748688392781","0.000424797438658674","0.000550471247015849","0.000469795131061417","0.000520955020692766","0.000549870662830345","0.000467011500154067","0.000535877806843653","0.00042315797548969","0.00099698328984313","0.000661697420750621","0.000564584683306964","0.000593423253457313","0.000597891273461584","0.000592344030360966","0.000591667878685345","0.000619552605527697","0.000646019498116159","0.000667751399137202","0.000647711784464995","0.000646669757349173","0.000640800817065269","0.0010281387929583","0.000769474335177756","0.000787665797646952","0.000644230552046787","0.00065193264622286","0.000658017104155014","0.000653074767453393","0.000641291571670922","0.000629864731445006","0.000618665757401497","0.000607068934646469","0.000596519852994392","0.000587726368683932","0.000576376522519586","0.000576376522519586","0.000576376522519586","0.000576376522519586"
"mlt","kt/1000","0.00104107773821178","0.00104107773821178","0.00104107773821178","0.00104107773821178","0.00104107773821178","0.00104107773821178","0.00104107773821178","0.00104107773821178","0.00104107773821178","0.00104107773821178","0.00109176073992106","0.00110344691257996","0.000976408680803411","0.000939964065219024","0.000971671907073216","0.00109391289601976","0.00129937147420976","0.00128669178730574","0.00119621073422964","0.00124014221283034","0.000969683429529413","0.00102547281872318","0.00133861931606205","0.00153587108657708","0.00184055236413397","0","0.00184484387304987","0","0","0.00187294343631135","0.00188421661454751","0.00191267813248292","0.0019050049360646","0.00188235774336163","0.00177177187982524","0.00165930060967493","0.00170427182732339","0.00166789401771404","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"mne","kt/1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"mng","kt/1000","0.0138590738784486","0.0138590738784486","0.0138590738784486","0.0138590738784486","0.0138590738784486","0.0138590738784486","0.0138590738784486","0.0138590738784486","0.0138590738784486","0.0138590738784486","0.0138590738784486","0.0138590738784486","0.0138590738784486","0.0138590738784486","0.0138590738784486","0.0138590738784486","0.0138590738784486","0.0138590738784486","0.0138590738784486","0.0138590738784486","0.0138590738784486","0.0138590738784486","0.0138590738784486","0.0138590738784486","0.0138590738784486","0.0138590738784486","0.0138590738784486","0.0138590738784486","0.0138590738784486","0.0138590738784486","0.0138590738784486","0.0138590738784486","0.0138590738784486","0.0138590738784486","0.0138590738784486","0.0138590738784486","0.0138590738784486","0.0138590738784486","0.0138590738784486","0.0138590738784486","0.0118210717848982","0.00951996841297105","0.00897780426683191","0.00892536851528526","0.00976933736745714","0.0108488725929105","0.0119992073322185","0.0123550055786552","0.0123550055786552","0.0123550055786552","0.0123550055786552","0.0123550055786552","0.0123550055786552"
"moz","kt/1000","0.00174236307694666","0.00174236307694666","0.00174236307694666","0.00174236307694666","0.00174236307694666","0.00174236307694666","0.00174236307694666","0.00174236307694666","0.00174236307694666","0.00174236307694666","0.00190722626741027","0.00200583255760762","0.00217016717173084","0.00226409664952101","0.00241624154915906","0.00230759933205457","0.00233397769959741","0.00232741909150473","0.00223958174428676","0.00241354530683049","0.00241960834281664","0.00252817208035509","0.00283062742731004","0.0027869590391519","0.000201125571721002","0.000204120179812335","0.000227386276798141","0.000188840723589895","0.000212772400968871","0.000215804298483746","0.000209585574349813","0.000219080907353689","0.000193081681107659","0.000240523375511332","0.000239856267800977","0.000273288667623721","0.000188221536243689","0.000220406838772803","0.000281625902930708","0.00031027565120187","0.000393918965619906","0.000383280881857012","0.000373834907009541","0.000363523645068481","0.00035281533228417","0.000344117337723217","0.000332840599514205","0.000323345027783809","0.000318438414331303","0.000309769435030146","0.000309769435030146","0.000309769435030146","0.000309769435030146"
"mrt","kt/1000","0.000602332594951032","0.000602332594951032","0.000602332594951032","0.000602332594951032","0.000602332594951032","0.000602332594951032","0.000602332594951032","0.000602332594951032","0.000602332594951032","0.000602332594951032","0.000558851575263432","0.000489048167191061","0.000440832776775966","0.000400091912562802","0.000560280860127329","0.000465955365227691","0.000742545060779855","0.000735327677777594","0.000609984086245674","0.00046036240188777","0.000471637500736419","0.000470025563593157","0.000445753310613495","0.000382693644804238","0.000648073499353371","0.000510637756293468","0.000502737421489517","0.000646281600373648","0.000644326810759471","0.000912996823041363","0.00102916215134502","0.00111663125578788","0.00086398109262506","0.000820753518547521","0.000802871064874124","0.000901917986595273","0.000554061485113408","0.000547303964131473","0.000543260868292186","0","0.000625505497439301","0.0006136413281302","0.000599584964698795","0.00058194621727688","0.000566128835412593","0.000551454242692708","0.000537567038940475","0.000524365159646126","0.000511330409942869","0.000499523421673999","0.000499523421673999","0.000499523421673999","0.000499523421673999"
