"iso","sector","fuel","units","X1750","X1751","X1752","X1753","X1754","X1755","X1756","X1757","X1758","X1759","X1760","X1761","X1762","X1763","X1764","X1765","X1766","X1767","X1768","X1769","X1770","X1771","X1772","X1773","X1774","X1775","X1776","X1777","X1778","X1779","X1780","X1781","X1782","X1783","X1784","X1785","X1786","X1787","X1788","X1789","X1790","X1791","X1792","X1793","X1794","X1795","X1796","X1797","X1798","X1799","X1800","X1801","X1802","X1803","X1804","X1805","X1806","X1807","X1808","X1809","X1810","X1811","X1812","X1813","X1814","X1815","X1816","X1817","X1818","X1819","X1820","X1821","X1822","X1823","X1824","X1825","X1826","X1827","X1828","X1829","X1830","X1831","X1832","X1833","X1834","X1835","X1836","X1837","X1838","X1839","X1840","X1841","X1842","X1843","X1844","X1845","X1846","X1847","X1848","X1849","X1850","X1851","X1852","X1853","X1854","X1855","X1856","X1857","X1858","X1859","X1860","X1861","X1862","X1863","X1864","X1865","X1866","X1867","X1868","X1869","X1870","X1871","X1872","X1873","X1874","X1875","X1876","X1877","X1878","X1879","X1880","X1881","X1882","X1883","X1884","X1885","X1886","X1887","X1888","X1889","X1890","X1891","X1892","X1893","X1894","X1895","X1896","X1897","X1898","X1899","X1900","X1901","X1902","X1903","X1904","X1905","X1906","X1907","X1908","X1909","X1910","X1911","X1912","X1913","X1914","X1915","X1916","X1917","X1918","X1919","X1920","X1921","X1922","X1923","X1924","X1925","X1926","X1927","X1928","X1929","X1930","X1931","X1932","X1933","X1934","X1935","X1936","X1937","X1938","X1939","X1940","X1941","X1942","X1943","X1944","X1945","X1946","X1947","X1948","X1949","X1950","X1951","X1952","X1953","X1954","X1955","X1956","X1957","X1958","X1959","X1960","X1961","X1962","X1963","X1964","X1965","X1966","X1967","X1968","X1969","X1970","X1971","X1972","X1973","X1974","X1975"
"chn","2C_Metal-production","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51.8","103.6","155.4","207.2","259","245.8","232.6","219.4","206.2","193","229.6","266.2","302.8","339.4","376","430.4","484.8","539.2","593.6","648","739.6","831.2","922.8","1014.4","1106","927.4","748.8","570.2","391.6","213","350.4","487.8","625.2","762.6","900","1494.4","2088.8","2683.2","3277.6","3872","8529.6","13187.2","17844.8","22502.4","27160","23882","20604","17326","14048","10770","12028","13286","14544","15802","17060","18546","20032","21518","23004","24490"
"col","2C_Metal-production","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.8","39.6","59.4","79.2","99","135.2","171.4","207.6","243.8","280","263.8","247.6","231.4","215.2","199","205","211","217","223","229","242","255","268","281","294"
"cze","2C_Metal-production","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","162.394381144168","167.978191475958","173.569711042641","179.168781954561","184.775250604398","190.388967522947","202.234053465076","214.09647480525","225.97588822335","237.871959405537","249.78436275086","246.223776536128","242.650830704271","239.065786255341","235.468896891985","231.86040927271","241.030855688269","250.216189361574","259.416106604363","268.630311932592","277.858517791234","264.981173879368","252.12827367121","239.299825728276","226.495838616085","213.716320904152","300.011200689219","386.136867209569","603.660082699144","511.951789437345","568.53423185181","444.601787057801","257.841668205673","628.130334655852","754.930594034573","894.507754918204","833.78223604044","964.580510224996","1199.88871935195","1256.72368231283","1096.71101419751","886.530467611561","341.41997794254","377.451658030269","452.450860986018","609.641713155402","854.212347139503","1250.9954015607","1211.10077844986","1059.21227880471","1169.54030367689","1127.00669404196","1159.69211040083","1232.56339801525","1146.12909081966","420.814452552286","700.371825082261","1034.51129293174","1192.91369979565","1363.4988727804","1407.62930517417","1480.09344088327","1654.47920535681","1989.11395965481","1988.96815885325","2118.43872638936","2323.14907690605","2512.87331818592","2652.23674622945","2972.64185773143","3279.50308968241","3462.7557201781","3598.55121276322","3645.22027320052","3958.51834549431","4055.97409253781","4324.14309392836","4695.29632971961","4750.86465301647","4803.33426912915","5163.12992759966","5391.59408279276","5620.47244560324","5849.53389267976","6078.29232938163","6306.29301401297"
"deu","2C_Metal-production","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85","85","95","100","105","105","120","110","120","130","135","140","155","160","175","170","185","190","185","180","185","180","190","230","230","210","190","210","230","270","310","390","420","500","540","500","460","529","592","696","813","905","988","977","1034","1184","1313","1261","1424","1828","1991","1666","1759","1615","1718","1899","1965","2468","2620","3004","3135","3235","3268","3128","3532","3813","3963","4100","4096","4351","4428","4700","4770","5564","6009","6367","7160","7550","6964","7450","8800","8860","9507","10833","11390","10505","11092","13111","13845","15600","16761","12481","10190","11327","11601","10680","6284","7044","7845","9396","4936","7812","10177","9644","13103","11804","13240","9695","6063","3932","5247","8717","12846","15302","15960","18045","17478","13955","15441","15332","15972","13369","8263.8","2207","2397","4937","7453","9810","11039","13537","12732","13830","17999","19151","20021","18434","23500","27734","27462","26326","25059","29442","29328","27861","29891","32633","35851","35615","35002.8","34384.6","33766.4","33148.2","32530"
"dnk","2C_Metal-production","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","18","23","31","39","51","33","36","36","40","55","56","59","44","59","73","66","69","69","73","75","76","76","76","77","68","0","0","0","0","0"
"dza","2C_Metal-production","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81.8","163.6","245.4","327.2","409","407","405","403","401","399"
"egy","2C_Metal-production","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28.6","57.2","85.8","114.4","143","154.4","165.8","177.2","188.6","200","220","240","260","280","300","324","348","372","396","420"
"esp","2C_Metal-production","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","67","89","98","95","92","72","67.5","63","58.5","54","50.6","47.2","43.8","40.4","37","56.6","76.2","95.8","115.4","135","118","126","142","126","159","179.4","199.8","220.2","240.6","261","359","205","252","281","240","267","323","283","295","295","335","259","313","294","316","315","355","404","429","373","409","403","425","431","440","498","358","387","294","251","347","210","400","497","528","487","590","557","749","616","473","296","330","363","341","226","132","436","473","579","536","535","584","551","479","491","503","522","615","664","650","763","800","877","964","913","962","1302","1675","1886","2077","2101","1911","1903","2338","2107","2687","2783","3314","4165","4700.4","5235.8","5771.2","6306.6","6842"
"fin","2C_Metal-production","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","5","6","5","6","7","10","8","11","9","12","13","12","15","9","12","13","13","14","18","14","17","19","20","21","19","24","25","21","26","22","14","18","22","22","22","18","23","24","17","20","20","15","24","23","24","21","21","23","26","33","27","27","31","31","30","23","16","22","16","15","12","9","8","9","10","9","10","8","9","9","6","7","10","10","12","9","11","11","9","10","9","7","3","5","7","5","2","6","4","16","28","29","25","22","28","42","99","35","77","66","90","99","64","101","108","79","74","114","103","128","101","108","137","152","331","332","597","940","936","1025","811","1231","1222","1204.8","1245.6","1286.4","1327.2","1368"
"fra","2C_Metal-production","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","113","130","147","164","181","198","199","206","216","221","217","266","225","225","236","269","295","308","332","348","350","348","377","399","423","427","439","522","592","472","414","406","446","523","661","771","849","923","992","872","864","898","967","1091","1157","1213","1204","1260","1229","1235","1381","1178","860","1218","1382","1416","1448","1435","1507","1521","1400","1725","1886","2039","2069","1872","1631","1517","1568","1683","1734","1962","1897","2057","2003","2070","2004","2340","2484","2525","2578","2714","2389","2405","2841","2974","3077","3314","3590","3401","3574","4038","4470","4939","5207","2736","584","1311","1408","1293","2412","3434","3417","5229","5432","7693","8494","9432","9273","9981","10300","10035","8199","5537","6234","6151","5789","6230","7855","6012","7376","3683","3351","3838","4921","2893","1177","3444","4886","6559","8345","7761","8750","9769","8666","8841","10960","11480","11916","11967","12472","14145","14566","13959","14306","15863","15770","15590","15710","16450","18212","19221","18966.6","18705.2","18443.8","18182.4","17921"
