sector,fuel,em,method,start_year,end_year,file_name,domain,domain_extension,converge_year,converge_value
1A2a_Ind-Comb-Iron-steel,brown_coal,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2a_Ind-Comb-Iron-steel,brown_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2a_Ind-Comb-Iron-steel,brown_coal,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2a_Ind-Comb-Iron-steel,coal_coke,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2a_Ind-Comb-Iron-steel,coal_coke,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2a_Ind-Comb-Iron-steel,coal_coke,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2a_Ind-Comb-Iron-steel,hard_coal,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2a_Ind-Comb-Iron-steel,hard_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2a_Ind-Comb-Iron-steel,hard_coal,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2b_Ind-Comb-Non-ferrous-metals,all-comb,BC,constant,1750,1849,,,,,
1A2b_Ind-Comb-Non-ferrous-metals,all-comb,BC,EF-trend,1850,1959,B.BC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A2b_Ind-Comb-Non-ferrous-metals,all-comb,OC,constant,1750,1849,,,,,
1A2b_Ind-Comb-Non-ferrous-metals,all-comb,OC,EF-trend,1850,1959,B.OC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A2b_Ind-Comb-Non-ferrous-metals,biomass,CO,EF-converge,1750,1969,,,,1900,0.072629497
1A2b_Ind-Comb-Non-ferrous-metals,biomass,NMVOC,EF-converge,1750,1969,,,,1900,0.000410807
1A2b_Ind-Comb-Non-ferrous-metals,biomass,NOx,EF-converge,1750,1969,,,,1900,0.001167479
1A2b_Ind-Comb-Non-ferrous-metals,brown_coal,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2b_Ind-Comb-Non-ferrous-metals,brown_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2b_Ind-Comb-Non-ferrous-metals,brown_coal,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2b_Ind-Comb-Non-ferrous-metals,coal_coke,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2b_Ind-Comb-Non-ferrous-metals,coal_coke,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2b_Ind-Comb-Non-ferrous-metals,coal_coke,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2b_Ind-Comb-Non-ferrous-metals,hard_coal,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2b_Ind-Comb-Non-ferrous-metals,hard_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2b_Ind-Comb-Non-ferrous-metals,hard_coal,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2c_Ind-Comb-Chemicals,all-comb,BC,constant,1750,1849,,,,,
1A2c_Ind-Comb-Chemicals,all-comb,BC,EF-trend,1850,1959,B.BC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A2c_Ind-Comb-Chemicals,all-comb,OC,constant,1750,1849,,,,,
1A2c_Ind-Comb-Chemicals,all-comb,OC,EF-trend,1850,1959,B.OC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A2c_Ind-Comb-Chemicals,biomass,CO,EF-converge,1750,1969,,,,1900,0.072629497
1A2c_Ind-Comb-Chemicals,biomass,NMVOC,EF-converge,1750,1969,,,,1900,0.000410807
1A2c_Ind-Comb-Chemicals,biomass,NOx,EF-converge,1750,1969,,,,1900,0.001167479
1A2c_Ind-Comb-Chemicals,brown_coal,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2c_Ind-Comb-Chemicals,brown_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2c_Ind-Comb-Chemicals,brown_coal,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2c_Ind-Comb-Chemicals,coal_coke,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2c_Ind-Comb-Chemicals,coal_coke,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2c_Ind-Comb-Chemicals,coal_coke,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2c_Ind-Comb-Chemicals,hard_coal,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2c_Ind-Comb-Chemicals,hard_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2c_Ind-Comb-Chemicals,hard_coal,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2d_Ind-Comb-Pulp-paper,all-comb,BC,constant,1750,1849,,,,,
1A2d_Ind-Comb-Pulp-paper,all-comb,BC,EF-trend,1850,1959,B.BC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A2d_Ind-Comb-Pulp-paper,all-comb,OC,constant,1750,1849,,,,,
1A2d_Ind-Comb-Pulp-paper,all-comb,OC,EF-trend,1850,1959,B.OC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A2d_Ind-Comb-Pulp-paper,biomass,CO,EF-converge,1750,1969,,,,1900,0.072629497
1A2d_Ind-Comb-Pulp-paper,biomass,NMVOC,EF-converge,1750,1969,,,,1900,0.000410807
1A2d_Ind-Comb-Pulp-paper,biomass,NOx,EF-converge,1750,1969,,,,1900,0.001167479
1A2d_Ind-Comb-Pulp-paper,brown_coal,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2d_Ind-Comb-Pulp-paper,brown_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2d_Ind-Comb-Pulp-paper,brown_coal,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2d_Ind-Comb-Pulp-paper,coal_coke,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2d_Ind-Comb-Pulp-paper,coal_coke,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2d_Ind-Comb-Pulp-paper,coal_coke,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2d_Ind-Comb-Pulp-paper,hard_coal,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2d_Ind-Comb-Pulp-paper,hard_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2d_Ind-Comb-Pulp-paper,hard_coal,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2e_Ind-Comb-Food-tobacco,all-comb,BC,constant,1750,1849,,,,,
1A2e_Ind-Comb-Food-tobacco,all-comb,BC,EF-trend,1850,1959,B.BC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A2e_Ind-Comb-Food-tobacco,all-comb,OC,constant,1750,1849,,,,,
1A2e_Ind-Comb-Food-tobacco,all-comb,OC,EF-trend,1850,1959,B.OC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A2e_Ind-Comb-Food-tobacco,biomass,CO,EF-converge,1750,1969,,,,1900,0.072629497
1A2e_Ind-Comb-Food-tobacco,biomass,NMVOC,EF-converge,1750,1969,,,,1900,0.000410807
1A2e_Ind-Comb-Food-tobacco,biomass,NOx,EF-converge,1750,1969,,,,1900,0.001167479
1A2e_Ind-Comb-Food-tobacco,brown_coal,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2e_Ind-Comb-Food-tobacco,brown_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2e_Ind-Comb-Food-tobacco,brown_coal,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2e_Ind-Comb-Food-tobacco,coal_coke,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2e_Ind-Comb-Food-tobacco,coal_coke,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2e_Ind-Comb-Food-tobacco,coal_coke,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2e_Ind-Comb-Food-tobacco,hard_coal,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2e_Ind-Comb-Food-tobacco,hard_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2e_Ind-Comb-Food-tobacco,hard_coal,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2f_Ind-Comb-Non-metalic-minerals,all-comb,BC,constant,1750,1849,,,,,
1A2f_Ind-Comb-Non-metalic-minerals,all-comb,BC,EF-trend,1850,1959,B.BC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A2f_Ind-Comb-Non-metalic-minerals,all-comb,OC,constant,1750,1849,,,,,
1A2f_Ind-Comb-Non-metalic-minerals,all-comb,OC,EF-trend,1850,1959,B.OC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A2f_Ind-Comb-Non-metalic-minerals,biomass,CO,EF-converge,1750,1969,,,,1900,0.072629497
1A2f_Ind-Comb-Non-metalic-minerals,biomass,NMVOC,EF-converge,1750,1969,,,,1900,0.000410807
1A2f_Ind-Comb-Non-metalic-minerals,biomass,NOx,EF-converge,1750,1969,,,,1900,0.001167479
1A2f_Ind-Comb-Non-metalic-minerals,brown_coal,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2f_Ind-Comb-Non-metalic-minerals,brown_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2f_Ind-Comb-Non-metalic-minerals,brown_coal,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2f_Ind-Comb-Non-metalic-minerals,coal_coke,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2f_Ind-Comb-Non-metalic-minerals,coal_coke,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2f_Ind-Comb-Non-metalic-minerals,coal_coke,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2f_Ind-Comb-Non-metalic-minerals,hard_coal,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2f_Ind-Comb-Non-metalic-minerals,hard_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2f_Ind-Comb-Non-metalic-minerals,hard_coal,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2g_Ind-Comb-Construction,all-comb,BC,constant,1750,1849,,,,,
1A2g_Ind-Comb-Construction,all-comb,BC,EF-trend,1850,1959,B.BC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A2g_Ind-Comb-Construction,all-comb,OC,constant,1750,1849,,,,,
1A2g_Ind-Comb-Construction,all-comb,OC,EF-trend,1850,1959,B.OC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A2g_Ind-Comb-Construction,biomass,CO,EF-converge,1750,1969,,,,1900,0.072629497
1A2g_Ind-Comb-Construction,biomass,NMVOC,EF-converge,1750,1969,,,,1900,0.000410807
1A2g_Ind-Comb-Construction,biomass,NOx,EF-converge,1750,1969,,,,1900,0.001167479
1A2g_Ind-Comb-Construction,brown_coal,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2g_Ind-Comb-Construction,brown_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2g_Ind-Comb-Construction,brown_coal,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2g_Ind-Comb-Construction,coal_coke,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2g_Ind-Comb-Construction,coal_coke,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2g_Ind-Comb-Construction,coal_coke,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2g_Ind-Comb-Construction,hard_coal,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2g_Ind-Comb-Construction,hard_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2g_Ind-Comb-Construction,hard_coal,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2g_Ind-Comb-machinery,all-comb,BC,constant,1750,1849,,,,,
1A2g_Ind-Comb-machinery,all-comb,BC,EF-trend,1850,1959,B.BC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A2g_Ind-Comb-machinery,all-comb,OC,constant,1750,1849,,,,,
1A2g_Ind-Comb-machinery,all-comb,OC,EF-trend,1850,1959,B.OC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A2g_Ind-Comb-machinery,biomass,CO,EF-converge,1750,1969,,,,1900,0.072629497
1A2g_Ind-Comb-machinery,biomass,NMVOC,EF-converge,1750,1969,,,,1900,0.000410807
1A2g_Ind-Comb-machinery,biomass,NOx,EF-converge,1750,1969,,,,1900,0.001167479
1A2g_Ind-Comb-machinery,brown_coal,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2g_Ind-Comb-machinery,brown_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2g_Ind-Comb-machinery,brown_coal,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2g_Ind-Comb-machinery,coal_coke,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2g_Ind-Comb-machinery,coal_coke,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2g_Ind-Comb-machinery,coal_coke,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2g_Ind-Comb-machinery,hard_coal,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2g_Ind-Comb-machinery,hard_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2g_Ind-Comb-machinery,hard_coal,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2g_Ind-Comb-mining-quarying,all-comb,BC,constant,1750,1849,,,,,
1A2g_Ind-Comb-mining-quarying,all-comb,BC,EF-trend,1850,1959,B.BC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A2g_Ind-Comb-mining-quarying,all-comb,OC,constant,1750,1849,,,,,
1A2g_Ind-Comb-mining-quarying,all-comb,OC,EF-trend,1850,1959,B.OC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A2g_Ind-Comb-mining-quarying,biomass,CO,EF-converge,1750,1969,,,,1900,0.072629497
1A2g_Ind-Comb-mining-quarying,biomass,NMVOC,EF-converge,1750,1969,,,,1900,0.000410807
1A2g_Ind-Comb-mining-quarying,biomass,NOx,EF-converge,1750,1969,,,,1900,0.001167479
1A2g_Ind-Comb-mining-quarying,brown_coal,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2g_Ind-Comb-mining-quarying,brown_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2g_Ind-Comb-mining-quarying,brown_coal,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2g_Ind-Comb-mining-quarying,coal_coke,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2g_Ind-Comb-mining-quarying,coal_coke,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2g_Ind-Comb-mining-quarying,coal_coke,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2g_Ind-Comb-mining-quarying,hard_coal,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2g_Ind-Comb-mining-quarying,hard_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2g_Ind-Comb-mining-quarying,hard_coal,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2g_Ind-Comb-other,all-comb,BC,constant,1750,1849,,,,,
1A2g_Ind-Comb-other,all-comb,BC,EF-trend,1850,1959,B.BC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A2g_Ind-Comb-other,all-comb,OC,constant,1750,1849,,,,,
1A2g_Ind-Comb-other,all-comb,OC,EF-trend,1850,1959,B.OC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A2g_Ind-Comb-other,biomass,CO,EF-converge,1750,1969,,,,1900,0.072629497
1A2g_Ind-Comb-other,biomass,NMVOC,EF-converge,1750,1969,,,,1900,0.000410807
1A2g_Ind-Comb-other,biomass,NOx,EF-converge,1750,1969,,,,1900,0.001167479
1A2g_Ind-Comb-other,brown_coal,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2g_Ind-Comb-other,brown_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2g_Ind-Comb-other,brown_coal,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2g_Ind-Comb-other,coal_coke,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2g_Ind-Comb-other,coal_coke,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2g_Ind-Comb-other,coal_coke,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2g_Ind-Comb-other,hard_coal,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2g_Ind-Comb-other,hard_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2g_Ind-Comb-other,hard_coal,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2g_Ind-Comb-other,hard_coal,SO2,EF-trend,1750,1969,U.1A2_Ind-Comb-SO2-EF,EXT_IN,extension-data/,,
1A2g_Ind-Comb-textile-leather,all-comb,BC,constant,1750,1849,,,,,
1A2g_Ind-Comb-textile-leather,all-comb,BC,EF-trend,1850,1959,B.BC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A2g_Ind-Comb-textile-leather,all-comb,OC,constant,1750,1849,,,,,
1A2g_Ind-Comb-textile-leather,all-comb,OC,EF-trend,1850,1959,B.OC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A2g_Ind-Comb-textile-leather,biomass,CO,EF-converge,1750,1969,,,,1900,0.072629497
1A2g_Ind-Comb-textile-leather,biomass,NMVOC,EF-converge,1750,1969,,,,1900,0.000410807
1A2g_Ind-Comb-textile-leather,biomass,NOx,EF-converge,1750,1969,,,,1900,0.001167479
1A2g_Ind-Comb-textile-leather,brown_coal,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2g_Ind-Comb-textile-leather,brown_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2g_Ind-Comb-textile-leather,brown_coal,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2g_Ind-Comb-textile-leather,coal_coke,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2g_Ind-Comb-textile-leather,coal_coke,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2g_Ind-Comb-textile-leather,coal_coke,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2g_Ind-Comb-textile-leather,hard_coal,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2g_Ind-Comb-textile-leather,hard_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2g_Ind-Comb-textile-leather,hard_coal,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2g_Ind-Comb-transpequip,all-comb,BC,constant,1750,1849,,,,,
1A2g_Ind-Comb-transpequip,all-comb,BC,EF-trend,1850,1959,B.BC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A2g_Ind-Comb-transpequip,all-comb,OC,constant,1750,1849,,,,,
1A2g_Ind-Comb-transpequip,all-comb,OC,EF-trend,1850,1959,B.OC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A2g_Ind-Comb-transpequip,biomass,CO,EF-converge,1750,1969,,,,1900,0.072629497
1A2g_Ind-Comb-transpequip,biomass,NMVOC,EF-converge,1750,1969,,,,1900,0.000410807
1A2g_Ind-Comb-transpequip,biomass,NOx,EF-converge,1750,1969,,,,1900,0.001167479
1A2g_Ind-Comb-transpequip,brown_coal,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2g_Ind-Comb-transpequip,brown_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2g_Ind-Comb-transpequip,brown_coal,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2g_Ind-Comb-transpequip,coal_coke,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2g_Ind-Comb-transpequip,coal_coke,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2g_Ind-Comb-transpequip,coal_coke,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2g_Ind-Comb-transpequip,hard_coal,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2g_Ind-Comb-transpequip,hard_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2g_Ind-Comb-transpequip,hard_coal,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2g_Ind-Comb-wood-products,all-comb,BC,constant,1750,1849,,,,,
1A2g_Ind-Comb-wood-products,all-comb,BC,EF-trend,1850,1959,B.BC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A2g_Ind-Comb-wood-products,all-comb,OC,constant,1750,1849,,,,,
1A2g_Ind-Comb-wood-products,all-comb,OC,EF-trend,1850,1959,B.OC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A2g_Ind-Comb-wood-products,biomass,CO,EF-converge,1750,1969,,,,1900,0.072629497
1A2g_Ind-Comb-wood-products,biomass,NMVOC,EF-converge,1750,1969,,,,1900,0.000410807
1A2g_Ind-Comb-wood-products,biomass,NOx,EF-converge,1750,1969,,,,1900,0.001167479
1A2g_Ind-Comb-wood-products,brown_coal,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2g_Ind-Comb-wood-products,brown_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2g_Ind-Comb-wood-products,brown_coal,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2g_Ind-Comb-wood-products,coal_coke,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2g_Ind-Comb-wood-products,coal_coke,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2g_Ind-Comb-wood-products,coal_coke,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A2g_Ind-Comb-wood-products,hard_coal,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A2g_Ind-Comb-wood-products,hard_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A2g_Ind-Comb-wood-products,hard_coal,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A3ai_International-aviation,biomass,CO,EF-converge,1750,1969,,,,1900,0.072629497
1A3ai_International-aviation,biomass,NMVOC,EF-converge,1750,1969,,,,1900,0.000410807
1A3ai_International-aviation,biomass,NOx,EF-converge,1750,1969,,,,1900,0.001167479
1A3ai_International-aviation,brown_coal,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A3ai_International-aviation,brown_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A3ai_International-aviation,brown_coal,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A3ai_International-aviation,coal_coke,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A3ai_International-aviation,coal_coke,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A3ai_International-aviation,coal_coke,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A3ai_International-aviation,hard_coal,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A3ai_International-aviation,hard_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A3ai_International-aviation,hard_coal,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A3aii_Domestic-aviation,biomass,CO,EF-converge,1750,1969,,,,1900,0.072629497
1A3aii_Domestic-aviation,biomass,NMVOC,EF-converge,1750,1969,,,,1900,0.000410807
1A3aii_Domestic-aviation,biomass,NOx,EF-converge,1750,1969,,,,1900,0.001167479
1A3aii_Domestic-aviation,brown_coal,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A3aii_Domestic-aviation,brown_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A3aii_Domestic-aviation,brown_coal,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A3aii_Domestic-aviation,coal_coke,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A3aii_Domestic-aviation,coal_coke,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A3aii_Domestic-aviation,coal_coke,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A3aii_Domestic-aviation,hard_coal,CO,EF-converge,1750,1969,,,,1900,0.004264146
1A3aii_Domestic-aviation,hard_coal,NMVOC,EF-converge,1750,1969,,,,1900,0.0017188
1A3aii_Domestic-aviation,hard_coal,NOx,EF-converge,1750,1969,,,,1900,0.00455
1A3b_Road,all-comb,BC,constant,1750,1849,,,,,
1A3b_Road,all-comb,BC,EF-trend,1850,1959,B.BC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A3b_Road,all-comb,OC,constant,1750,1849,,,,,
1A3b_Road,all-comb,OC,EF-trend,1850,1959,B.OC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A3c_Rail,all-comb,BC,constant,1750,1849,,,,,
1A3c_Rail,all-comb,BC,EF-trend,1850,1959,B.BC_SPEW_comb_EF,EXT_IN,extension-data/,,
1A3c_Rail,all-comb,OC,constant,1750,1849,,,,,
1A3c_Rail,all-comb,OC,EF-trend,1850,1959,B.OC_SPEW_comb_EF,EXT_IN,extension-data/,,
