iso,sector,fuel,units,X1980,X1990,X2000
cze,1A2g_Ind-Comb-Construction,hard_coal,kt/kt,0.01171,0.010734167,0.009758334
cze,1A2g_Ind-Comb-machinery,hard_coal,kt/kt,0.01171,0.010734167,0.009758334
cze,1A2g_Ind-Comb-mining-quarying,hard_coal,kt/kt,0.01171,0.010734167,0.009758334
cze,1A2g_Ind-Comb-other,hard_coal,kt/kt,0.01171,0.010734167,0.009758334
cze,1A2g_Ind-Comb-textile-leather,hard_coal,kt/kt,0.01171,0.010734167,0.009758334
cze,1A2g_Ind-Comb-transpequip,hard_coal,kt/kt,0.01171,0.010734167,0.009758334
cze,1A2g_Ind-Comb-wood-products,hard_coal,kt/kt,0.01171,0.010734167,0.009758334
svk,1A2b_Ind-Comb-Non-ferrous-metals,brown_coal,kt/kt,0.01677,0.01677,0.0129
svk,1A2c_Ind-Comb-Chemicals,brown_coal,kt/kt,0.01677,0.01677,0.0129
svk,1A2d_Ind-Comb-Pulp-paper,brown_coal,kt/kt,0.01677,0.01677,0.0129
svk,1A2e_Ind-Comb-Food-tobacco,brown_coal,kt/kt,0.01677,0.01677,0.0129
svk,1A2f_Ind-Comb-Non-metalic-minerals,brown_coal,kt/kt,0.01677,0.01677,0.0129
svk,1A2g_Ind-Comb-Construction,brown_coal,kt/kt,0.01677,0.01677,0.0129
svk,1A2g_Ind-Comb-machinery,brown_coal,kt/kt,0.01677,0.01677,0.0129
svk,1A2g_Ind-Comb-mining-quarying,brown_coal,kt/kt,0.01677,0.01677,0.0129
svk,1A2g_Ind-Comb-other,brown_coal,kt/kt,0.01677,0.01677,0.0129
svk,1A2g_Ind-Comb-textile-leather,brown_coal,kt/kt,0.01677,0.01677,0.0129
svk,1A2g_Ind-Comb-transpequip,brown_coal,kt/kt,0.01677,0.01677,0.0129
svk,1A2g_Ind-Comb-wood-products,brown_coal,kt/kt,0.01677,0.01677,0.0129
svk,1A2b_Ind-Comb-Non-ferrous-metals,hard_coal,kt/kt,0.014083333,0.011736934,0.010833333
svk,1A2c_Ind-Comb-Chemicals,hard_coal,kt/kt,0.014083333,0.011736934,0.010833333
svk,1A2d_Ind-Comb-Pulp-paper,hard_coal,kt/kt,0.014083333,0.011736934,0.010833333
svk,1A2e_Ind-Comb-Food-tobacco,hard_coal,kt/kt,0.014083333,0.011736934,0.010833333
svk,1A2f_Ind-Comb-Non-metalic-minerals,hard_coal,kt/kt,0.014083333,0.011736934,0.010833333
svk,1A2g_Ind-Comb-Construction,hard_coal,kt/kt,0.014083333,0.011736934,0.010833333
svk,1A2g_Ind-Comb-machinery,hard_coal,kt/kt,0.014083333,0.011736934,0.010833333
svk,1A2g_Ind-Comb-mining-quarying,hard_coal,kt/kt,0.014083333,0.011736934,0.010833333
svk,1A2g_Ind-Comb-other,hard_coal,kt/kt,0.014083333,0.011736934,0.010833333
svk,1A2g_Ind-Comb-textile-leather,hard_coal,kt/kt,0.014083333,0.011736934,0.010833333
svk,1A2g_Ind-Comb-transpequip,hard_coal,kt/kt,0.014083333,0.011736934,0.010833333
svk,1A2g_Ind-Comb-wood-products,hard_coal,kt/kt,0.014083333,0.011736934,0.010833333
pol,1A2b_Ind-Comb-Non-ferrous-metals,hard_coal,kt/kt,0.012620833,0.01165,0.009708333
pol,1A2c_Ind-Comb-Chemicals,hard_coal,kt/kt,0.012620833,0.01165,0.009708333
pol,1A2d_Ind-Comb-Pulp-paper,hard_coal,kt/kt,0.012620833,0.01165,0.009708333
pol,1A2e_Ind-Comb-Food-tobacco,hard_coal,kt/kt,0.012620833,0.01165,0.009708333
pol,1A2f_Ind-Comb-Non-metalic-minerals,hard_coal,kt/kt,0.012620833,0.01165,0.009708333
pol,1A2g_Ind-Comb-Construction,hard_coal,kt/kt,0.012620833,0.01165,0.009708333
pol,1A2g_Ind-Comb-machinery,hard_coal,kt/kt,0.012620833,0.01165,0.009708333
pol,1A2g_Ind-Comb-mining-quarying,hard_coal,kt/kt,0.012620833,0.01165,0.009708333
pol,1A2g_Ind-Comb-other,hard_coal,kt/kt,0.012620833,0.01165,0.009708333
pol,1A2g_Ind-Comb-textile-leather,hard_coal,kt/kt,0.012620833,0.01165,0.009708333
pol,1A2g_Ind-Comb-transpequip,hard_coal,kt/kt,0.012620833,0.01165,0.009708333
pol,1A2g_Ind-Comb-wood-products,hard_coal,kt/kt,0.012620833,0.01165,0.009708333
