iso,sector,fuel,units,1960,1970,1980,1990,2005,Notes
deu,1A1a_Electricity-public,heavy_oil,fraction,0.033,0.028,0.025,0.0181,0.0181,
deu,1A1a_Heat-production,heavy_oil,fraction,0.033,0.028,0.025,0.0181,0.0181,
deu,1A2g_Ind-Comb-other,heavy_oil,fraction,0.033,0.028,0.025,0.016,0.016,
deu,1A3di_International-shipping,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
deu,1A3eii_Other-transp,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
dnk,1A1a_Electricity-autoproducer,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
dnk,1A1a_Electricity-public,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
dnk,1A1a_Heat-production,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
dnk,1A2g_Ind-Comb-other,heavy_oil,fraction,0.033,0.0313,0.0313,0.0313,0.0313,
dnk,1A3di_International-shipping,heavy_oil,fraction,0.033,0.028,0.025,0.02,0.02,
dnk,1A3eii_Other-transp,heavy_oil,fraction,0.033,0.028,0.025,0.02,0.02,
esp,1A1a_Electricity-autoproducer,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
esp,1A1a_Electricity-public,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
esp,1A1a_Heat-production,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
esp,1A2g_Ind-Comb-other,heavy_oil,fraction,0.033,0.028,0.026,0.026,0.026,
esp,1A3di_International-shipping,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
esp,1A3eii_Other-transp,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
est,1A1a_Electricity-autoproducer,heavy_oil,fraction,0.033,0.028,0.025,0.022,0.022,
est,1A1a_Electricity-public,heavy_oil,fraction,0.033,0.028,0.025,0.022,0.022,
est,1A1a_Heat-production,heavy_oil,fraction,0.033,0.028,0.025,0.022,0.022,
est,1A2g_Ind-Comb-other,heavy_oil,fraction,0.033,0.028,0.025,0.022,0.022,
est,1A3di_International-shipping,heavy_oil,fraction,0.033,0.028,0.025,0.015,0.015,
est,1A3eii_Other-transp,heavy_oil,fraction,0.033,0.028,0.025,0.015,0.015,
fin,1A1a_Electricity-autoproducer,heavy_oil,fraction,0.033,0.028,0.025,0.022689479,0.022689479,
fin,1A1a_Electricity-public,heavy_oil,fraction,0.033,0.028,0.025,0.022689479,0.022689479,
fin,1A1a_Heat-production,heavy_oil,fraction,0.033,0.028,0.025,0.022689479,0.022689479,
fin,1A2g_Ind-Comb-other,heavy_oil,fraction,0.033,0.028,0.025,0.022689479,0.022689479,
fin,1A3di_International-shipping,heavy_oil,fraction,0.033,0.03,0.03,0.03,0.03,
fin,1A3eii_Other-transp,heavy_oil,fraction,0.033,0.03,0.03,0.03,0.03,
fra,1A1a_Electricity-autoproducer,heavy_oil,fraction,0.033,0.028,0.0279,0.0279,0.0279,
fra,1A1a_Electricity-public,heavy_oil,fraction,0.033,0.028,0.0279,0.0279,0.0279,
fra,1A1a_Heat-production,heavy_oil,fraction,0.033,0.028,0.0279,0.0279,0.0279,
fra,1A2g_Ind-Comb-other,heavy_oil,fraction,0.033,0.028,0.0277,0.0277,0.0277,
fra,1A3di_International-shipping,heavy_oil,fraction,0.033,0.0321,0.0321,0.0321,0.0321,
fra,1A3eii_Other-transp,heavy_oil,fraction,0.034,0.034,0.034,0.034,0.034,
gbr,1A1a_Electricity-autoproducer,heavy_oil,fraction,0.04,0.04,0.04,0.026723335,0.026723335,Keep constant from 1960 - 1980 so won't increase before 1980
gbr,1A1a_Electricity-public,heavy_oil,fraction,0.04,0.04,0.04,0.026723335,0.026723335,Keep constant from 1960 - 1980 so won't increase before 1980
gbr,1A1a_Heat-production,heavy_oil,fraction,0.04,0.04,0.04,0.026723335,0.026723335,Keep constant from 1960 - 1980 so won't increase before 1980
gbr,1A2g_Ind-Comb-other,heavy_oil,fraction,0.025,0.025,0.025,0.0216,0.0216,Keep constant from 1960 - 1980 so won't increase before 1980
gbr,1A3di_International-shipping,heavy_oil,fraction,0.033,0.0282,0.0282,0.0282,0.0282,
gbr,1A3eii_Other-transp,heavy_oil,fraction,0.033,0.028,0.025,0.0216,0.0216,
grc,1A1a_Electricity-autoproducer,heavy_oil,fraction,0.033,0.03,0.03,0.03,0.03,
grc,1A1a_Electricity-public,heavy_oil,fraction,0.033,0.03,0.03,0.03,0.03,
grc,1A1a_Heat-production,heavy_oil,fraction,0.033,0.03,0.03,0.03,0.03,
grc,1A2g_Ind-Comb-other,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
grc,1A3b_Road,heavy_oil,fraction,0.033,0.03,0.03,0.03,0.03,
grc,1A3di_International-shipping,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
grc,1A3eii_Other-transp,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
hrv,1A1a_Electricity-autoproducer,heavy_oil,fraction,0.033,0.033,0.033,0.033,0.033,
hrv,1A1a_Electricity-public,heavy_oil,fraction,0.033,0.033,0.033,0.033,0.033,
hrv,1A1a_Heat-production,heavy_oil,fraction,0.033,0.033,0.033,0.033,0.033,
hrv,1A2g_Ind-Comb-other,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
hrv,1A3di_International-shipping,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
hrv,1A3eii_Other-transp,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
hun,1A1a_Electricity-autoproducer,heavy_oil,fraction,0.033,0.028,0.025,0.017,0.017,
hun,1A1a_Electricity-public,heavy_oil,fraction,0.033,0.028,0.025,0.017,0.017,
hun,1A1a_Heat-production,heavy_oil,fraction,0.033,0.028,0.025,0.017,0.017,
hun,1A2g_Ind-Comb-other,heavy_oil,fraction,0.033,0.028,0.025,0.0172,0.0172,
hun,1A3di_International-shipping,heavy_oil,fraction,0.033,0.028,0.026,0.026,0.026,
hun,1A3eii_Other-transp,heavy_oil,fraction,0.033,0.028,0.026,0.026,0.026,
irl,1A1a_Electricity-autoproducer,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
irl,1A1a_Electricity-public,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
irl,1A1a_Heat-production,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
irl,1A2g_Ind-Comb-other,heavy_oil,fraction,0.033,0.028,0.028,0.028,0.028,
irl,1A3di_International-shipping,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
irl,1A3eii_Other-transp,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
ita,1A1a_Electricity-autoproducer,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.005,Better match scaling result
ita,1A1a_Electricity-public,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.005,
ita,1A1a_Heat-production,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.005,
ita,1A2g_Ind-Comb-other,heavy_oil,fraction,0.033,0.028,0.025,0.004,0.004,
ita,1A3di_International-shipping,heavy_oil,fraction,0.033,0.032,0.032,0.032,0.032,
ita,1A3eii_Other-transp,heavy_oil,fraction,0.033,0.032,0.032,0.032,0.032,
ltu,1A1a_Electricity-autoproducer,heavy_oil,fraction,0.033,0.028,0.025,0.022,0.022,
ltu,1A1a_Electricity-public,heavy_oil,fraction,0.033,0.028,0.025,0.022,0.022,
ltu,1A1a_Heat-production,heavy_oil,fraction,0.033,0.028,0.025,0.022,0.022,
ltu,1A2g_Ind-Comb-other,heavy_oil,fraction,0.033,0.028,0.025,0.0234,0.0234,
ltu,1A3di_International-shipping,heavy_oil,fraction,0.033,0.028,0.025,0.015,0.015,
ltu,1A3eii_Other-transp,heavy_oil,fraction,0.033,0.028,0.025,0.015,0.015,
lux,1A1a_Electricity-autoproducer,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
lux,1A1a_Electricity-public,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
lux,1A1a_Heat-production,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
lux,1A2g_Ind-Comb-other,heavy_oil,fraction,0.033,0.028,0.0261,0.0261,0.0261,
lux,1A3di_International-shipping,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
lux,1A3eii_Other-transp,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
lva,1A1a_Electricity-autoproducer,heavy_oil,fraction,0.033,0.028,0.025,0.023,0.023,
lva,1A1a_Electricity-public,heavy_oil,fraction,0.033,0.028,0.025,0.023,0.023,
lva,1A1a_Heat-production,heavy_oil,fraction,0.033,0.028,0.025,0.023,0.023,
lva,1A2g_Ind-Comb-other,heavy_oil,fraction,0.033,0.028,0.025,0.023,0.023,
lva,1A3di_International-shipping,heavy_oil,fraction,0.033,0.028,0.025,0.015,0.015,
lva,1A3eii_Other-transp,heavy_oil,fraction,0.033,0.028,0.025,0.023,0.023,
mlt,1A1a_Electricity-autoproducer,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
mlt,1A1a_Electricity-public,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
mlt,1A1a_Heat-production,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
mlt,1A2g_Ind-Comb-other,heavy_oil,fraction,0.033,0.028,0.025,0.02,0.02,
mlt,1A3di_International-shipping,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
mlt,1A3eii_Other-transp,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
nld,1A1a_Electricity-autoproducer,heavy_oil,fraction,0.033,0.028,0.025,0.017,0.017,
nld,1A1a_Electricity-public,heavy_oil,fraction,0.033,0.028,0.025,0.017,0.017,
nld,1A1a_Heat-production,heavy_oil,fraction,0.033,0.028,0.025,0.017,0.017,
nld,1A2g_Ind-Comb-other,heavy_oil,fraction,0.033,0.028,0.025,0.0159,0.0159,
nld,1A3di_International-shipping,heavy_oil,fraction,0.033,0.028,0.026,0.026,0.026,
nld,1A3eii_Other-transp,heavy_oil,fraction,0.033,0.028,0.027,0.027,0.027,
pol,1A1a_Electricity-autoproducer,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
pol,1A1a_Electricity-public,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
pol,1A1a_Heat-production,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
pol,1A2g_Ind-Comb-other,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
pol,1A3di_International-shipping,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
pol,1A3eii_Other-transp,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
prt,1A1a_Electricity-autoproducer,heavy_oil,fraction,0.033,0.028,0.025,0.024850987,0.024850987,
prt,1A1a_Electricity-public,heavy_oil,fraction,0.033,0.028,0.025,0.024850987,0.024850987,
prt,1A1a_Heat-production,heavy_oil,fraction,0.033,0.028,0.025,0.024850987,0.024850987,
prt,1A2g_Ind-Comb-other,heavy_oil,fraction,0.033,0.028,0.025,0.0226,0.0226,
prt,1A3di_International-shipping,heavy_oil,fraction,0.033,0.028,0.025,0.0226,0.0226,
prt,1A3eii_Other-transp,heavy_oil,fraction,0.033,0.028,0.025,0.0226,0.0226,
rou,1A1a_Electricity-autoproducer,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
rou,1A1a_Electricity-public,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
rou,1A1a_Heat-production,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
rou,1A2g_Ind-Comb-other,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
rou,1A3di_International-shipping,heavy_oil,fraction,0.033,0.028,0.025,0.015,0.015,
rou,1A3eii_Other-transp,heavy_oil,fraction,0.033,0.028,0.025,0.015,0.015,
svk,1A1a_Electricity-autoproducer,heavy_oil,fraction,0.033,0.028,0.026,0.026,0.026,
svk,1A1a_Electricity-public,heavy_oil,fraction,0.033,0.028,0.026,0.026,0.026,
svk,1A1a_Heat-production,heavy_oil,fraction,0.033,0.028,0.026,0.026,0.026,
svk,1A2g_Ind-Comb-other,heavy_oil,fraction,0.033,0.028,0.025,0.0224,0.0224,
svk,1A3di_International-shipping,heavy_oil,fraction,0.033,0.028,0.026,0.026,0.026,
svk,1A3eii_Other-transp,heavy_oil,fraction,0.033,0.028,0.026,0.026,0.026,
svn,1A1a_Electricity-autoproducer,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
svn,1A1a_Electricity-public,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
svn,1A1a_Heat-production,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
svn,1A2g_Ind-Comb-other,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
svn,1A3di_International-shipping,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
svn,1A3eii_Other-transp,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
swe,1A1a_Electricity-autoproducer,heavy_oil,fraction,0.033,0.028,0.025,0.016,0.016,
swe,1A1a_Electricity-public,heavy_oil,fraction,0.033,0.028,0.025,0.016,0.016,
swe,1A1a_Heat-production,heavy_oil,fraction,0.033,0.028,0.025,0.016,0.016,
swe,1A2g_Ind-Comb-other,heavy_oil,fraction,0.033,0.028,0.025,0.0194,0.0194,
swe,1A3di_International-shipping,heavy_oil,fraction,0.033,0.028,0.025,0.012,0.012,
swe,1A3eii_Other-transp,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
aut,1A2a_Ind-Comb-Iron-steel,heavy_oil,fraction,0.033,0.028,0.025,0.011,0.011,
bel,1A2a_Ind-Comb-Iron-steel,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
bgr,1A2a_Ind-Comb-Iron-steel,heavy_oil,fraction,0.033,0.028,0.026,0.026,0.026,
cyp,1A2a_Ind-Comb-Iron-steel,heavy_oil,fraction,0.033,0.028,0.025,0.02,0.02,
cze,1A2a_Ind-Comb-Iron-steel,heavy_oil,fraction,0.033,0.028,0.025,0.0224,0.0224,
deu,1A2a_Ind-Comb-Iron-steel,heavy_oil,fraction,0.033,0.028,0.025,0.016,0.016,
dnk,1A2a_Ind-Comb-Iron-steel,heavy_oil,fraction,0.033,0.0313,0.0313,0.0313,0.0313,
esp,1A2a_Ind-Comb-Iron-steel,heavy_oil,fraction,0.033,0.028,0.026,0.026,0.026,
est,1A2a_Ind-Comb-Iron-steel,heavy_oil,fraction,0.033,0.028,0.025,0.022,0.022,
fin,1A2a_Ind-Comb-Iron-steel,heavy_oil,fraction,0.033,0.028,0.025,0.022689479,0.022689479,
fra,1A2a_Ind-Comb-Iron-steel,heavy_oil,fraction,0.033,0.028,0.0277,0.0277,0.0277,
gbr,1A2a_Ind-Comb-Iron-steel,heavy_oil,fraction,0.025,0.025,0.025,0.0216,0.0216,
grc,1A2a_Ind-Comb-Iron-steel,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
hrv,1A2a_Ind-Comb-Iron-steel,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
hun,1A2a_Ind-Comb-Iron-steel,heavy_oil,fraction,0.033,0.028,0.025,0.0172,0.0172,
irl,1A2a_Ind-Comb-Iron-steel,heavy_oil,fraction,0.033,0.028,0.028,0.028,0.028,
ita,1A2a_Ind-Comb-Iron-steel,heavy_oil,fraction,0.033,0.028,0.025,0.004,0.004,
ltu,1A2a_Ind-Comb-Iron-steel,heavy_oil,fraction,0.033,0.028,0.025,0.0234,0.0234,
lux,1A2a_Ind-Comb-Iron-steel,heavy_oil,fraction,0.033,0.028,0.0261,0.0261,0.0261,
lva,1A2a_Ind-Comb-Iron-steel,heavy_oil,fraction,0.033,0.028,0.025,0.023,0.023,
mlt,1A2a_Ind-Comb-Iron-steel,heavy_oil,fraction,0.033,0.028,0.025,0.02,0.02,
nld,1A2a_Ind-Comb-Iron-steel,heavy_oil,fraction,0.033,0.028,0.025,0.0159,0.0159,
pol,1A2a_Ind-Comb-Iron-steel,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
prt,1A2a_Ind-Comb-Iron-steel,heavy_oil,fraction,0.033,0.028,0.025,0.0226,0.0226,
rou,1A2a_Ind-Comb-Iron-steel,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
svk,1A2a_Ind-Comb-Iron-steel,heavy_oil,fraction,0.033,0.028,0.025,0.0224,0.0224,
svn,1A2a_Ind-Comb-Iron-steel,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
swe,1A2a_Ind-Comb-Iron-steel,heavy_oil,fraction,0.033,0.028,0.025,0.0194,0.0194,
aut,1A2b_Ind-Comb-Non-ferrous-metals,heavy_oil,fraction,0.033,0.028,0.025,0.011,0.011,
bel,1A2b_Ind-Comb-Non-ferrous-metals,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
bgr,1A2b_Ind-Comb-Non-ferrous-metals,heavy_oil,fraction,0.033,0.028,0.026,0.026,0.026,
cyp,1A2b_Ind-Comb-Non-ferrous-metals,heavy_oil,fraction,0.033,0.028,0.025,0.02,0.02,
cze,1A2b_Ind-Comb-Non-ferrous-metals,heavy_oil,fraction,0.033,0.028,0.025,0.0224,0.0224,
deu,1A2b_Ind-Comb-Non-ferrous-metals,heavy_oil,fraction,0.033,0.028,0.025,0.016,0.016,
dnk,1A2b_Ind-Comb-Non-ferrous-metals,heavy_oil,fraction,0.033,0.0313,0.0313,0.0313,0.0313,
esp,1A2b_Ind-Comb-Non-ferrous-metals,heavy_oil,fraction,0.033,0.028,0.026,0.026,0.026,
est,1A2b_Ind-Comb-Non-ferrous-metals,heavy_oil,fraction,0.033,0.028,0.025,0.022,0.022,
fin,1A2b_Ind-Comb-Non-ferrous-metals,heavy_oil,fraction,0.033,0.028,0.025,0.022689479,0.022689479,
fra,1A2b_Ind-Comb-Non-ferrous-metals,heavy_oil,fraction,0.033,0.028,0.0277,0.0277,0.0277,
gbr,1A2b_Ind-Comb-Non-ferrous-metals,heavy_oil,fraction,0.025,0.025,0.025,0.0216,0.0216,
grc,1A2b_Ind-Comb-Non-ferrous-metals,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
hrv,1A2b_Ind-Comb-Non-ferrous-metals,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
hun,1A2b_Ind-Comb-Non-ferrous-metals,heavy_oil,fraction,0.033,0.028,0.025,0.0172,0.0172,
irl,1A2b_Ind-Comb-Non-ferrous-metals,heavy_oil,fraction,0.033,0.028,0.028,0.028,0.028,
ita,1A2b_Ind-Comb-Non-ferrous-metals,heavy_oil,fraction,0.033,0.028,0.025,0.004,0.004,
ltu,1A2b_Ind-Comb-Non-ferrous-metals,heavy_oil,fraction,0.033,0.028,0.025,0.0234,0.0234,
lux,1A2b_Ind-Comb-Non-ferrous-metals,heavy_oil,fraction,0.033,0.028,0.0261,0.0261,0.0261,
lva,1A2b_Ind-Comb-Non-ferrous-metals,heavy_oil,fraction,0.033,0.028,0.025,0.023,0.023,
mlt,1A2b_Ind-Comb-Non-ferrous-metals,heavy_oil,fraction,0.033,0.028,0.025,0.02,0.02,
nld,1A2b_Ind-Comb-Non-ferrous-metals,heavy_oil,fraction,0.033,0.028,0.025,0.0159,0.0159,
pol,1A2b_Ind-Comb-Non-ferrous-metals,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
prt,1A2b_Ind-Comb-Non-ferrous-metals,heavy_oil,fraction,0.033,0.028,0.025,0.0226,0.0226,
rou,1A2b_Ind-Comb-Non-ferrous-metals,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
svk,1A2b_Ind-Comb-Non-ferrous-metals,heavy_oil,fraction,0.033,0.028,0.025,0.0224,0.0224,
svn,1A2b_Ind-Comb-Non-ferrous-metals,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
swe,1A2b_Ind-Comb-Non-ferrous-metals,heavy_oil,fraction,0.033,0.028,0.025,0.0194,0.0194,
aut,1A2c_Ind-Comb-Chemicals,heavy_oil,fraction,0.033,0.028,0.025,0.011,0.011,
bel,1A2c_Ind-Comb-Chemicals,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
bgr,1A2c_Ind-Comb-Chemicals,heavy_oil,fraction,0.033,0.028,0.026,0.026,0.026,
cyp,1A2c_Ind-Comb-Chemicals,heavy_oil,fraction,0.033,0.028,0.025,0.02,0.02,
cze,1A2c_Ind-Comb-Chemicals,heavy_oil,fraction,0.033,0.028,0.025,0.0224,0.0224,
deu,1A2c_Ind-Comb-Chemicals,heavy_oil,fraction,0.033,0.028,0.025,0.016,0.016,
dnk,1A2c_Ind-Comb-Chemicals,heavy_oil,fraction,0.033,0.0313,0.0313,0.0313,0.0313,
esp,1A2c_Ind-Comb-Chemicals,heavy_oil,fraction,0.033,0.028,0.026,0.026,0.026,
est,1A2c_Ind-Comb-Chemicals,heavy_oil,fraction,0.033,0.028,0.025,0.022,0.022,
fin,1A2c_Ind-Comb-Chemicals,heavy_oil,fraction,0.033,0.028,0.025,0.022689479,0.022689479,
fra,1A2c_Ind-Comb-Chemicals,heavy_oil,fraction,0.033,0.028,0.0277,0.0277,0.0277,
gbr,1A2c_Ind-Comb-Chemicals,heavy_oil,fraction,0.025,0.025,0.025,0.0216,0.0216,
grc,1A2c_Ind-Comb-Chemicals,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
hrv,1A2c_Ind-Comb-Chemicals,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
hun,1A2c_Ind-Comb-Chemicals,heavy_oil,fraction,0.033,0.028,0.025,0.0172,0.0172,
irl,1A2c_Ind-Comb-Chemicals,heavy_oil,fraction,0.033,0.028,0.028,0.028,0.028,
ita,1A2c_Ind-Comb-Chemicals,heavy_oil,fraction,0.033,0.028,0.025,0.004,0.004,
ltu,1A2c_Ind-Comb-Chemicals,heavy_oil,fraction,0.033,0.028,0.025,0.0234,0.0234,
lux,1A2c_Ind-Comb-Chemicals,heavy_oil,fraction,0.033,0.028,0.0261,0.0261,0.0261,
lva,1A2c_Ind-Comb-Chemicals,heavy_oil,fraction,0.033,0.028,0.025,0.023,0.023,
mlt,1A2c_Ind-Comb-Chemicals,heavy_oil,fraction,0.033,0.028,0.025,0.02,0.02,
nld,1A2c_Ind-Comb-Chemicals,heavy_oil,fraction,0.033,0.028,0.025,0.0159,0.0159,
pol,1A2c_Ind-Comb-Chemicals,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
prt,1A2c_Ind-Comb-Chemicals,heavy_oil,fraction,0.033,0.028,0.025,0.0226,0.0226,
rou,1A2c_Ind-Comb-Chemicals,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
svk,1A2c_Ind-Comb-Chemicals,heavy_oil,fraction,0.033,0.028,0.025,0.0224,0.0224,
svn,1A2c_Ind-Comb-Chemicals,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
swe,1A2c_Ind-Comb-Chemicals,heavy_oil,fraction,0.033,0.028,0.025,0.0194,0.0194,
aut,1A2d_Ind-Comb-Pulp-paper,heavy_oil,fraction,0.033,0.028,0.025,0.011,0.011,
bel,1A2d_Ind-Comb-Pulp-paper,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
bgr,1A2d_Ind-Comb-Pulp-paper,heavy_oil,fraction,0.033,0.028,0.026,0.026,0.026,
cyp,1A2d_Ind-Comb-Pulp-paper,heavy_oil,fraction,0.033,0.028,0.025,0.02,0.02,
cze,1A2d_Ind-Comb-Pulp-paper,heavy_oil,fraction,0.033,0.028,0.025,0.0224,0.0224,
deu,1A2d_Ind-Comb-Pulp-paper,heavy_oil,fraction,0.033,0.028,0.025,0.016,0.016,
dnk,1A2d_Ind-Comb-Pulp-paper,heavy_oil,fraction,0.033,0.0313,0.0313,0.0313,0.0313,
esp,1A2d_Ind-Comb-Pulp-paper,heavy_oil,fraction,0.033,0.028,0.026,0.026,0.026,
est,1A2d_Ind-Comb-Pulp-paper,heavy_oil,fraction,0.033,0.028,0.025,0.022,0.022,
fin,1A2d_Ind-Comb-Pulp-paper,heavy_oil,fraction,0.033,0.028,0.025,0.022689479,0.022689479,
fra,1A2d_Ind-Comb-Pulp-paper,heavy_oil,fraction,0.033,0.028,0.0277,0.0277,0.0277,
gbr,1A2d_Ind-Comb-Pulp-paper,heavy_oil,fraction,0.025,0.025,0.025,0.0216,0.0216,
grc,1A2d_Ind-Comb-Pulp-paper,heavy_oil,fraction,0.035,0.035,0.035,0.035,0.035,
hrv,1A2d_Ind-Comb-Pulp-paper,heavy_oil,fraction,0.033,0.028,0.025,0.025,0.025,
