iso,sector,fuel,units,1960,1970,1980,1990,2005,Notes
ita,1A3c_Rail,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
ltu,1A3c_Rail,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
lux,1A3c_Rail,heavy_oil,fraction,0.033,0.028,0.0261,0.01,0.01,
lva,1A3c_Rail,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
mlt,1A3c_Rail,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
nld,1A3c_Rail,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
pol,1A3c_Rail,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
prt,1A3c_Rail,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
rou,1A3c_Rail,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
svk,1A3c_Rail,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
svn,1A3c_Rail,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
swe,1A3c_Rail,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
aut,1A3dii_Domestic-navigation,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
bel,1A3dii_Domestic-navigation,heavy_oil,fraction,0.035,0.035,0.035,0.01,0.01,
bgr,1A3dii_Domestic-navigation,heavy_oil,fraction,0.033,0.028,0.026,0.01,0.01,
cyp,1A3dii_Domestic-navigation,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
cze,1A3dii_Domestic-navigation,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
deu,1A3dii_Domestic-navigation,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
dnk,1A3dii_Domestic-navigation,heavy_oil,fraction,0.033,0.0313,0.0313,0.01,0.01,
esp,1A3dii_Domestic-navigation,heavy_oil,fraction,0.033,0.028,0.026,0.01,0.01,
est,1A3dii_Domestic-navigation,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
fin,1A3dii_Domestic-navigation,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
fra,1A3dii_Domestic-navigation,heavy_oil,fraction,0.033,0.028,0.0277,0.01,0.01,
gbr,1A3dii_Domestic-navigation,heavy_oil,fraction,0.025,0.025,0.025,0.01,0.01,
grc,1A3dii_Domestic-navigation,heavy_oil,fraction,0.035,0.035,0.035,0.01,0.01,
hrv,1A3dii_Domestic-navigation,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
hun,1A3dii_Domestic-navigation,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
irl,1A3dii_Domestic-navigation,heavy_oil,fraction,0.033,0.028,0.028,0.01,0.01,
ita,1A3dii_Domestic-navigation,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
ltu,1A3dii_Domestic-navigation,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
lux,1A3dii_Domestic-navigation,heavy_oil,fraction,0.033,0.028,0.0261,0.01,0.01,
lva,1A3dii_Domestic-navigation,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
mlt,1A3dii_Domestic-navigation,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
nld,1A3dii_Domestic-navigation,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
pol,1A3dii_Domestic-navigation,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
prt,1A3dii_Domestic-navigation,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
rou,1A3dii_Domestic-navigation,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
svk,1A3dii_Domestic-navigation,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
svn,1A3dii_Domestic-navigation,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
swe,1A3dii_Domestic-navigation,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
aut,1A4a_Commercial-institutional,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
bel,1A4a_Commercial-institutional,heavy_oil,fraction,0.035,0.035,0.035,0.01,0.01,
bgr,1A4a_Commercial-institutional,heavy_oil,fraction,0.033,0.028,0.026,0.01,0.01,
cyp,1A4a_Commercial-institutional,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
cze,1A4a_Commercial-institutional,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
deu,1A4a_Commercial-institutional,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
dnk,1A4a_Commercial-institutional,heavy_oil,fraction,0.033,0.0313,0.0313,0.01,0.01,
esp,1A4a_Commercial-institutional,heavy_oil,fraction,0.033,0.028,0.026,0.01,0.01,
est,1A4a_Commercial-institutional,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
fin,1A4a_Commercial-institutional,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
fra,1A4a_Commercial-institutional,heavy_oil,fraction,0.033,0.028,0.0277,0.01,0.01,
gbr,1A4a_Commercial-institutional,heavy_oil,fraction,0.025,0.025,0.025,0.01,0.01,
grc,1A4a_Commercial-institutional,heavy_oil,fraction,0.035,0.035,0.035,0.01,0.01,
hrv,1A4a_Commercial-institutional,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
hun,1A4a_Commercial-institutional,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
irl,1A4a_Commercial-institutional,heavy_oil,fraction,0.033,0.028,0.028,0.01,0.01,
ita,1A4a_Commercial-institutional,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
ltu,1A4a_Commercial-institutional,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
lux,1A4a_Commercial-institutional,heavy_oil,fraction,0.033,0.028,0.0261,0.01,0.01,
lva,1A4a_Commercial-institutional,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
mlt,1A4a_Commercial-institutional,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
nld,1A4a_Commercial-institutional,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
pol,1A4a_Commercial-institutional,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
prt,1A4a_Commercial-institutional,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
rou,1A4a_Commercial-institutional,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
svk,1A4a_Commercial-institutional,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
svn,1A4a_Commercial-institutional,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
swe,1A4a_Commercial-institutional,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
aut,1A4b_Residential,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
bel,1A4b_Residential,heavy_oil,fraction,0.035,0.035,0.035,0.01,0.01,
bgr,1A4b_Residential,heavy_oil,fraction,0.033,0.028,0.026,0.01,0.01,
cyp,1A4b_Residential,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
cze,1A4b_Residential,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
deu,1A4b_Residential,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
dnk,1A4b_Residential,heavy_oil,fraction,0.033,0.0313,0.0313,0.01,0.01,
esp,1A4b_Residential,heavy_oil,fraction,0.033,0.028,0.026,0.01,0.01,
est,1A4b_Residential,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
fin,1A4b_Residential,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
fra,1A4b_Residential,heavy_oil,fraction,0.033,0.028,0.0277,0.01,0.01,
gbr,1A4b_Residential,heavy_oil,fraction,0.025,0.025,0.025,0.01,0.01,
grc,1A4b_Residential,heavy_oil,fraction,0.035,0.035,0.035,0.01,0.01,
hrv,1A4b_Residential,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
hun,1A4b_Residential,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
irl,1A4b_Residential,heavy_oil,fraction,0.033,0.028,0.028,0.01,0.01,
ita,1A4b_Residential,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
ltu,1A4b_Residential,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
lux,1A4b_Residential,heavy_oil,fraction,0.033,0.028,0.0261,0.01,0.01,
lva,1A4b_Residential,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
mlt,1A4b_Residential,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
nld,1A4b_Residential,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
pol,1A4b_Residential,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
prt,1A4b_Residential,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
rou,1A4b_Residential,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
svk,1A4b_Residential,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
svn,1A4b_Residential,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
swe,1A4b_Residential,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
aut,1A4c_Agriculture-forestry-fishing,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
bel,1A4c_Agriculture-forestry-fishing,heavy_oil,fraction,0.035,0.035,0.035,0.01,0.01,
bgr,1A4c_Agriculture-forestry-fishing,heavy_oil,fraction,0.033,0.028,0.026,0.01,0.01,
cyp,1A4c_Agriculture-forestry-fishing,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
cze,1A4c_Agriculture-forestry-fishing,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
deu,1A4c_Agriculture-forestry-fishing,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
dnk,1A4c_Agriculture-forestry-fishing,heavy_oil,fraction,0.033,0.0313,0.0313,0.01,0.01,
esp,1A4c_Agriculture-forestry-fishing,heavy_oil,fraction,0.033,0.028,0.026,0.01,0.01,
est,1A4c_Agriculture-forestry-fishing,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
fin,1A4c_Agriculture-forestry-fishing,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
fra,1A4c_Agriculture-forestry-fishing,heavy_oil,fraction,0.033,0.028,0.0277,0.01,0.01,
gbr,1A4c_Agriculture-forestry-fishing,heavy_oil,fraction,0.025,0.025,0.025,0.01,0.01,
grc,1A4c_Agriculture-forestry-fishing,heavy_oil,fraction,0.035,0.035,0.035,0.01,0.01,
hrv,1A4c_Agriculture-forestry-fishing,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
hun,1A4c_Agriculture-forestry-fishing,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
irl,1A4c_Agriculture-forestry-fishing,heavy_oil,fraction,0.033,0.028,0.028,0.01,0.01,
ita,1A4c_Agriculture-forestry-fishing,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
ltu,1A4c_Agriculture-forestry-fishing,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
lux,1A4c_Agriculture-forestry-fishing,heavy_oil,fraction,0.033,0.028,0.0261,0.01,0.01,
lva,1A4c_Agriculture-forestry-fishing,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
mlt,1A4c_Agriculture-forestry-fishing,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
nld,1A4c_Agriculture-forestry-fishing,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
pol,1A4c_Agriculture-forestry-fishing,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
prt,1A4c_Agriculture-forestry-fishing,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
rou,1A4c_Agriculture-forestry-fishing,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
svk,1A4c_Agriculture-forestry-fishing,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
svn,1A4c_Agriculture-forestry-fishing,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
swe,1A4c_Agriculture-forestry-fishing,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
aut,1A5_Other-unspecified,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
bel,1A5_Other-unspecified,heavy_oil,fraction,0.035,0.035,0.035,0.01,0.01,
bgr,1A5_Other-unspecified,heavy_oil,fraction,0.033,0.028,0.026,0.01,0.01,
cyp,1A5_Other-unspecified,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
cze,1A5_Other-unspecified,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
deu,1A5_Other-unspecified,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
dnk,1A5_Other-unspecified,heavy_oil,fraction,0.033,0.0313,0.0313,0.01,0.01,
esp,1A5_Other-unspecified,heavy_oil,fraction,0.033,0.028,0.026,0.01,0.01,
est,1A5_Other-unspecified,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
fin,1A5_Other-unspecified,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
fra,1A5_Other-unspecified,heavy_oil,fraction,0.033,0.028,0.0277,0.01,0.01,
gbr,1A5_Other-unspecified,heavy_oil,fraction,0.025,0.025,0.025,0.01,0.01,
grc,1A5_Other-unspecified,heavy_oil,fraction,0.035,0.035,0.035,0.01,0.01,
hrv,1A5_Other-unspecified,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
hun,1A5_Other-unspecified,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
irl,1A5_Other-unspecified,heavy_oil,fraction,0.033,0.028,0.028,0.01,0.01,
ita,1A5_Other-unspecified,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
ltu,1A5_Other-unspecified,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
lux,1A5_Other-unspecified,heavy_oil,fraction,0.033,0.028,0.0261,0.01,0.01,
lva,1A5_Other-unspecified,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
mlt,1A5_Other-unspecified,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
nld,1A5_Other-unspecified,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
pol,1A5_Other-unspecified,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
prt,1A5_Other-unspecified,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
rou,1A5_Other-unspecified,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
svk,1A5_Other-unspecified,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
svn,1A5_Other-unspecified,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
swe,1A5_Other-unspecified,heavy_oil,fraction,0.033,0.028,0.025,0.01,0.01,
