aggregate_sector,sector,fuel,AshRet
TRN_Other,transp_domestic_ship,biomass,0
TRN_Other,transp_domestic_ship,brown_coal,0.25
TRN_Other,transp_domestic_ship,coal_coke,0
TRN_Other,transp_domestic_ship,diesel_oil,0
TRN_Other,transp_domestic_ship,hard_coal,0.05
TRN_Other,transp_domestic_ship,heavy_oil,0
TRN_Other,transp_domestic_ship,light_oil,0
TRN_Other,transp_domestic_ship,natural_gas,0
TRN_Other,transp_international_air,biomass,0
TRN_Other,transp_international_air,brown_coal,0.25
TRN_Other,transp_international_air,coal_coke,0
TRN_Other,transp_international_air,diesel_oil,0
TRN_Other,transp_international_air,hard_coal,0.05
TRN_Other,transp_international_air,heavy_oil,0
TRN_Other,transp_international_air,light_oil,0
TRN_Other,transp_international_air,natural_gas,0
TRN_Other,transp_international_ship,biomass,0
TRN_Other,transp_international_ship,brown_coal,0.25
TRN_Other,transp_international_ship,coal_coke,0
TRN_Other,transp_international_ship,diesel_oil,0
TRN_Other,transp_international_ship,hard_coal,0.05
TRN_Other,transp_international_ship,heavy_oil,0
TRN_Other,transp_international_ship,light_oil,0
TRN_Other,transp_international_ship,natural_gas,0
TRN_Other,transp_rail,biomass,0
TRN_Other,transp_rail,brown_coal,0.25
TRN_Other,transp_rail,coal_coke,0
TRN_Other,transp_rail,diesel_oil,0
TRN_Other,transp_rail,hard_coal,0.05
TRN_Other,transp_rail,heavy_oil,0
TRN_Other,transp_rail,light_oil,0
TRN_Other,transp_rail,natural_gas,0
TRN_Other,transp_unspecified,biomass,0
TRN_Other,transp_unspecified,brown_coal,0.25
TRN_Other,transp_unspecified,coal_coke,0
TRN_Other,transp_unspecified,diesel_oil,0
TRN_Other,transp_unspecified,hard_coal,0.05
TRN_Other,transp_unspecified,heavy_oil,0
TRN_Other,transp_unspecified,light_oil,0
TRN_Other,transp_unspecified,natural_gas,0
TRN_Road,transp_road,biomass,0
TRN_Road,transp_road,brown_coal,0.25
TRN_Road,transp_road,coal_coke,0
TRN_Road,transp_road,diesel_oil,0
TRN_Road,transp_road,hard_coal,0.05
TRN_Road,transp_road,heavy_oil,0
TRN_Road,transp_road,light_oil,0
TRN_Road,transp_road,natural_gas,0
