iso,sector,fuel,units,X1850,X1851,X1852,X1853,X1854,X1855,X1856,X1857,X1858,X1859,X1860,X1861,X1862,X1863,X1864,X1865,X1866,X1867,X1868,X1869,X1870,X1871,X1872,X1873,X1874,X1875,X1876,X1877,X1878,X1879,X1880,X1881,X1882,X1883,X1884,X1885,X1886,X1887,X1888,X1889,X1890,X1891,X1892,X1893,X1894,X1895,X1896,X1897,X1898,X1899,X1900,X1901,X1902,X1903,X1904,X1905,X1906,X1907,X1908,X1909,X1910,X1911,X1912,X1913,X1914,X1915,X1916,X1917,X1918,X1919,X1920,X1921,X1922,X1923,X1924,X1925,X1926,X1927,X1928,X1929,X1930,X1931,X1932,X1933,X1934,X1935,X1936,X1937,X1938,X1939,X1940,X1941,X1942,X1943,X1944,X1945,X1946,X1947,X1948,X1949,X1950,X1951,X1952,X1953,X1954,X1955,X1956,X1957,X1958,X1959,X1960,X1961,X1962,X1963,X1964,X1965,X1966,X1967,X1968,X1969,X1970,X1971,X1972,X1973,X1974,X1975,X1976,X1977,X1978,X1979,X1980,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014
blr,2C_Metal-production,process,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bel,2C_Metal-production,process,kt,10.10079465,2.874403715,11.28451278,12.54352185,13.02758091,13.70083998,15.02694904,16.00050811,21.39551717,18.41677624,14.8638353,18.31074437,17.13105343,18.9246625,19.96092156,21.97948063,22.28698969,24.57999876,27.77390782,29.53616689,28.70627595,28.71348502,26.71099409,27.05205315,29.20701222,31.41587128,30.40668035,34.85403941,37.85049848,35.69125754,37.26816661,45.30607373,49.84961084,54.14344796,58.40707175,63.33223553,65.48902931,69.40303643,72.55067355,77.96194119,81.97261551,88.97338315,98.44251413,106.8523451,112.6475128,128.7152871,135.8062914,139.6071957,143.7315,145.4893,142.0496,152.2686,150.13064,159.60758,166.5455,171.9146,178.52406,188.0582,201.663,210.41196,226.7914,247.29628,262.7944,205.3340667,143.4649333,67.8942,35.4926,26.3307,23.7853,24.6345,103.2724,87.7391,120.3851714,153.0312429,185.6773143,218.3233857,250.9694571,277.6155286,320.4616,350.871,286.7972,273.453,256.575,305.562,390.35,448.929,405.997,526.7596,496.7835,423.015,179.45,95.309,87.553584,90.540168,34.990752,28.069536,102.92722,173.0553,212.9039,246.56214,236.04064,258.2349264,239.8957901,235.5297544,242.016933,236.0519169,251.3245297,245.1689452,214.7866002,208.9954787,216.7466431,206.6587918,167.1858377,159.0999533,152.8891593,160.0180708,148.3671045,136.6938912,133.8499021,125.8769587,104.7815719,85.1947428,92.82667519,90.80394985,82.60743095,60.99389091,60.75375908,50.74348048,44.12154412,41.59816129,37.98810192,36.06645576,35.29704316,35.88411387,34.82907582,31.82776384,28.57613125,27.61244125,25.98050065,25.07960318,28.7754996,31.09964,25.64564677,3.9982992,21.13823352,24.46538667,49.76984136,33.58309333,114.0432528,120.7222578,127.2255232,28.61392514,13.51271796,11.83150443,21.80058901,22.27162667,18.94718782,2.6543,2.629,0.493589744,18.22747349,19.76979817,11.46231425,11.55401277,11.55401277
ben,2C_Metal-production,process,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bol,2C_Metal-production,process,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088520292,0.177040584,0.265560875,0.354081167,0.442601459,0.531121751,0.619642043,0.708162334,0.796682626,0.885202918,0.97372321,1.062243501,1.150763793,1.239284085,1.327804377,1.416324669,1.50484496,1.593365252,1.681885544,1.770405836,2.277892669,2.785379501,3.292866334,3.800353167,4.30784,4.523232,4.738624,4.954016,5.169408,5.3848,5.57984,5.77488,5.96992,6.16496,6.36,9.2856,12.2112,15.1368,18.0624,20.988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.670985945,0.23708891,0.067585208,0.032170559,0.001081363,0.037307035,0.075695433,0.137333143,0.278991739,0.276138141,0.273284543,0.060826687,0.00648818,0.002433067,0.005406817,0.005947498,0.005947498,0.006217839,0,0,0,0,0,0,0,0,0,0.0596,0.0596,0.0596,0.0596,0.1192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089698,0.140954,0.124564,0.09238,0.080162,0.0894,0,0
bih,2C_Metal-production,process,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00132311,0.002646219,0.003969329,0.005292438,0.006615548,0.006174511,0.005733475,0.005292438,0.004851402,0.004410365,0.011907986,0.019405607,0.026903228,0.034400848,0.041898469,0.074535171,0.107171874,0.139808576,0.172445278,0.20508198,0.226251733,0.247421486,0.268591239,0.289760991,0.310930744,0.326367022,0.3418033,0.357239579,0.372675857,0.388112135,0.462647306,0.537182477,0.611717649,0.68625282,0.760787991,0.868400901,0.976013812,1.083626722,1.191239632,1.298852542,1.309437418,1.320022295,1.330607171,1.341192047,1.351776924,1.411316854,1.470856783,1.530396713,1.589936643,1.649476573,1.632276148,1.615075724,1.5978753,1.580674876,1.563474452,1.366219508,1.168964565,0.584482283,0.261068753,0.132482651,0.003896549,0.005844823,0.104284755,0.669586533,1.470570329,1.774547385,2.002123014,2.365353269,2.724671827,3.002521835,2.770909714,2.746690696,2.59841009,2.011321857,2.510733721,3.001074152,2.934484029,2.934484029,2.934484029
bwa,2C_Metal-production,process,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.259852832,12.88019843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.58148,44.4776,42.0184,46.90288,44.4352,44.47124,40.72308,45.7708,53.61904,44.9334,56.61248,51.4206,42.39152,49.06952,51.68984,48.23,34.132,37.365,38.16,38.16
bra,2C_Metal-production,process,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12516,0.119796,0,0.349256,1.2516,0.894,0.579881085,0.878607704,0.818051358,1.088932871,1.465423081,1.332050481,1.718002619,1.878490504,1.904348654,4.552523256,9.209872736,9.886992332,11.37094505,11.55375485,12.25983688,13.04148758,17.44461956,19.34216839,26.30245211,34.59035223,36.08361713,44.84111144,51.83437437,49.46268168,61.81815474,67.9295795,74.9963507,81.59701087,88.13493459,92.3729261,83.45940434,156.5777085,150.5826871,126.3283034,114.5634344,177.0836953,185.3930672,196.3851724,192.5619357,187.5981326,213.4748256,227.5370487,250.2315798,257.7110947,264.2147733,256.8449895,234.2038102,240.9729512,240.5712692,257.8912481,251.8747479,399.8090437,407.3343105,335.3304557,141.446657,115.2010349,98.49558563,126.4825553,175.1216475,171.9892812,126.5518829,130.899985,130.899985
brn,2C_Metal-production,process,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bgr,2C_Metal-production,process,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79622432,1.975846752,3.739145233,10.37321668,33.71842368,41.52909885,47.82042286,64.8115543,75.8406616,134.2572513,146.855549,174.9887493,181.4729391,207.8952581,234.3175771,240.8388465,243.7175253,260.9971206,267.0652757,275.5396503,285.4185211,313.8574586,324.6892986,294.3995942,315.42,328.5,296.8266923,269.155951,238.6820016,207.3209844,174.808779,144.9593096,144.4067613,108.7458162,56.40360469,29.41730511,1.92958783,1.24,1.02,0.91,1.09,1.55,1.7,1.59,1.73,1.49,1.24,2.3,1.2,1.14,1.44,1.21,1.16,1.21,1.13,0.5,0.03,0.03,0.03,0.03,0.03,0.03
khm,2C_Metal-production,process,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmr,2C_Metal-production,process,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055653322,0.111306643,0.166959965,0.222613287,0.278266609,0.287120546,0.295974484,0.304828421,0.313682359,0.322536296,0.466728993,0.610921691,0.755114388,0.899307085,1.043499782,1.178838542,1.314177301,1.449516061,1.58485482,1.72019358,1.923834143,2.127474707,2.33111527,2.534755834,2.738396397,2.734601853,2.730807308,2.727012763,2.723218219,2.719423674,2.90029697,3.081170265,3.262043561,3.442916856,3.623790152,3.234135297,3.195169811,3.195169811,3.46792821,3.078273355,3.195169811,3.195169811,3.195169811,3.506893695,3.740686608,3.156204326,2.610687529,3.008135481,3.347135205,3.52247989,3.428962724,3.389997239,3.545859181,2.844480442,2.961376898,2.6886185,2.6886185,2.6886185,2.6886185
can,2C_Metal-production,process,kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.607566667,1.036324074,2.072572737,2.887829807,3.227205929,3.481838933,4.029770103,4.577701273,6.829215546,8.542497321,13.7758011,11.45396993,14.61497613,16.45598916,14.9524317,14.41987073,15.95067385,20.94799352,18.74704523,32.53466773,54.38961223,70.33785193,93.41133755,116.3627657,157.4579897,163.962187,163.9102286,161.2021485,178.6242519,195.8101207,210.9568679,257.1174254,289.815378,307.3563241,372.8282295,391.7981737,392.9222584,405.3880684,304.7367451,332.6362942,284.0507297,318.829596,438.0736715,484.9312691,522.2024273,533.1041753,561.4265483,640.519469,742.6623835,918.6966302,867.7068524,674.2030183,886.2077755,1150.763002,1314.72104,1391.790689,1715.252346,1711.048184,1811.833393,2124.381888,2110.697327,2072.20701,1974.603164,1792.0312,1543.958595,1282.689109,1528.09384,1713.596291,1740.386173,1866.371589,1930.035584,1796.604711,1899.52635,2006.448466,2218.514163,2405.585952,2320.555695,2193.354795,2459.359498,2923.608262,3019.240094,2870.834794,2735.212825,2870.173044,2950.52477,3016.519318,3115.198742,3166.052137,2827.461585,3059.444864,2927.269614,3013.235197,3188.234413,3218.125086,2992.303122,2964.389546,2753.240952,2229.474336,1921.706969,2142.240279,1965.772072,1693.214857,1876.718333,1847.760893,1904.772,1565.778333,1777.704667,1766.772,1612.787333,"1,841",1502.445,1723.038,1714.772,1583.454,1453.227,1542.758,1302.151,773.298,729.944,880.312,765.802,777.702,799.462,765.634,669.254,803.741,762.067,644.017,699.151,669.254,674.6033201,651.8416894,621.4818734,621.4818734
