Region,Country,Fuel,Tech,Sector,Year,Fuel (kt),BC (Gg),OC (Gg)
Canada      , Canada         , Coking Coal    , *Coking        , Industrial  ,1985,6334,1.318,2.197
Canada      , Canada         , Coking Coal    , *Coking        , Industrial  ,1990,4996,1.04,1.733
Canada      , Canada         , Coking Coal    , *Coking        , Industrial  ,1995,4203,0.875,1.458
Canada      , Canada         , Coking Coal    , *Coking        , Industrial  ,2000,4232,0.881,1.468
Canada      , Canada         , Coking Coal    , *Coking        , Industrial  ,2005,4289,0.892,1.487
Canada      , Canada         , Coking Coal    , *Coking        , Industrial  ,2010,3872,0.806,1.343
Canada      , Canada         , Hard Coal      , *Intl shipping , Transport   ,1925,450,0.446,0.089
Canada      , Canada         , Hard Coal      , *Intl shipping , Transport   ,1930,397,0.393,0.079
Canada      , Canada         , Hard Coal      , *Intl shipping , Transport   ,1935,318.3,0.315,0.063
Canada      , Canada         , Hard Coal      , *Intl shipping , Transport   ,1940,359.5,0.356,0.071
Canada      , Canada         , Hard Coal      , *Intl shipping , Transport   ,1945,347,0.344,0.069
Canada      , Canada         , Hard Coal      , *Intl shipping , Transport   ,1950,435,0.431,0.086
Canada      , Canada         , Hard Coal      , *Intl shipping , Transport   ,1955,390,0.386,0.077
Canada      , Canada         , Hard Coal      , *Intl shipping , Transport   ,1960,276,0.273,0.055
Canada      , Canada         , Hard Coal      , *Intl shipping , Transport   ,1965,313,0.31,0.062
Canada      , Canada         , Hard Coal      , *Intl shipping , Transport   ,1970,228,0.226,0.045
Canada      , Canada         , Hard Coal      , *Intl shipping , Transport   ,1975,17,0.017,0.003
Canada      , Canada         , Hard Coal      , Category       , Industrial  ,1925,15601.7,2.733,0.561
Canada      , Canada         , Hard Coal      , Category       , Industrial  ,1930,18106.9,2.944,0.646
Canada      , Canada         , Hard Coal      , Category       , Industrial  ,1935,11834.9,1.747,0.418
Canada      , Canada         , Hard Coal      , Category       , Industrial  ,1940,17850.3,2.412,0.626
Canada      , Canada         , Hard Coal      , Category       , Industrial  ,1945,19816.9,2.515,0.692
Canada      , Canada         , Hard Coal      , Category       , Industrial  ,1950,10884.1,1.332,0.378
Canada      , Canada         , Hard Coal      , Category       , Industrial  ,1955,4797.8,0.577,0.166
Canada      , Canada         , Hard Coal      , Category       , Industrial  ,1960,3165.4,0.378,0.109
Canada      , Canada         , Hard Coal      , Category       , Industrial  ,1965,2388.6,0.283,0.082
Canada      , Canada         , Hard Coal      , Category       , Industrial  ,1970,353.2,0.04,0.012
Canada      , Canada         , Hard Coal      , Category       , Industrial  ,1975,11.9,0.001,0
Canada      , Canada         , Hard Coal      , Category       , Industrial  ,1980,1526,0.15,0.048
Canada      , Canada         , Hard Coal      , Category       , Industrial  ,1985,1507,0.131,0.044
Canada      , Canada         , Hard Coal      , Category       , Industrial  ,1990,1221,0.084,0.032
Canada      , Canada         , Hard Coal      , Category       , Industrial  ,1995,1321,0.065,0.031
Canada      , Canada         , Hard Coal      , Category       , Industrial  ,2000,1740,0.053,0.036
Canada      , Canada         , Hard Coal      , Category       , Industrial  ,2005,1858,0.029,0.034
Canada      , Canada         , Hard Coal      , Category       , Industrial  ,2010,2212,0.035,0.041
Canada      , Canada         , Hard Coal      , Category       , Power       ,1925,124.3,0.004,0.008
Canada      , Canada         , Hard Coal      , Category       , Power       ,1930,1214.3,0.041,0.08
Canada      , Canada         , Hard Coal      , Category       , Power       ,1935,1525.6,0.051,0.1
Canada      , Canada         , Hard Coal      , Category       , Power       ,1940,1693.3,0.056,0.112
Canada      , Canada         , Hard Coal      , Category       , Power       ,1945,1487,0.048,0.1
Canada      , Canada         , Hard Coal      , Category       , Power       ,1950,568.4,0.017,0.039
Canada      , Canada         , Hard Coal      , Category       , Power       ,1955,1530.9,0.044,0.108
Canada      , Canada         , Hard Coal      , Category       , Power       ,1960,1820.7,0.037,0.135
Canada      , Canada         , Hard Coal      , Category       , Power       ,1965,5609.6,0.1,0.365
Canada      , Canada         , Hard Coal      , Category       , Power       ,1970,11509,0.139,0.511
Canada      , Canada         , Hard Coal      , Category       , Power       ,1975,13469,0.09,0.329
Canada      , Canada         , Hard Coal      , Category       , Power       ,1980,22796,0.074,0.272
Canada      , Canada         , Hard Coal      , Category       , Power       ,1985,30099,0.066,0.035
Canada      , Canada         , Hard Coal      , Category       , Power       ,1990,33070,0.073,0.038
Canada      , Canada         , Hard Coal      , Category       , Power       ,1995,35388,0.078,0.041
Canada      , Canada         , Hard Coal      , Category       , Power       ,2000,44972,0.099,0.052
Canada      , Canada         , Hard Coal      , Category       , Power       ,2005,41867,0.092,0.048
Canada      , Canada         , Hard Coal      , Category       , Power       ,2010,33646,0.074,0.039
Canada      , Canada         , Hard Coal      , Category       , Residential ,1925,4302,12.493,17.793
Canada      , Canada         , Hard Coal      , Category       , Residential ,1930,5313,15.429,21.975
Canada      , Canada         , Hard Coal      , Category       , Residential ,1935,6111,17.746,25.275
Canada      , Canada         , Hard Coal      , Category       , Residential ,1940,6737,19.564,27.864
Canada      , Canada         , Hard Coal      , Category       , Residential ,1945,7334,21.298,30.333
Canada      , Canada         , Hard Coal      , Category       , Residential ,1950,8409.9,24.422,34.783
Canada      , Canada         , Hard Coal      , Category       , Residential ,1955,8385.7,24.352,34.683
Canada      , Canada         , Hard Coal      , Category       , Residential ,1960,5838,16.954,24.146
Canada      , Canada         , Hard Coal      , Category       , Residential ,1965,4154,12.063,17.181
Canada      , Canada         , Hard Coal      , Category       , Residential ,1970,1013,2.942,4.19
Canada      , Canada         , Hard Coal      , Category       , Residential ,1975,205,0.595,0.848
Canada      , Canada         , Hard Coal      , Category       , Residential ,1980,150,0.436,0.62
Canada      , Canada         , Hard Coal      , Category       , Residential ,1985,151,0.439,0.625
Canada      , Canada         , Hard Coal      , Category       , Residential ,1990,91,0.264,0.376
Canada      , Canada         , Hard Coal      , Category       , Residential ,1995,81,0.235,0.335
Canada      , Canada         , Hard Coal      , Category       , Residential ,2000,48,0.139,0.199
Canada      , Canada         , Hard Coal      , Category       , Residential ,2005,32,0.093,0.132
Canada      , Canada         , Hard Coal      , Category       , Transport   ,1925,135,0.134,0.027
Canada      , Canada         , Hard Coal      , Category       , Transport   ,1930,119.1,0.118,0.024
Canada      , Canada         , Hard Coal      , Category       , Transport   ,1935,95.5,0.095,0.019
Canada      , Canada         , Hard Coal      , Category       , Transport   ,1940,107.8,0.107,0.021
Canada      , Canada         , Hard Coal      , Category       , Transport   ,1945,104.1,0.103,0.021
Canada      , Canada         , Hard Coal      , Category       , Transport   ,1950,130.5,0.129,0.026
Canada      , Canada         , Hard Coal      , Category       , Transport   ,1955,117,0.116,0.023
Canada      , Canada         , Hard Coal      , Category       , Transport   ,1960,82.8,0.082,0.016
Canada      , Canada         , Hard Coal      , Category       , Transport   ,1965,93.9,0.093,0.019
Canada      , Canada         , Hard Coal      , Category       , Transport   ,1970,68.4,0.068,0.014
Canada      , Canada         , Hard Coal      , Category       , Transport   ,1975,5.1,0.005,0.001
Canada      , Canada         , Hard Coal      , Rail           , Transport   ,1925,5458.4,5.404,1.081
Canada      , Canada         , Hard Coal      , Rail           , Transport   ,1930,4691.5,4.645,0.929
Canada      , Canada         , Hard Coal      , Rail           , Transport   ,1935,3456.6,3.422,0.684
Canada      , Canada         , Hard Coal      , Rail           , Transport   ,1940,4637.3,4.591,0.918
Canada      , Canada         , Hard Coal      , Rail           , Transport   ,1945,7948.2,7.869,1.574
Canada      , Canada         , Hard Coal      , Rail           , Transport   ,1950,10805.7,10.698,2.14
Canada      , Canada         , Hard Coal      , Rail           , Transport   ,1955,6398,6.334,1.267
Canada      , Canada         , Hard Coal      , Rail           , Transport   ,1960,410.5,0.406,0.081
Canada      , Canada         , Hard Coal      , Rail           , Transport   ,1965,116.5,0.115,0.023
Canada      , Canada         , Hard Coal      , Rail           , Transport   ,1970,128,0.127,0.025
Canada      , Canada         , Hard Coal      , Rail           , Transport   ,1975,64,0.063,0.013
Canada      , Canada         , Heavy Fuel Oil , *Intl shipping , Transport   ,1925,140,0.057,0.167
Canada      , Canada         , Heavy Fuel Oil , *Intl shipping , Transport   ,1930,131.9,0.054,0.157
Canada      , Canada         , Heavy Fuel Oil , *Intl shipping , Transport   ,1935,108.7,0.045,0.13
Canada      , Canada         , Heavy Fuel Oil , *Intl shipping , Transport   ,1940,293,0.12,0.349
Canada      , Canada         , Heavy Fuel Oil , *Intl shipping , Transport   ,1945,730.9,0.3,0.871
Canada      , Canada         , Heavy Fuel Oil , *Intl shipping , Transport   ,1950,880,0.361,1.049
Canada      , Canada         , Heavy Fuel Oil , *Intl shipping , Transport   ,1955,1154,0.473,1.376
Canada      , Canada         , Heavy Fuel Oil , *Intl shipping , Transport   ,1960,1319,0.541,1.572
Canada      , Canada         , Heavy Fuel Oil , *Intl shipping , Transport   ,1965,1603,0.657,1.911
Canada      , Canada         , Heavy Fuel Oil , *Intl shipping , Transport   ,1970,1614,0.662,1.924
Canada      , Canada         , Heavy Fuel Oil , *Intl shipping , Transport   ,1975,1360,0.558,1.621
Canada      , Canada         , Heavy Fuel Oil , *Ships         , Transport   ,1925,42,0.017,0.05
Canada      , Canada         , Heavy Fuel Oil , *Ships         , Transport   ,1930,39.6,0.016,0.047
Canada      , Canada         , Heavy Fuel Oil , *Ships         , Transport   ,1935,32.6,0.013,0.039
Canada      , Canada         , Heavy Fuel Oil , *Ships         , Transport   ,1940,87.9,0.036,0.105
Canada      , Canada         , Heavy Fuel Oil , *Ships         , Transport   ,1945,103.1,0.042,0.123
Canada      , Canada         , Heavy Fuel Oil , *Ships         , Transport   ,1950,264,0.108,0.315
Canada      , Canada         , Heavy Fuel Oil , *Ships         , Transport   ,1955,346.2,0.142,0.413
Canada      , Canada         , Heavy Fuel Oil , *Ships         , Transport   ,1960,395.7,0.162,0.472
Canada      , Canada         , Heavy Fuel Oil , *Ships         , Transport   ,1965,480.9,0.197,0.573
Canada      , Canada         , Heavy Fuel Oil , *Ships         , Transport   ,1970,484.2,0.199,0.577
Canada      , Canada         , Heavy Fuel Oil , *Ships         , Transport   ,1975,408,0.167,0.486
Canada      , Canada         , Heavy Fuel Oil , *Ships         , Transport   ,1980,1026,0.421,1.223
Canada      , Canada         , Heavy Fuel Oil , *Ships         , Transport   ,1985,604,0.248,0.72
Canada      , Canada         , Heavy Fuel Oil , *Ships         , Transport   ,1990,667,0.273,0.795
Canada      , Canada         , Heavy Fuel Oil , *Ships         , Transport   ,1995,456,0.187,0.544
Canada      , Canada         , Heavy Fuel Oil , *Ships         , Transport   ,2000,649,0.266,0.774
Canada      , Canada         , Heavy Fuel Oil , *Ships         , Transport   ,2005,1010,0.414,1.204
Canada      , Canada         , Heavy Fuel Oil , *Ships         , Transport   ,2010,1246,0.511,1.485
Canada      , Canada         , Heavy Fuel Oil , Category       , Industrial  ,1925,176.9,0.032,0.012
Canada      , Canada         , Heavy Fuel Oil , Category       , Industrial  ,1930,710.5,0.128,0.048
Canada      , Canada         , Heavy Fuel Oil , Category       , Industrial  ,1935,754.9,0.136,0.051
Canada      , Canada         , Heavy Fuel Oil , Category       , Industrial  ,1940,970.5,0.175,0.066
Canada      , Canada         , Heavy Fuel Oil , Category       , Industrial  ,1945,730.9,0.132,0.049
Canada      , Canada         , Heavy Fuel Oil , Category       , Industrial  ,1950,3177.1,0.572,0.214
Canada      , Canada         , Heavy Fuel Oil , Category       , Industrial  ,1955,5159.5,0.929,0.348
Canada      , Canada         , Heavy Fuel Oil , Category       , Industrial  ,1960,6015.8,1.083,0.406
Canada      , Canada         , Heavy Fuel Oil , Category       , Industrial  ,1965,8739,1.573,0.59
Canada      , Canada         , Heavy Fuel Oil , Category       , Industrial  ,1970,13682.2,2.463,0.924
Canada      , Canada         , Heavy Fuel Oil , Category       , Industrial  ,1975,12838,2.311,0.867
Canada      , Canada         , Heavy Fuel Oil , Category       , Industrial  ,1980,9126,1.643,0.616
Canada      , Canada         , Heavy Fuel Oil , Category       , Industrial  ,1985,3648,0.657,0.246
Canada      , Canada         , Heavy Fuel Oil , Category       , Industrial  ,1990,4620,0.832,0.312
Canada      , Canada         , Heavy Fuel Oil , Category       , Industrial  ,1995,3371,0.607,0.228
Canada      , Canada         , Heavy Fuel Oil , Category       , Industrial  ,2000,3284,0.591,0.222
Canada      , Canada         , Heavy Fuel Oil , Category       , Industrial  ,2005,5372,0.967,0.363
Canada      , Canada         , Heavy Fuel Oil , Category       , Industrial  ,2010,3083,0.555,0.208
Canada      , Canada         , Heavy Fuel Oil , Category       , Power       ,1925,13.7,0.001,0
Canada      , Canada         , Heavy Fuel Oil , Category       , Power       ,1930,169.1,0.007,0.003
Canada      , Canada         , Heavy Fuel Oil , Category       , Power       ,1935,243.8,0.01,0.004
Canada      , Canada         , Heavy Fuel Oil , Category       , Power       ,1940,270.6,0.011,0.004
Canada      , Canada         , Heavy Fuel Oil , Category       , Power       ,1945,237.7,0.009,0.004
Canada      , Canada         , Heavy Fuel Oil , Category       , Power       ,1950,150.8,0.006,0.002
Canada      , Canada         , Heavy Fuel Oil , Category       , Power       ,1955,559.6,0.022,0.008
Canada      , Canada         , Heavy Fuel Oil , Category       , Power       ,1960,724.4,0.029,0.011
Canada      , Canada         , Heavy Fuel Oil , Category       , Power       ,1965,2326.4,0.092,0.035
Canada      , Canada         , Heavy Fuel Oil , Category       , Power       ,1970,2108,0.083,0.031
Canada      , Canada         , Heavy Fuel Oil , Category       , Power       ,1975,2474,0.098,0.037
Canada      , Canada         , Heavy Fuel Oil , Category       , Power       ,1980,2918,0.116,0.043
Canada      , Canada         , Heavy Fuel Oil , Category       , Power       ,1985,1386,0.055,0.021
Canada      , Canada         , Heavy Fuel Oil , Category       , Power       ,1990,3306,0.131,0.049
Canada      , Canada         , Heavy Fuel Oil , Category       , Power       ,1995,1385,0.055,0.021
Canada      , Canada         , Heavy Fuel Oil , Category       , Power       ,2000,1916,0.076,0.028
Canada      , Canada         , Heavy Fuel Oil , Category       , Power       ,2005,2502,0.099,0.037
Canada      , Canada         , Heavy Fuel Oil , Category       , Power       ,2010,738,0.029,0.011
Canada      , Canada         , Heavy Fuel Oil , Category       , Residential ,1970,6073,2.706,0.301
Canada      , Canada         , Heavy Fuel Oil , Category       , Residential ,1975,3128,1.394,0.155
Canada      , Canada         , Heavy Fuel Oil , Category       , Residential ,1980,1808,0.805,0.089
Canada      , Canada         , Heavy Fuel Oil , Category       , Residential ,1985,551,0.245,0.027
Canada      , Canada         , Heavy Fuel Oil , Category       , Residential ,1990,307,0.137,0.015
Canada      , Canada         , Heavy Fuel Oil , Category       , Residential ,1995,242,0.108,0.012
Canada      , Canada         , Heavy Fuel Oil , Category       , Residential ,2000,498,0.222,0.025
Canada      , Canada         , Heavy Fuel Oil , Category       , Residential ,2005,1355,0.604,0.067
Canada      , Canada         , Heavy Fuel Oil , Category       , Residential ,2010,484,0.216,0.024
Canada      , Canada         , Heavy Fuel Oil , Rail           , Transport   ,1925,493.7,0.744,0.276
Canada      , Canada         , Heavy Fuel Oil , Rail           , Transport   ,1930,509.2,0.767,0.285
Canada      , Canada         , Heavy Fuel Oil , Rail           , Transport   ,1935,434.8,0.655,0.243
Canada      , Canada         , Heavy Fuel Oil , Rail           , Transport   ,1940,663.5,1,0.371
Canada      , Canada         , Heavy Fuel Oil , Rail           , Transport   ,1945,1388.4,2.092,0.776
Canada      , Canada         , Heavy Fuel Oil , Rail           , Transport   ,1950,504.9,0.761,0.282
Canada      , Canada         , Heavy Fuel Oil , Rail           , Transport   ,1955,173.6,0.262,0.097
Canada      , Canada         , Heavy Fuel Oil , Rail           , Transport   ,1960,28,0.042,0.016
Canada      , Canada         , Heavy Fuel Oil , Rail           , Transport   ,1965,4.5,0.007,0.003
Canada      , Canada         , Heavy Fuel Oil , Rail           , Transport   ,1970,192,0.289,0.107
Canada      , Canada         , Heavy Fuel Oil , Rail           , Transport   ,1975,160,0.241,0.089
Canada      , Canada         , Kerosene       , Category       , Residential ,1970,2128,1.915,0.213
Canada      , Canada         , Kerosene       , Category       , Residential ,1975,1677,1.509,0.168
Canada      , Canada         , Kerosene       , Category       , Residential ,1980,916,0.824,0.092
Canada      , Canada         , Kerosene       , Category       , Residential ,1985,454,0.409,0.045
Canada      , Canada         , Kerosene       , Category       , Residential ,1990,369,0.332,0.037
Canada      , Canada         , Kerosene       , Category       , Residential ,1995,239,0.215,0.024
Canada      , Canada         , Kerosene       , Category       , Residential ,2000,234,0.211,0.023
Canada      , Canada         , Kerosene       , Category       , Residential ,2005,117,0.105,0.012
Canada      , Canada         , Kerosene       , Category       , Residential ,2010,69,0.062,0.007
Canada      , Canada         , Kerosene       , Commercial use , Residential ,1980,257,0.231,0.026
Canada      , Canada         , Kerosene       , Commercial use , Residential ,1985,157,0.141,0.016
Canada      , Canada         , Kerosene       , Commercial use , Residential ,1990,136,0.122,0.014
Canada      , Canada         , Kerosene       , Commercial use , Residential ,1995,146,0.131,0.015
Canada      , Canada         , Kerosene       , Commercial use , Residential ,2000,116,0.104,0.012
Canada      , Canada         , Kerosene       , Commercial use , Residential ,2005,123,0.111,0.012
Canada      , Canada         , Kerosene       , Commercial use , Residential ,2010,180,0.162,0.018
Canada      , Canada         , Light distillat, *LD vehicle    , Vehicle     ,1925,702.5,0.306,0.341
Canada      , Canada         , Light distillat, *LD vehicle    , Vehicle     ,1930,1717.8,0.747,0.833
Canada      , Canada         , Light distillat, *LD vehicle    , Vehicle     ,1935,1999.8,0.87,0.97
Canada      , Canada         , Light distillat, *LD vehicle    , Vehicle     ,1940,2951.5,1.284,1.432
Canada      , Canada         , Light distillat, *LD vehicle    , Vehicle     ,1945,3741.3,1.627,1.815
Canada      , Canada         , Light distillat, *LD vehicle    , Vehicle     ,1950,7324,3.175,3.362
Canada      , Canada         , Light distillat, *LD vehicle    , Vehicle     ,1955,11234,4.882,5.367
Canada      , Canada         , Light distillat, *LD vehicle    , Vehicle     ,1960,14141,6.144,6.748
Canada      , Canada         , Light distillat, *LD vehicle    , Vehicle     ,1965,17902,7.777,8.515
Canada      , Canada         , Light distillat, *LD vehicle    , Vehicle     ,1970,22627,8.554,9.932
Canada      , Canada         , Light distillat, *LD vehicle    , Vehicle     ,1975,27236,4.801,8.766
Canada      , Canada         , Light distillat, *LD vehicle    , Vehicle     ,1980,28279,4.163,9.95
Canada      , Canada         , Light distillat, *LD vehicle    , Vehicle     ,1985,24057,3.727,8.965
Canada      , Canada         , Light distillat, *LD vehicle    , Vehicle     ,1990,24948,3.151,7.597
Canada      , Canada         , Light distillat, *LD vehicle    , Vehicle     ,1995,25764,1.942,4.443
Canada      , Canada         , Light distillat, *LD vehicle    , Vehicle     ,2000,28178,0.711,1.133
Canada      , Canada         , Light distillat, *LD vehicle    , Vehicle     ,2005,30017,0.327,0.257
Canada      , Canada         , Light distillat, *LD vehicle    , Vehicle     ,2010,32172,0.171,0.136
Canada      , Canada         , Light distillat, Category       , Industrial  ,1970,346,0.048,0.014
Canada      , Canada         , Light distillat, Category       , Industrial  ,1975,289,0.04,0.012
Canada      , Canada         , Light distillat, Category       , Industrial  ,1980,104,0.015,0.004
Canada      , Canada         , Light distillat, Category       , Industrial  ,1985,91,0.013,0.004
Canada      , Canada         , Light distillat, Category       , Industrial  ,1990,40,0.006,0.002
Canada      , Canada         , Light distillat, Category       , Industrial  ,1995,35,0.005,0.001
Canada      , Canada         , Light distillat, Category       , Industrial  ,2000,21,0.003,0.001
Canada      , Canada         , Light distillat, Category       , Industrial  ,2005,70,0.01,0.003
Canada      , Canada         , Light distillat, Category       , Industrial  ,2010,59,0.008,0.002
Canada      , Canada         , Light distillat, Category       , Transport   ,1970,6,0,0
Canada      , Canada         , Light distillat, Category       , Transport   ,1975,6,0,0
Canada      , Canada         , Liquefied Petro, Category       , Residential ,1970,936,0.438,0.049
Canada      , Canada         , Liquefied Petro, Category       , Residential ,1975,1243,0.582,0.065
Canada      , Canada         , Liquefied Petro, Category       , Residential ,1980,417,0.195,0.022
Canada      , Canada         , Liquefied Petro, Category       , Residential ,1985,422,0.197,0.022
Canada      , Canada         , Liquefied Petro, Category       , Residential ,1990,392,0.183,0.02
Canada      , Canada         , Liquefied Petro, Category       , Residential ,1995,285,0.133,0.015
Canada      , Canada         , Liquefied Petro, Category       , Residential ,2000,223,0.104,0.012
Canada      , Canada         , Liquefied Petro, Category       , Residential ,2005,243,0.114,0.013
Canada      , Canada         , Liquefied Petro, Category       , Residential ,2010,291,0.136,0.015
Canada      , Canada         , Manufacturing  , Aluminum       , Smelting    ,1980,1075,0,0
Canada      , Canada         , Manufacturing  , Aluminum       , Smelting    ,1985,1282,0,0
Canada      , Canada         , Manufacturing  , Aluminum       , Smelting    ,1990,1567,0,0
Canada      , Canada         , Manufacturing  , Aluminum       , Smelting    ,1995,2172,0,0
Canada      , Canada         , Manufacturing  , Aluminum       , Smelting    ,2000,2373,0,0
Canada      , Canada         , Manufacturing  , Aluminum       , Smelting    ,2005,2894,0,0
Canada      , Canada         , Manufacturing  , Aluminum       , Smelting    ,2010,2963,0,0
Canada      , Canada         , Manufacturing  , Coke           , Production  ,1980,5250,0,0
Canada      , Canada         , Manufacturing  , Coke           , Production  ,1985,4684,0,0
Canada      , Canada         , Manufacturing  , Coke           , Production  ,1990,3708,0,0
Canada      , Canada         , Manufacturing  , Coke           , Production  ,1995,3283,0,0
Canada      , Canada         , Manufacturing  , Coke           , Production  ,2000,3242,0,0
Canada      , Canada         , Manufacturing  , Lead           , Smelting    ,1980,163,0,0
Canada      , Canada         , Manufacturing  , Lead           , Smelting    ,1985,173,0,0
Canada      , Canada         , Manufacturing  , Lead           , Smelting    ,1990,87,0,0
Canada      , Canada         , Manufacturing  , Lead           , Smelting    ,1995,178,0,0
Canada      , Canada         , Manufacturing  , Lead           , Smelting    ,2000,159,0,0
Canada      , Canada         , Manufacturing  , Lead           , Smelting    ,2005,110,0,0
Canada      , Canada         , Manufacturing  , Lead           , Smelting    ,2010,106,0,0
Canada      , Canada         , Manufacturing  , Oil production , Production  ,1925,1720,0,0.156
