Region,Country,Fuel,Tech,Sector,Year,Fuel (kt),BC (Gg),OC (Gg)
Southeast As, Philippines    , Natural Gas    , Category       , Industrial  ,1975,3,0,0
Southeast As, Philippines    , Natural Gas    , Category       , Industrial  ,1980,2907,0,0
Southeast As, Philippines    , Natural Gas    , Category       , Industrial  ,1985,809.5,0,0
Southeast As, Philippines    , Natural Gas    , Category       , Industrial  ,1990,1848.3,0,0
Southeast As, Philippines    , Natural Gas    , Category       , Industrial  ,1995,1990.7,0,0
Southeast As, Philippines    , Natural Gas    , Category       , Industrial  ,2000,3169.1,0,0
Southeast As, Philippines    , Natural Gas    , Category       , Industrial  ,2005,4528,0,0
Southeast As, Philippines    , Natural Gas    , Category       , Industrial  ,2010,7762.1,0,0.001
Southeast As, Philippines    , Natural Gas    , Category       , Power       ,1995,204,0,0
Southeast As, Philippines    , Natural Gas    , Category       , Power       ,2000,407,0,0
Southeast As, Philippines    , Natural Gas    , Category       , Power       ,2005,115936,0.001,0.008
Southeast As, Philippines    , Natural Gas    , Category       , Power       ,2010,127963,0.001,0.008
Southeast As, Philippines    , Natural Gas    , Category       , Residential ,1970,374,0,0
Southeast As, Philippines    , Natural Gas    , Category       , Residential ,1975,312,0,0
Southeast As, Philippines    , Natural Gas    , Category       , Residential ,1990,1661.1,0,0
Southeast As, Philippines    , Natural Gas    , Category       , Residential ,1995,2800.1,0,0
Southeast As, Philippines    , Natural Gas    , Category       , Residential ,2000,7119,0,0
Southeast As, Philippines    , Natural Gas    , Category       , Residential ,2005,9492,0,0.001
Southeast As, Philippines    , Natural Gas    , Category       , Residential ,2010,9492,0,0.001
Southeast As, Philippines    , Natural Gas    , Category       , Transport   ,2005,47.5,0,0
Southeast As, Philippines    , Natural Gas    , Category       , Transport   ,2010,3291.7,0,0
Southeast As, Philippines    , Waste/open     , *Dump burning  , Open burning,1980,66.2,0.098,0.098
Southeast As, Philippines    , Waste/open     , *Dump burning  , Open burning,1985,73.1,0.108,0.108
Southeast As, Philippines    , Waste/open     , *Dump burning  , Open burning,1990,133.7,0.198,0.198
Southeast As, Philippines    , Waste/open     , *Dump burning  , Open burning,1995,151.8,0.225,0.225
Southeast As, Philippines    , Waste/open     , *Dump burning  , Open burning,2000,167.6,0.248,0.248
Southeast As, Philippines    , Wood           , Category       , Industrial  ,1925,3592.2,1.678,9.764
Southeast As, Philippines    , Wood           , Category       , Industrial  ,1930,4169.7,1.947,11.333
Southeast As, Philippines    , Wood           , Category       , Industrial  ,1935,3858.2,1.802,10.487
Southeast As, Philippines    , Wood           , Category       , Industrial  ,1940,5175.8,2.417,14.068
Southeast As, Philippines    , Wood           , Category       , Industrial  ,1945,2583.9,1.207,7.023
Southeast As, Philippines    , Wood           , Category       , Industrial  ,1950,3997.5,1.867,10.865
Southeast As, Philippines    , Wood           , Category       , Industrial  ,1955,5751.7,2.686,15.633
Southeast As, Philippines    , Wood           , Category       , Industrial  ,1960,8740.9,4.082,23.758
Southeast As, Philippines    , Wood           , Category       , Industrial  ,1965,10060.9,4.699,27.346
Southeast As, Philippines    , Wood           , Category       , Industrial  ,1970,18607.3,8.69,50.575
Southeast As, Philippines    , Wood           , Category       , Industrial  ,1975,22997.2,10.74,62.507
Southeast As, Philippines    , Wood           , Category       , Industrial  ,1980,13095.3,6.116,35.593
Southeast As, Philippines    , Wood           , Category       , Industrial  ,1985,10001.2,4.671,27.184
Southeast As, Philippines    , Wood           , Category       , Industrial  ,1990,10951.3,5.114,29.766
Southeast As, Philippines    , Wood           , Category       , Industrial  ,1995,17428.9,8.139,47.372
Southeast As, Philippines    , Wood           , Category       , Industrial  ,2000,19512,9.112,53.034
Southeast As, Philippines    , Wood           , Category       , Residential ,1925,3811.2,4.682,18.712
Southeast As, Philippines    , Wood           , Category       , Residential ,1930,4272,5.249,20.975
Southeast As, Philippines    , Wood           , Category       , Residential ,1935,4755.1,5.842,23.347
Southeast As, Philippines    , Wood           , Category       , Residential ,1940,5270.3,6.475,25.876
Southeast As, Philippines    , Wood           , Category       , Residential ,1945,5756.9,7.073,28.265
Southeast As, Philippines    , Wood           , Category       , Residential ,1950,6626.7,8.142,32.536
Southeast As, Philippines    , Wood           , Category       , Residential ,1955,7501.2,9.216,36.829
Southeast As, Philippines    , Wood           , Category       , Residential ,1960,8480.4,10.419,41.637
Southeast As, Philippines    , Wood           , Category       , Residential ,1965,9628.9,11.83,47.276
Southeast As, Philippines    , Wood           , Category       , Residential ,1970,10877.7,13.364,53.407
Southeast As, Philippines    , Wood           , Category       , Residential ,1975,12061.7,14.819,59.221
Southeast As, Philippines    , Wood           , Category       , Residential ,1980,13435.6,16.507,65.966
Southeast As, Philippines    , Wood           , Category       , Residential ,1985,14188.9,17.432,69.665
Southeast As, Philippines    , Wood           , Category       , Residential ,1990,10387.2,12.762,50.999
Southeast As, Philippines    , Wood           , Category       , Residential ,1995,9313.4,11.442,45.727
Southeast As, Philippines    , Wood           , Category       , Residential ,2000,9520.7,11.697,46.745
Southeast As, Philippines    , Wood           , Category       , Residential ,2005,9.8,0.012,0.048
Southeast As, Philippines    , Wood           , Category       , Residential ,2010,10.5,0.013,0.052
Southeast As, Sabah          , Aviation Gasoli, Aircraft       , Transport   ,1950,2,0,0
Southeast As, Sabah          , Aviation Gasoli, Aircraft       , Transport   ,1955,3,0,0
Southeast As, Sabah          , Aviation Gasoli, Aircraft       , Transport   ,1960,1,0,0
Southeast As, Sabah          , Aviation Gasoli, Aircraft       , Transport   ,1965,5,0.001,0
Southeast As, Sabah          , Aviation Gasoli, International a, Transport   ,1965,3,0,0
Southeast As, Sabah          , Heavy Fuel Oil , *Intl shipping , Transport   ,1955,6,0.002,0.007
Southeast As, Sabah          , Heavy Fuel Oil , *Intl shipping , Transport   ,1960,7,0.003,0.008
Southeast As, Sabah          , Heavy Fuel Oil , *Intl shipping , Transport   ,1965,10,0.004,0.012
Southeast As, Sarawak        , Aviation Gasoli, Aircraft       , Transport   ,1965,2,0,0
Southeast As, Sarawak        , Heavy Fuel Oil , *Intl shipping , Transport   ,1930,-35.8,-0.015,-0.043
Southeast As, Sarawak        , Heavy Fuel Oil , *Intl shipping , Transport   ,1950,55,0.023,0.066
Southeast As, Sarawak        , Heavy Fuel Oil , *Intl shipping , Transport   ,1955,130,0.053,0.155
Southeast As, Sarawak        , Heavy Fuel Oil , *Intl shipping , Transport   ,1960,150,0.061,0.179
Southeast As, Sarawak        , Heavy Fuel Oil , *Intl shipping , Transport   ,1965,24,0.01,0.029
Southeast As, Sarawak        , Heavy Fuel Oil , *Ships         , Transport   ,1930,-10.7,-0.004,-0.013
Southeast As, Sarawak        , Heavy Fuel Oil , *Ships         , Transport   ,1950,2.2,0.001,0.003
Southeast As, Sarawak        , Heavy Fuel Oil , *Ships         , Transport   ,1960,5.2,0.002,0.006
Southeast As, Sarawak        , Heavy Fuel Oil , *Ships         , Transport   ,1965,7.2,0.003,0.009
Southeast As, Sarawak        , Heavy Fuel Oil , Category       , Industrial  ,1930,-25.1,-0.005,-0.002
Southeast As, Sarawak        , Heavy Fuel Oil , Category       , Industrial  ,1965,9.8,0.002,0.001
Southeast As, Sarawak        , Heavy Fuel Oil , Category       , Power       ,1950,2.8,0,0
Southeast As, Sarawak        , Heavy Fuel Oil , Category       , Power       ,1955,2,0,0
Southeast As, Sarawak        , Heavy Fuel Oil , Category       , Power       ,1960,5.8,0,0
Southeast As, Sarawak        , Heavy Fuel Oil , Category       , Power       ,1965,9,0,0
Southeast As, Sarawak        , Heavy Fuel Oil , Rail           , Transport   ,1925,-15.1,-0.023,-0.008
Southeast As, Sarawak        , Heavy Fuel Oil , Rail           , Transport   ,1935,-51.1,-0.077,-0.029
Southeast As, Sarawak        , Light distillat, *LD vehicle    , Vehicle     ,1950,7,0.003,0.003
Southeast As, Sarawak        , Light distillat, *LD vehicle    , Vehicle     ,1955,13,0.006,0.006
Southeast As, Sarawak        , Light distillat, *LD vehicle    , Vehicle     ,1960,22,0.01,0.011
Southeast As, Sarawak        , Light distillat, *LD vehicle    , Vehicle     ,1965,41,0.018,0.021
Southeast As, Sarawak        , Middle distilla, Rail           , Transport   ,1925,15.2,0.033,0.01
Southeast As, Sarawak        , Middle distilla, Rail           , Transport   ,1935,51.1,0.11,0.035
Southeast As, Sarawak        , Natural Gas    , Category       , Power       ,1950,1.8,0,0
Southeast As, Sarawak        , Natural Gas    , Category       , Power       ,1955,2.2,0,0
Southeast As, Sarawak        , Natural Gas    , Category       , Power       ,1960,3.6,0,0
Southeast As, Sarawak        , Natural Gas    , Category       , Power       ,1965,11.4,0,0
Southeast As, Singapore      , Aviation Gasoli, Aircraft       , Transport   ,1960,13,0.001,0
Southeast As, Singapore      , Aviation Gasoli, Aircraft       , Transport   ,1965,16,0.002,0
Southeast As, Singapore      , Aviation Gasoli, Aircraft       , Transport   ,1970,2399,0.252,0.067
Southeast As, Singapore      , Aviation Gasoli, Aircraft       , Transport   ,1975,1696,0.178,0.047
Southeast As, Singapore      , Aviation Gasoli, International a, Transport   ,1960,17,0.002,0
Southeast As, Singapore      , Aviation Gasoli, International a, Transport   ,1965,58,0.006,0.002
Southeast As, Singapore      , Aviation Gasoli, International a, Transport   ,1970,368,0.039,0.01
Southeast As, Singapore      , Aviation Gasoli, International a, Transport   ,1975,360,0.038,0.01
Southeast As, Singapore      , Briquettes     , Category       , Industrial  ,1960,2,0,0
Southeast As, Singapore      , Briquettes     , Category       , Industrial  ,1965,3,0,0
Southeast As, Singapore      , Briquettes     , Category       , Industrial  ,1970,4,0,0
Southeast As, Singapore      , Briquettes     , Category       , Industrial  ,1975,1,0,0
Southeast As, Singapore      , Briquettes     , Category       , Industrial  ,1980,4,0,0
Southeast As, Singapore      , Briquettes     , Category       , Industrial  ,1985,16,0,0
Southeast As, Singapore      , Briquettes     , Category       , Industrial  ,1990,31,0,0
Southeast As, Singapore      , Briquettes     , Category       , Industrial  ,1995,17,0,0
Southeast As, Singapore      , Briquettes     , Category       , Industrial  ,2005,3,0,0
Southeast As, Singapore      , Briquettes     , Category       , Industrial  ,2010,11,0,0
Southeast As, Singapore      , Brown Coal     , Category       , Industrial  ,1975,2,0,0.002
Southeast As, Singapore      , Brown Coal     , Category       , Power       ,1975,2,0,0
Southeast As, Singapore      , Brown Coal     , Category       , Power       ,1980,1,0,0
Southeast As, Singapore      , Brown Coal     , Category       , Power       ,1985,2,0,0
Southeast As, Singapore      , Brown Coal     , Category       , Power       ,1990,2,0,0
Southeast As, Singapore      , Hard Coal      , *Intl shipping , Transport   ,1925,1.2,0.001,0
Southeast As, Singapore      , Hard Coal      , *Intl shipping , Transport   ,1930,0.9,0.001,0
Southeast As, Singapore      , Hard Coal      , *Intl shipping , Transport   ,1935,0.1,0,0
Southeast As, Singapore      , Hard Coal      , Category       , Industrial  ,1960,1.4,0.001,0.001
Southeast As, Singapore      , Hard Coal      , Category       , Power       ,1960,0,0,0
Southeast As, Singapore      , Hard Coal      , Category       , Transport   ,1925,0.4,0,0
Southeast As, Singapore      , Hard Coal      , Category       , Transport   ,1930,0.3,0,0
Southeast As, Singapore      , Hard Coal      , Category       , Transport   ,1935,0,0,0
Southeast As, Singapore      , Heavy Fuel Oil , *Intl shipping , Transport   ,1960,1412,0.579,1.683
Southeast As, Singapore      , Heavy Fuel Oil , *Intl shipping , Transport   ,1965,2349,0.963,2.8
Southeast As, Singapore      , Heavy Fuel Oil , *Intl shipping , Transport   ,1970,3504,1.437,4.177
Southeast As, Singapore      , Heavy Fuel Oil , *Intl shipping , Transport   ,1975,3038,1.246,3.621
Southeast As, Singapore      , Heavy Fuel Oil , *Ships         , Transport   ,1960,5.6,0.002,0.007
Southeast As, Singapore      , Heavy Fuel Oil , *Ships         , Transport   ,1965,294.1,0.121,0.351
Southeast As, Singapore      , Heavy Fuel Oil , Category       , Industrial  ,1965,0,0,0
Southeast As, Singapore      , Heavy Fuel Oil , Category       , Industrial  ,1970,3504,0.631,0.237
Southeast As, Singapore      , Heavy Fuel Oil , Category       , Industrial  ,1975,3391,0.61,0.229
Southeast As, Singapore      , Heavy Fuel Oil , Category       , Industrial  ,1980,1170,0.211,0.079
Southeast As, Singapore      , Heavy Fuel Oil , Category       , Industrial  ,1985,1281,0.231,0.086
Southeast As, Singapore      , Heavy Fuel Oil , Category       , Industrial  ,1990,2250,0.405,0.152
Southeast As, Singapore      , Heavy Fuel Oil , Category       , Industrial  ,1995,3566,0.642,0.241
Southeast As, Singapore      , Heavy Fuel Oil , Category       , Industrial  ,2000,3472,0.625,0.234
Southeast As, Singapore      , Heavy Fuel Oil , Category       , Industrial  ,2005,2917,0.525,0.197
Southeast As, Singapore      , Heavy Fuel Oil , Category       , Industrial  ,2010,3261,0.587,0.22
Southeast As, Singapore      , Heavy Fuel Oil , Category       , Power       ,1960,164.4,0.007,0.002
Southeast As, Singapore      , Heavy Fuel Oil , Category       , Power       ,1965,256,0.01,0.004
Southeast As, Singapore      , Heavy Fuel Oil , Category       , Power       ,1970,624,0.025,0.009
Southeast As, Singapore      , Heavy Fuel Oil , Category       , Power       ,1975,1091,0.043,0.016
Southeast As, Singapore      , Heavy Fuel Oil , Category       , Power       ,1980,1628,0.064,0.024
Southeast As, Singapore      , Heavy Fuel Oil , Category       , Power       ,1985,2260,0.089,0.034
Southeast As, Singapore      , Heavy Fuel Oil , Category       , Power       ,1990,4450,0.176,0.066
Southeast As, Singapore      , Heavy Fuel Oil , Category       , Power       ,1995,5575,0.221,0.083
Southeast As, Singapore      , Heavy Fuel Oil , Category       , Power       ,2000,6642,0.263,0.099
Southeast As, Singapore      , Heavy Fuel Oil , Category       , Power       ,2005,1929,0.076,0.029
Southeast As, Singapore      , Heavy Fuel Oil , Category       , Power       ,2010,2242,0.089,0.033
Southeast As, Singapore      , Kerosene       , Category       , Residential ,1970,167,0.15,0.017
Southeast As, Singapore      , Kerosene       , Category       , Residential ,1975,741,0.667,0.074
Southeast As, Singapore      , Kerosene       , Category       , Residential ,1980,28,0.025,0.003
Southeast As, Singapore      , Kerosene       , Category       , Residential ,1985,14,0.013,0.001
Southeast As, Singapore      , Light distillat, *LD vehicle    , Vehicle     ,1960,85,0.037,0.042
Southeast As, Singapore      , Light distillat, *LD vehicle    , Vehicle     ,1965,191,0.083,0.098
Southeast As, Singapore      , Light distillat, *LD vehicle    , Vehicle     ,1970,378,0.165,0.188
Southeast As, Singapore      , Light distillat, *LD vehicle    , Vehicle     ,1975,1300,0.569,0.697
Southeast As, Singapore      , Light distillat, *LD vehicle    , Vehicle     ,1980,349,0.153,0.186
Southeast As, Singapore      , Light distillat, *LD vehicle    , Vehicle     ,1985,370,0.162,0.194
Southeast As, Singapore      , Light distillat, *LD vehicle    , Vehicle     ,1990,447,0.111,0.172
Southeast As, Singapore      , Light distillat, *LD vehicle    , Vehicle     ,1995,656,0.125,0.248
Southeast As, Singapore      , Light distillat, *LD vehicle    , Vehicle     ,2000,666,0.06,0.138
Southeast As, Singapore      , Light distillat, *LD vehicle    , Vehicle     ,2005,703,0.038,0.086
Southeast As, Singapore      , Light distillat, *LD vehicle    , Vehicle     ,2010,888,0.026,0.056
Southeast As, Singapore      , Light distillat, Category       , Industrial  ,1980,33,0.005,0.001
Southeast As, Singapore      , Light distillat, Category       , Industrial  ,1985,46,0.006,0.002
Southeast As, Singapore      , Light distillat, Category       , Industrial  ,1990,60,0.008,0.003
Southeast As, Singapore      , Light distillat, Category       , Industrial  ,1995,42,0.006,0.002
Southeast As, Singapore      , Light distillat, Category       , Industrial  ,2000,54,0.008,0.002
Southeast As, Singapore      , Light distillat, Category       , Industrial  ,2005,68,0.009,0.003
Southeast As, Singapore      , Light distillat, Category       , Industrial  ,2010,84,0.012,0.004
Southeast As, Singapore      , Liquefied Petro, Category       , Residential ,1970,4,0.002,0
Southeast As, Singapore      , Liquefied Petro, Category       , Residential ,1975,7,0.003,0
Southeast As, Singapore      , Liquefied Petro, Category       , Residential ,1980,39,0.018,0.002
Southeast As, Singapore      , Liquefied Petro, Category       , Residential ,1985,52,0.024,0.003
Southeast As, Singapore      , Liquefied Petro, Category       , Residential ,1990,38,0.018,0.002
Southeast As, Singapore      , Liquefied Petro, Category       , Residential ,2005,34,0.016,0.002
Southeast As, Singapore      , Liquefied Petro, Category       , Residential ,2010,20,0.009,0.001
Southeast As, Singapore      , Manufacturing  , Oil production , Production  ,1970,14000,0,1.272
Southeast As, Singapore      , Manufacturing  , Oil production , Production  ,1975,20450,0,1.858
Southeast As, Singapore      , Manufacturing  , Oil production , Production  ,1980,32000,0,2.908
Southeast As, Singapore      , Manufacturing  , Oil production , Production  ,1985,30500,0,2.772
Southeast As, Singapore      , Manufacturing  , Oil production , Production  ,1990,40861,0,3.713
Southeast As, Singapore      , Manufacturing  , Oil production , Production  ,1995,51497,0,4.68
Southeast As, Singapore      , Manufacturing  , Oil production , Production  ,2000,41832,0,3.802
Southeast As, Singapore      , Manufacturing  , Oil production , Production  ,2005,58442,0,5.311
Southeast As, Singapore      , Manufacturing  , Oil production , Production  ,2010,56868,0,5.168
Southeast As, Singapore      , Middle distilla, *Heavy duty veh, Vehicle     ,1960,66.7,0.202,0.064
Southeast As, Singapore      , Middle distilla, *Heavy duty veh, Vehicle     ,1965,126,0.376,0.12
Southeast As, Singapore      , Middle distilla, *Heavy duty veh, Vehicle     ,1970,114,0.315,0.1
Southeast As, Singapore      , Middle distilla, *Heavy duty veh, Vehicle     ,1975,750,2.167,0.69
Southeast As, Singapore      , Middle distilla, *Heavy duty veh, Vehicle     ,1980,553,1.892,0.602
Southeast As, Singapore      , Middle distilla, *Heavy duty veh, Vehicle     ,1985,704,2.762,0.879
Southeast As, Singapore      , Middle distilla, *Heavy duty veh, Vehicle     ,1990,835,3.328,1.059
Southeast As, Singapore      , Middle distilla, *Heavy duty veh, Vehicle     ,1995,1125,4.077,1.297
Southeast As, Singapore      , Middle distilla, *Heavy duty veh, Vehicle     ,2000,1214,3.596,1.192
Southeast As, Singapore      , Middle distilla, *Heavy duty veh, Vehicle     ,2005,1323,3.261,1.114
Southeast As, Singapore      , Middle distilla, *Heavy duty veh, Vehicle     ,2010,1658,2.411,0.835
Southeast As, Singapore      , Middle distilla, *Intl shipping , Transport   ,1960,528,0.216,0.172
Southeast As, Singapore      , Middle distilla, *Intl shipping , Transport   ,1965,552,0.226,0.179
Southeast As, Singapore      , Middle distilla, *Intl shipping , Transport   ,1970,389,0.159,0.126
Southeast As, Singapore      , Middle distilla, *Intl shipping , Transport   ,1975,338,0.139,0.11
Southeast As, Singapore      , Middle distilla, Category       , Agriculture ,1960,33.3,0.092,0.029
Southeast As, Singapore      , Middle distilla, Category       , Agriculture ,1965,63,0.174,0.055
Southeast As, Singapore      , Middle distilla, Category       , Agriculture ,1975,226,0.623,0.198
Southeast As, Singapore      , Middle distilla, Category       , Industrial  ,1970,40,0.088,0.028
Southeast As, Singapore      , Middle distilla, Category       , Industrial  ,1975,150,0.33,0.105
Southeast As, Singapore      , Middle distilla, Category       , Industrial  ,2000,855,1.879,0.597
Southeast As, Singapore      , Middle distilla, Category       , Industrial  ,2005,1782,3.917,1.246
Southeast As, Singapore      , Middle distilla, Category       , Industrial  ,2010,3153,6.931,2.204
Southeast As, Singapore      , Middle distilla, Category       , Power       ,1970,1,0,0
Southeast As, Singapore      , Middle distilla, Category       , Power       ,1975,6,0,0
Southeast As, Singapore      , Middle distilla, Category       , Power       ,1980,1,0,0
Southeast As, Singapore      , Middle distilla, Category       , Power       ,1985,13,0,0
Southeast As, Singapore      , Middle distilla, Category       , Power       ,1990,137,0,0
Southeast As, Singapore      , Middle distilla, Category       , Power       ,1995,81,0,0
Southeast As, Singapore      , Middle distilla, Category       , Power       ,2000,212,0.001,0
Southeast As, Singapore      , Middle distilla, Category       , Power       ,2005,327,0.001,0
Southeast As, Singapore      , Middle distilla, Category       , Power       ,2010,62,0,0
Southeast As, Singapore      , Middle distilla, Category       , Residential ,1970,-40,-0.136,-0.043
Southeast As, Singapore      , Middle distilla, Category       , Residential ,1975,-150,-0.511,-0.163
Southeast As, Singapore      , Natural Gas    , Category       , Industrial  ,1980,10488.7,0,0.001
Southeast As, Singapore      , Natural Gas    , Category       , Industrial  ,1985,8875,0,0.001
Southeast As, Singapore      , Natural Gas    , Category       , Industrial  ,1990,2847.6,0,0
Southeast As, Singapore      , Natural Gas    , Category       , Industrial  ,2005,15363,0,0.001
Southeast As, Singapore      , Natural Gas    , Category       , Industrial  ,2010,37271,0,0.002
Southeast As, Singapore      , Natural Gas    , Category       , Power       ,1945,444.8,0,0
Southeast As, Singapore      , Natural Gas    , Category       , Power       ,1950,77.7,0,0
Southeast As, Singapore      , Natural Gas    , Category       , Power       ,1970,-131.9,0,0
Southeast As, Singapore      , Natural Gas    , Category       , Power       ,1995,58878,0,0.004
Southeast As, Singapore      , Natural Gas    , Category       , Power       ,2000,52071,0,0.003
Southeast As, Singapore      , Natural Gas    , Category       , Power       ,2005,256791,0.002,0.017
Southeast As, Singapore      , Natural Gas    , Category       , Power       ,2010,291543,0.002,0.019
Southeast As, Singapore      , Natural Gas    , Category       , Residential ,1970,773,0,0
Southeast As, Singapore      , Natural Gas    , Category       , Residential ,1975,1272,0,0
Southeast As, Singapore      , Natural Gas    , Category       , Residential ,1980,2163,0,0
Southeast As, Singapore      , Natural Gas    , Category       , Residential ,1985,2122,0,0
Southeast As, Singapore      , Natural Gas    , Category       , Residential ,1990,2906,0,0
Southeast As, Singapore      , Natural Gas    , Category       , Residential ,1995,3824,0,0
Southeast As, Singapore      , Natural Gas    , Category       , Residential ,2000,4889,0,0
Southeast As, Singapore      , Natural Gas    , Category       , Residential ,2005,4946,0,0
Southeast As, Singapore      , Natural Gas    , Category       , Residential ,2010,5526,0,0
Southeast As, Singapore      , Natural Gas    , Category       , Transport   ,2005,1884,0,0
Southeast As, Singapore      , Natural Gas    , Category       , Transport   ,2010,604,0,0
Southeast As, Singapore      , Petroleum Coke , Category       , Industrial  ,1970,2,0,0
Southeast As, Singapore      , Petroleum Coke , Category       , Industrial  ,1975,2,0,0
Southeast As, Singapore      , Waste-- Municip, Category       , Power       ,1990,81.6,0.001,0.001
Southeast As, Singapore      , Waste-- Municip, Category       , Power       ,1995,235.2,0.002,0.002
Southeast As, Singapore      , Waste-- Municip, Category       , Power       ,2000,235.2,0.002,0.002
Southeast As, Singapore      , Waste-- Municip, Category       , Power       ,2005,440.7,0.003,0.003
Southeast As, Singapore      , Waste-- Municip, Category       , Power       ,2010,563.6,0.004,0.004
Southeast As, Singapore      , Waste/open     , *Dump burning  , Open burning,1980,9.9,0.015,0.015
Southeast As, Singapore      , Waste/open     , *Dump burning  , Open burning,1985,10.9,0.016,0.016
Southeast As, Singapore      , Waste/open     , *Dump burning  , Open burning,1990,15.2,0.022,0.022
Southeast As, Singapore      , Waste/open     , *Dump burning  , Open burning,1995,21.1,0.031,0.031
Southeast As, Singapore      , Waste/open     , *Dump burning  , Open burning,2000,23.3,0.034,0.034
Southeast As, Thailand       , Agricultural Wa, Category       , Residential ,1925,6.6,0.005,0.017
Southeast As, Thailand       , Agricultural Wa, Category       , Residential ,1930,7.2,0.006,0.018
Southeast As, Thailand       , Agricultural Wa, Category       , Residential ,1935,8.1,0.007,0.021
Southeast As, Thailand       , Agricultural Wa, Category       , Residential ,1940,8.8,0.007,0.022
Southeast As, Thailand       , Agricultural Wa, Category       , Residential ,1945,9.9,0.008,0.025
Southeast As, Thailand       , Agricultural Wa, Category       , Residential ,1950,11.6,0.01,0.03
Southeast As, Thailand       , Agricultural Wa, Category       , Residential ,1955,13.3,0.011,0.034
Southeast As, Thailand       , Agricultural Wa, Category       , Residential ,1960,15.3,0.013,0.039
Southeast As, Thailand       , Agricultural Wa, Category       , Residential ,1965,17.7,0.015,0.045
Southeast As, Thailand       , Agricultural Wa, Category       , Residential ,1970,20.3,0.017,0.052
Southeast As, Thailand       , Agricultural Wa, Category       , Residential ,1975,22.3,0.019,0.057
Southeast As, Thailand       , Agricultural Wa, Category       , Residential ,1980,23.8,0.02,0.061
Southeast As, Thailand       , Agricultural Wa, Category       , Residential ,1985,25.5,0.021,0.065
Southeast As, Thailand       , Agricultural Wa, Category       , Residential ,1990,24.7,0.021,0.063
Southeast As, Thailand       , Agricultural Wa, Category       , Residential ,1995,118,0.098,0.302
Southeast As, Thailand       , Agricultural Wa, Category       , Residential ,2000,127.7,0.106,0.326
Southeast As, Thailand       , Aviation Gasoli, Aircraft       , Transport   ,1950,10,0.001,0
Southeast As, Thailand       , Aviation Gasoli, Aircraft       , Transport   ,1955,21,0.002,0.001
Southeast As, Thailand       , Aviation Gasoli, Aircraft       , Transport   ,1960,33,0.003,0.001
Southeast As, Thailand       , Aviation Gasoli, Aircraft       , Transport   ,1965,4,0,0
Southeast As, Thailand       , Aviation Gasoli, Aircraft       , Transport   ,1970,284,0.03,0.008
Southeast As, Thailand       , Aviation Gasoli, Aircraft       , Transport   ,1975,682,0.072,0.019
Southeast As, Thailand       , Aviation Gasoli, International a, Transport   ,1960,21,0.002,0.001
Southeast As, Thailand       , Aviation Gasoli, International a, Transport   ,1965,34,0.004,0.001
Southeast As, Thailand       , Aviation Gasoli, International a, Transport   ,1970,43,0.005,0.001
Southeast As, Thailand       , Briquettes     , Category       , Industrial  ,1955,1,0,0
Southeast As, Thailand       , Briquettes     , Category       , Industrial  ,1960,3,0,0
Southeast As, Thailand       , Briquettes     , Category       , Industrial  ,1965,4,0,0
Southeast As, Thailand       , Briquettes     , Category       , Industrial  ,1970,10,0,0
Southeast As, Thailand       , Briquettes     , Category       , Industrial  ,1975,30,0,0
Southeast As, Thailand       , Briquettes     , Category       , Industrial  ,1985,10,0,0
Southeast As, Thailand       , Briquettes     , Category       , Industrial  ,1990,15,0,0
Southeast As, Thailand       , Briquettes     , Category       , Industrial  ,1995,20,0,0
Southeast As, Thailand       , Briquettes     , Category       , Industrial  ,2000,16,0,0
Southeast As, Thailand       , Briquettes     , Category       , Industrial  ,2005,14,0,0
Southeast As, Thailand       , Briquettes     , Category       , Industrial  ,2010,237,0.001,0.002
Southeast As, Thailand       , Briquettes     , Category       , Power       ,2000,414,0.001,0.002
Southeast As, Thailand       , Briquettes     , Category       , Power       ,2005,24,0,0
Southeast As, Thailand       , Briquettes     , Category       , Residential ,1975,1,0,0
Southeast As, Thailand       , Brown Coal     , Category       , Industrial  ,1955,42,0.004,0.047
Southeast As, Thailand       , Brown Coal     , Category       , Industrial  ,1960,109,0.009,0.117
Southeast As, Thailand       , Brown Coal     , Category       , Industrial  ,1965,125,0.01,0.13
Southeast As, Thailand       , Brown Coal     , Category       , Industrial  ,1970,67,0.005,0.067
Southeast As, Thailand       , Brown Coal     , Category       , Industrial  ,1975,75,0.006,0.07
Southeast As, Thailand       , Brown Coal     , Category       , Industrial  ,1980,127,0.002,0.017
Southeast As, Thailand       , Brown Coal     , Category       , Industrial  ,1985,535,0.01,0.062
Southeast As, Thailand       , Brown Coal     , Category       , Industrial  ,1990,2582,0.045,0.285
Southeast As, Thailand       , Brown Coal     , Category       , Industrial  ,1995,4915,0.086,0.546
Southeast As, Thailand       , Brown Coal     , Category       , Industrial  ,2000,3412,0.059,0.353
Southeast As, Thailand       , Brown Coal     , Category       , Industrial  ,2005,4460,0.073,0.36
Southeast As, Thailand       , Brown Coal     , Category       , Industrial  ,2010,2037,0.033,0.164
Southeast As, Thailand       , Brown Coal     , Category       , Power       ,1970,333,0.003,0.028
Southeast As, Thailand       , Brown Coal     , Category       , Power       ,1975,424,0.004,0.036
Southeast As, Thailand       , Brown Coal     , Category       , Power       ,1980,1321,0.013,0.111
Southeast As, Thailand       , Brown Coal     , Category       , Power       ,1985,4597,0.045,0.386
