iso,sector,fuel,Unit,X1949,X1950,X1951,X1952,X1953,X1954,X1955,X1956,X1957,X1958,X1959,X1960,X1961,X1962,X1963,X1964,X1965,X1966,X1967,X1968,X1969,X1970,X1971,X1972,X1973,X1974,X1975,X1976,X1977,X1978,X1979,X1980,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,X2017
usa,Industry,gas,kt,76105.4086,84633.31731,96710.3224,99789.13224,102733.1312,103095.1729,112205.432,116335.6377,121904.7249,124299.3362,134776.5603,142575.5404,147264.538,153976.5339,161068.1628,169800.5792,175178.0717,186060.0626,191985.8687,205903.4907,220399.2862,227616.25,236100.3118,235925.6162,247955.5998,238774.3787,203644.4779,209127.9956,206117.5937,203816.0945,204056.835,198887.335,195354.9945,168701.0878,161741.3578,176748.1838,167835.6298,158638.1541,173832.4216,182726.4535,193040.0094,201716.6206,204610.7577,212856.9193,216501.4192,217827.5686,228945.1442,236314.4386,237087.0471,233039.5945,223777.0286,226748.4528,207093.6835,210798.7862,202606.2816,204074.0443,188738.6407,187633.0628,192706.2523,192941.0017,181616.8656,197585.3886,202419.9619,210489.4707,218171.4938,225346.3769,224979.4899,230058.384,234939.1673
usa,Industry,oil,kt,79575.29187,90751.72526,98526.07342,100772.8329,103662.3246,107400.4322,118847.6174,124352.1293,122304.7663,126510.441,134746.0535,135204.1249,135458.8441,141416.0672,147492.4116,155926.4948,161694.773,169488.7352,170941.505,178548.0638,187397.1751,189612.3146,191461.717,209261.9822,222995.2709,214173.6001,201100.1158,222063.5571,240069.9295,242362.1845,266041.0356,241769.7402,212785.3411,202074.8815,191889.3732,209254.6475,202424.304,203512.5009,209655.3538,217046.343,211682.6518,214290.5152,210112.6865,225752.7169,220983.4084,232374.5826,228711.9911,240583.4291,246616.7159,241207.027,250687.7423,244828.0756,243523.1519,245593.6552,244808.9418,260582.7476,253781.5246,258280.2224,251479.7202,227306.6789,212390.1099,224084.8147,224246.9241,227214.9273,234618.8852,227721.5347,232914.9613,234163.3939,236587.5372
usa,Residential,biomass,kt,69576.32688,66302.06844,63182.10375,59288.62625,54856.50531,52733.38375,51105.91438,48708.42688,46275.72875,45394.47406,42656.68313,41318.41563,38696.345,36930.53875,35406.26156,32906.63688,30868.64063,29999.84813,28615.09469,28057.13156,27367.55719,26426.23344,25179.81688,25041.48,23348.205,24459.6475,28050.34,31757.74188,35723.81656,41003.16844,48007.51125,56046.875,57365.625,63959.375,63959.375,64618.75,66596.875,60662.5,56046.875,60003.125,60662.5,38243.75,40221.875,42200,36265.625,34287.5,34287.5,35606.25,28353.125,25056.25,25715.625,27693.75,24396.875,25056.25,26375,27034.375,28353.125,25056.25,27693.75,30990.625,32968.75,29012.5,29671.875,27693.75,38243.75,38702.675,28717.36375,23031.37531,22040.99406
usa,Residential,coal,kt,47543.6304,46777.36392,43291.1939,40172.99328,35928.7488,31959.99374,32287.10285,31455.21859,24468.49944,24783.76051,21471.13786,21917.3351,19964.21515,19545.11597,16550.3399,14293.57104,13277.1623,13231.14005,11445.57994,10152.00346,9588.595968,8186.427648,6757.270128,4567.243968,3731.576688,3314.400768,2561.0256,2345.692608,2274.459264,1984.527216,1521.91872,1229.183424,1211.819616,1270.80576,1226.244096,1573.696253,1552.605667,1599.832685,1442.670264,1423.032106,1174.946472,1219.978973,995.1475968,1004.714928,1015.906147,818.1973296,684.8198784,653.7999888,644.9747472,484.5772512,531.1211472,411.8225328,436.00032,483.909552,499.5397008,464.6460672,342.4934016,263.4409008,319.8850704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
usa,Residential,gas,kt,24519.99016,29604.73213,36431.87104,40069.35351,41638.98824,46795.86165,52470.49661,57500.57907,61767.09932,67053.36538,71953.43462,76661.21697,80253.4681,85935.07274,88321.18676,93290.76188,96136.08733,102034.7785,106247.8088,109517.4734,116356.9048,119042.9538,122346.8701,125654.4145,118794.3128,116980.763,119883.469,122860.6217,117269.5275,118901.221,120650.5161,115162.9407,110135.2929,112451.8055,106875.6293,111241.8256,108227.7717,105145.6919,105489.8558,113020.6463,116924.4327,107192.6067,111400.911,114679.4786,120854.7373,118385.3213,118250.4388,127802.7239,121561.7544,110896.4205,115403.1322,121840.3985,116694.8867,119224.4043,124342.6819,118886.3508,118063.4269,106834.575,115416.0452,119584.0352,116553.9176,116434.5499,114679.4309,101253.6011,119891.4889,125131.6644,114019.4114,107303.4055,109217.7293
usa,Residential,oil,kt,27524.2974,32959.24505,36364.70194,37383.51645,37781.14965,41041.474,44078.87992,46259.33058,45072.43075,49131.66851,49408.69573,56089.98099,57723.6327,60540.20013,61205.77861,59178.55015,61852.47413,61929.82837,64893.69815,68305.17249,70299.33851,70673.05049,71294.69964,74612.26155,72658.12584,66325.71942,64376.18054,69887.57358,69213.93271,67283.75167,53369.48465,44458.83937,39537.48529,37138.68317,35922.04097,39349.66071,40572.04936,39896.1373,42096.41353,43461.28763,43608.16684,36968.16867,36981.47407,37649.51175,38478.04916,37689.8144,37020.50159,40496.92257,38891.26936,35761.38243,40770.38302,43203.70811,42253.68313,40679.98812,42882.23177,41878.26333,40258.83941,34120.99611,35265.57809,37869.34548,33863.26936,32774.70333,30286.55249,25631.83377,28271.2418,30312.33893,29106.02742,25873.79625,25964.56828
usa,Transportation,biomass,kt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82E-12,0,-3.64E-12,0.0659375,0,0,0,1.450625,9.5609375,0.659375,185.811875,1566.41125,1163.599063,1663.866875,1660.635937,1850.074375
usa,Transportation,coal,kt,63666.3888,57163.5792,51007.32,36107.4672,26829.5328,16886.6208,15396.9984,12499.4016,8858.808,4245.696,3237.7968,2763.3312,698.544,623.2464,607.824,645.0192,594.216,552.4848,423.6624,378.3024,283.9536,270.3456,187.7904,147.8736,105.2352,72.576,21.7728,10.8864,8.1648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
usa,Transportation,gas,kt,NA,3101.50905,4755.448303,5118.874321,5689.720023,5697.167081,6058.611991,7311.746719,7392.351584,7713.171833,8630.353507,8574.21414,9328.467534,9449.243552,10428.74661,10729.20679,12329.2026,13199.91176,14182.2552,14542.88857,15527.16538,17771.57048,18274.22308,18780.95724,17728.32025,16346.36572,14192.90068,13336.46505,12955.73416,12863.79163,14602.46505,15511.19717,15714.79785,14605.73507,12059.29446,12999.34242,12397.03767,11913.07432,12776.09774,15078.26527,15486.46912,16228.1198,14806.37602,14514.74729,15388.89355,16911.93643,17279.84977,17588.56855,18625.09412,15898.92161,16119.42138,16039.60419,15706.75407,16682.27104,14976.36946,14367.93043,14891.80238,14917.38971,15836.02738,16520.39299,17063.12127,17160.50588,17508.89457,18612.37206,21178.12251,18133.1586,17778.44468,18300.35939,18088.83428
usa,Transportation,oil,kt,153582.1531,167116.6473,183856.1067,193241.8915,202656.5657,204750.9249,222018.6757,230804.6589,234377.5469,240666.1761,249313.0998,256425.8709,261503.1442,272905.3089,282953.6609,291090.1746,300566.8782,316555.8488,331834.7263,359449.6133,374659.682,387306.3688,403126.0182,427700.4075,450838.325,440096.3427,445694.192,467924.3985,486070.9691,505918.8791,498195.3819,476630.8707,472396.4434,463438.8068,468400.1826,478993.1193,489863.0435,507469.7191,523122.5768,541578.4847,544578.8742,542140.3083,535934.1045,543268.8869,551546.1741,565839.888,578119.7987,593197.7971,599875.7408,615505.7551,632581.7867,646244.0432,640648.9959,653427.0168,655590.3212,677647.0232,686569.4848,694554.0213,696959.6135,659521.1218,638982.912,645279.6546,634301.009,621774.1967,629647.9292,639173.6651,648255.2378,660872.4405,665712.7829
