"FAOST_CODE","Year","sulfateB","sulfateUn","SulfiteB","SulfiteUn"
"9","2007","375000","126000","0","0"
"9","2008","653000","27000","0","0"
"9","2009","476000","25000","22000","0"
"9","2010","476000","0","30000","0"
"9","2011","198000","95000","204000","0"
"9","2012","307000","98000","188000","0"
"9","2013","307000","98000","188000","0"
"9","2014","307000","98000","188000","0"
"10","1967","79500","89500","3800","13700"
"10","1968","84300","86800","8300","12700"
"10","1969","65500","77200","34200","13600"
"10","1970","89400","72800","",""
"10","1971","91700","73100","",""
"10","1972","86200","71500","",""
"10","1973","86000","61000","25000","3000"
"10","1974","46000","94000","27000","6000"
"10","1975","46000","85000","28000","10000"
"10","1976","45000","80000","26000","12000"
"10","1977","103000","50000","27000","12000"
"10","1978","103000","53000","25000","9000"
"10","1979","102000","56000","28000","11000"
"10","1980","109000","62000","33000","12000"
"10","1981","117000","60000","28000","10000"
"10","1982","106000","59000","28000","12000"
"10","1983","105000","71000","28000","12000"
"10","1984","125000","86000","28000","14000"
"10","1985","139000","135000","26000","11000"
"10","1986","141000","148000","26000","11000"
"10","1987","142000","169000","37000","10000"
"10","1988","176000","167000","29000","11000"
"10","1989","181000","172000","30000","11000"
"10","1990","18000","313000","35000","8000"
"10","1991","195000","139000","35000","8000"
"10","1992","235000","168000","42000","10000"
"10","1993","234000","168000","42000","10000"
"10","1994","205000","177000","38000","11000"
"10","1995","193000","189000","69000","8000"
"10","1996","203000","162000","73000","10000"
"10","1997","203000","159000","69000","12000"
"10","1998","180000","181000","69000","39000"
"10","1999","139000","167000","78000","7000"
"10","2000","138000","176000","80000","7000"
"10","2001","145000","177000","83000","7000"
"10","2002","140000","180000","78000","209000"
"10","2003","114000","186000","83000","245000"
"10","2004","118000","172000","64000","281000"
"10","2005","135000","190000","59000","289000"
"10","2006","137000","190000","62000","304000"
"10","2007","135000","195000","72000","317000"
"10","2008","137000","446000","65000","259000"
"10","2009","137000","474000","69000","4000"
"10","2010","2e+05","541000","67000","4000"
"10","2011","180000","656000","63000","3000"
"10","2012","224000","693000","20000","0"
"10","2013","224000","693000","20000","0"
"10","2014","224000","693000","20000","0"
"11","1964","","125200","320600",""
"11","1965","8100","120800","233400","102500"
"11","1966","8900","119600","246100","95500"
"11","1967","6700","130100","271400","99300"
"11","1968","7500","143300","294100","102700"
"11","1969","10100","150700","324600","95200"
"11","1970","9500","159300","369100","76200"
"11","1971","9600","156400","359000","92800"
"11","1972","8700","156700","375600","100200"
"11","1973","6300","165300","396000","106900"
"11","1974","5000","208000","424000","29000"
"11","1975","4000","2e+05","398000","29000"
"11","1976","6000","210000","434000","30000"
"11","1977","7000","241000","471000","33000"
"11","1978","5000","264000","482000","40000"
"11","1979","6000","295000","548000","34000"
"11","1980","7000","292000","548000","41000"
"11","1981","5000","297000","519000","39000"
"11","1982","7000","294000","520000","32000"
"11","1983","6000","284000","501000","60000"
"11","1984","11000","316000","544000","52000"
"11","1985","139000","319000","481000","25000"
"11","1986","168000","331000","488000","49000"
"11","1987","183000","338000","438000","54000"
"11","1988","2e+05","358000","437000","49000"
"11","1989","215000","361000","440000","50000"
"11","1990","207000","343000","368000","47000"
"11","1991","210000","358000","355000","46000"
"11","1992","209000","356000","353000","46000"
"11","1993","205000","362000","315000","49000"
"11","1994","232000","406000","365000","39000"
"11","1995","239000","417000","380000","39000"
"11","1996","244000","395000","371000","41000"
"11","1997","242000","421000","397000","37000"
"11","1998","279000","412000","394000","31000"
"11","1999","282000","431000","421000","0"
"11","2000","302000","465000","423000","0"
"11","2001","315000","451000","394000","0"
"11","2002","320000","453000","412000","0"
"11","2003","324000","464000","420000","0"
"11","2004","331059","495941","446378","0"
"11","2005","339000","491000","447000","0"
"11","2006","358000","492000","440000","0"
"11","2007","378000","506000","449000","0"
"11","2008","380071","503953","451336","0"
"11","2009","390212","485371","359196","0"
"11","2010","400081","519802","424254","0"
"11","2011","395336","502562","438329","0"
"11","2012","412043","524291","400731","0"
"11","2013","394087","523216","273797","0"
"11","2014","371864","493711","258357","0"
"15","1964","26700","","","35300"
"15","1965","79000","","","36000"
"15","1966","69200","25500","12600","23100"
"15","1967","89000","26000","12000","22000"
"15","1968","106000","29000","13000","23000"
"15","1969","115000","29000","15000","25000"
"15","1970","106000","29000","21000","19000"
"15","1971","125000","24000","20000","15000"
"15","1972","159000","29000","25000","15000"
"15","1973","169000","30000","28000","18000"
"15","1974","182000","28000","30000","11000"
"15","1975","128000","22000","24000","5000"
"15","1976","152000","18000","29000","5000"
"15","1977","182000","17000","26000","3000"
"15","1978","166000","10000","24000","2000"
"15","1979","188000","7500","17500","1000"
"15","1980","191000","8000","17900","1100"
"15","1981","184000","7000","17000","1000"
"15","1982","180000","7000","17000","1000"
"15","1983","180000","7000","17000","1000"
"15","1984","185000","","29000","2000"
"15","1985","178000","","28000","2000"
"15","1986","157000","","24000","2000"
"15","1987","186000","0","28000","3000"
"15","1988","191000","","29000","3000"
"15","1989","191000","","29000","3000"
"15","1990","187000","","28000","3000"
"15","1991","197000","","28000","3000"
"15","1992","196000","","28000","3000"
"15","1993","92000","","13000","2000"
"15","1994","144000","0","20000","4000"
"15","1995","144000","0","20000","4000"
"15","1996","209000","0","0","0"
"15","1997","209000","0","0","0"
"15","1998","209000","0","16000","0"
"15","1999","235000","0","0","0"
"16","1972","3500","","",""
"16","1973","4300","","",""
"16","1974","5000","","",""
"16","1975","8500","","",""
"16","1976","9800","","",""
"16","1977","9800","","",""
"16","1978","12000","","",""
"16","1979","16600","","",""
"16","1980","16600","","",""
"16","1981","16600","","",""
"16","1982","16600","","",""
"16","1983","16600","","",""
"16","1984","16600","","",""
"16","1985","36000","","",""
"16","1986","35000","","",""
"16","1987","43000","","",""
"16","1988","49000","","",""
"16","1989","47000","","",""
"16","1990","54000","","",""
"16","1991","51000","","",""
"16","1992","51000","","",""
"16","1993","51000","","",""
"16","1994","51000","","",""
"16","1995","46000","","",""
"16","1996","46000","","",""
"16","1997","42000","","",""
"16","1998","11000","","",""
"16","1999","11000","","",""
"16","2000","11000","","",""
"16","2001","11000","","",""
"16","2002","11000","","",""
"16","2003","11000","","",""
"16","2004","11000","","",""
"16","2005","11000","","",""
"16","2006","11000","","",""
"16","2007","11000","","",""
"16","2008","11000","","",""
"16","2009","11000","","",""
"16","2010","11000","","",""
"16","2011","11000","","",""
"16","2012","11000","","",""
"16","2013","11000","","",""
"16","2014","11000","","",""
"21","1961","63100","41600","29500","31000"
"21","1962","86100","48200","27900","35900"
"21","1963","104600","62500","26100","41300"
"21","1964","118500","84100","23900","35700"
"21","1965","136400","103000","30500","43200"
"21","1966","163100","125300","29300","52500"
"21","1967","185000","122400","27500","61700"
"21","1968","224000","136800","24500","63000"
"21","1969","241800","154700","25600","69600"
"21","1970","269600","186000","46600","56800"
"21","1971","262000","189000","52600","41700"
"21","1972","318000","267000","49000","40000"
"21","1973","376000","315000","57000","47000"
"21","1974","417000","422000","57000","63000"
"21","1975","370000","472000","63000","46000"
"21","1976","507000","520000","64000","41000"
"21","1977","654000","588000","63000","42000"
"21","1978","903000","728000","40000","33000"
"21","1979","1078000","728000","40000","33000"
"21","1980","1660000","1128000","62000","51000"
"21","1981","1616000","1098000","60000","50000"
"21","1982","1820000","1237000","68000","56000"
"21","1983","950000","1240000","71000","58000"
"21","1984","1399000","1288000","71000","58000"
"21","1985","1362000","891000","16000","4000"
"21","1986","1534000","950000","19000","4000"
"21","1987","2371000","963000","22000","3000"
"21","1988","2359000","1010000","26000","4000"
"21","1989","2539000","1195000","28000","1000"
"21","1990","2557000","1178000","17000","3000"
"21","1991","2981000","1177000","19000","3000"
"21","1992","3453000","1224000","22000",""
"21","1993","3606000","1247000","17000",""
"21","1994","3995000","1227000","18000","0"
"21","1995","4001000","1310000","20000","0"
"21","1996","4326000","1284000","17000","0"
"21","1997","4424000","1353000","18000","0"
"21","1998","4812000","1315000","20000","0"
"21","1999","5120000","1379000","22000","0"
"21","2000","5292000","1376000","21000","0"
"21","2001","5332000","1457000","25000","0"
"21","2002","5807000","1553000","27000","0"
"21","2003","6868000","1607000","31000","0"
"21","2004","7273000","1608000","36000","0"
"21","2005","8061000","1621000","29000","0"
"21","2006","8959000","1659000","32000","0"
"21","2007","9601000","1782000","35000","0"
"21","2008","10119000","1950000","31000","0"
"21","2009","10881000","1888000","31000","0"
"21","2010","11622000","1992000","25000","0"
"21","2011","11407000","1956000","26000","0"
"21","2012","11545000","1802000","7000","0"
"21","2013","12510000","1997000","0","0"
"21","2014","13831000","2031000","0","0"
"27","1961","","21300","",""
"27","1962","","29000","",""
"27","1963","","38100","",""
"27","1964","","58500","",""
"27","1965","","65900","",""
"27","1966","","70000","",""
"27","1967","","70000","",""
"27","1968","","76000","",""
"27","1969","","75000","",""
"27","1970","","77000","",""
"27","1971","","51100","",""
"27","1972","","54600","",""
"27","1973","","80100","",""
"27","1974","","153700","",""
"27","1975","","156000","",""
"27","1976","","181000","",""
"27","1977","50000","129000","",""
"27","1978","58000","151000","",""
"27","1979","65000","156000","",""
"27","1980","60000","156000","",""
"27","1981","69000","154000","",""
"27","1982","67000","145000","",""
"27","1983","56000","147000","",""
"27","1984","58000","137000","",""
"27","1985","57000","117000","",""
"27","1986","53000","109000","",""
"27","1987","53000","109000","",""
"27","1988","57000","133000","",""
"27","1989","58000","117000","",""
"27","1990","45000","65000","",""
"27","1991","45000","65000","",""
"27","1992","30000","49000","",""
"27","1993","30000","49000","",""
"27","1994","35000","44000","",""
"27","1995","40000","39000","",""
"27","1996","40000","39000","",""
"27","1997","40000","39000","",""
"27","1998","40000","39000","",""
"27","1999","74000","0","0","0"
"27","2000","77000","0","0","0"
"27","2001","89000","0","0","0"
"27","2002","89000","0","0","0"
"27","2003","89000","0","0","0"
"27","2004","110000","20000","0","0"
"27","2005","110000","20000","0","0"
"27","2006","110000","20000","0","0"
"27","2007","110000","20000","0","0"
"27","2008","111762","18174","0","0"
"27","2009","111762","18174","0","0"
"27","2010","111359","18096","0","0"
"27","2011","110997","17901","0","0"
"27","2012","110996","17901","0","0"
"27","2013","111000","17900","0","0"
"27","2014","111000","17900","0","0"
"32","1980","25000","","",""
"32","1981","60000","","",""
"32","1987","0","","",""
"32","1994","0","","",""
"32","1995","0","","",""
"32","1996","0","","",""
"32","1997","0","","",""
"32","1998","0","","",""
"32","1999","0","","",""
"32","2000","0","","",""
"32","2001","0","","",""
"32","2002","0","","",""
"32","2003","0","","",""
"32","2004","0","","",""
"32","2005","0","","",""
"32","2006","0","","",""
"32","2007","0","","",""
"32","2008","0","","",""
"32","2009","0","","",""
"32","2010","0","","",""
"32","2011","0","","",""
"32","2012","0","","",""
"32","2013","0","","",""
"32","2014","0","","",""
"33","1964","3201500","","","2639100"
"33","1965","2333100","1142100","816500","1836400"
"33","1966","2870000","1337000","815000","2001000"
"33","1967","3258800","1345700","738000","1853800"
"33","1968","4152700","1328500","681300","1740500"
"33","1969","5014000","1293000","683000","1874000"
"33","1970","4744000","1348000","684000","1898000"
"33","1971","5004000","1467000","587000","1706000"
"33","1972","5518000","1648000","526000","1730000"
"33","1973","6146000","1933000","507000","1770000"
"33","1974","6506000","1951000","734000","1865000"
"33","1975","5082000","1314000","516000","1443000"
"33","1976","6322000","1563000","609000","1654000"
"33","1977","6520000","1635000","574000","1633000"
"33","1978","7037000","1649000","462000","1805000"
"33","1979","7481000","1690000","407000","1833000"
"33","1980","7859000","1690000","407000","1833000"
"33","1981","7312000","1790000","430000","1819000"
"33","1982","6836000","1142000","281000","1444000"
"33","1983","7762000","1486000","305000","1353000"
"33","1984","7899000","1512000","311000","1377000"
"33","1985","7999000","1512000","311000","1377000"
"33","1986","8812000","1410000","429000","1248000"
"33","1987","9336000","1494000","454000","1322000"
"33","1988","9352000","1497000","455000","1324000"
"33","1989","9500000","1350000","415000","1212000"
"33","1990","8841000","1256000","387000","1128000"
"33","1991","9413000","1417000","412000","720000"
"33","1992","9685000","1328000","334000","519000"
"33","1993","9661000","1372000","304000","511000"
"33","1994","10965000","1492000","314000","508000"
"33","1995","11154000","1438000","370000","534000"
"33","1996","10797000","1440000","331000","435000"
"33","1997","10986000","1407000","306000","376000"
"33","1998","10858000","1323000","191000","268000"
"33","1999","11423000","1399000","184000","362000"
"33","2000","11694000","1324000","191000","344000"
"33","2001","11232000","1336000","197000","214000"
"33","2002","11598000","1369000","196000","218000"
"33","2003","11708000","1313000","213000","202000"
"33","2004","11695000","1379000","211000","166000"
"33","2005","11168000","1236000","206000","152000"
"33","2006","10262000","1060000","211000","68000"
"33","2007","10036000","994000","204000","66000"
"33","2008","9194000","746000","219000","65000"
"33","2009","7586000","771000","141000","34000"
"33","2010","8467000","485000","228000","50000"
"33","2011","8877000","419000","235000","29000"
"33","2012","8430000","396000","272000","0"
"33","2013","8420000","434000","265000","0"
"33","2014","8215000","437000","270000","0"
"38","1989","1200","","",""
"38","1990","2300","","",""
"38","1991","3000","","",""
"38","1992","1200","","",""
"38","1993","2000","","",""
"38","1994","2000","","",""
"38","1995","2400","","",""
"38","1996","2400","","",""
"38","1997","2400","","",""
"38","1998","2400","","",""
"38","1999","2400","","",""
"38","2000","1200","","",""
"38","2001","2600","","",""
"38","2002","2600","","",""
"38","2003","2600","","",""
"38","2004","2600","","",""
"38","2005","2600","","",""
"38","2006","2600","","",""
"38","2007","2600","","",""
"38","2008","2600","","",""
"38","2009","2600","","",""
"38","2010","2600","","",""
"38","2011","2600","","",""
"38","2012","2600","","",""
"38","2013","2600","","",""
"38","2014","2600","","",""
"40","1967","49200","143000","","12200"
"40","1968","102600","115300","","13200"
"40","1969","91700","104800","","14000"
"40","1970","110000","113100","","14000"
"40","1971","135300","81200","","16000"
"40","1972","139000","90500","","13200"
"40","1973","138000","91000","","13000"
"40","1974","180000","120000","","13500"
"40","1975","199000","112000","","15000"
"40","1976","244000","131000","","19000"
"40","1977","269000","190000","","15000"
"40","1978","283000","233000","","20000"
"40","1979","308000","243000","","19000"
"40","1980","314500","299000","","18000"
"40","1981","314000","288000","","16000"
"40","1982","314000","222000","","16000"
"40","1983","343000","291000","","22000"
"40","1984","370000","289000","","23000"
"40","1985","366000","290000","","23000"
"40","1986","392000","278000","","22000"
"40","1987","408000","282000","","19000"
"40","1988","413000","290000","","24000"
"40","1989","393000","263000","","24000"
"40","1990","420000","290000","","22000"
"40","1991","589000","324000","","19000"
"40","1992","1149000","330000","","20000"
"40","1993","1332000","330000","","20000"
"40","1994","1418000","336000","","15000"
"40","1995","1553000","357000","","19000"
"40","1996","1583000","335000","","14000"
"40","1997","1580000","288000","","0"
"40","1998","1616000","364000","","0"
"40","1999","1698000","366000","","0"
"40","2000","1807000","413000","","0"
"40","2001","1856000","426000","","0"
"40","2002","1843000","435000","","0"
"40","2003","1920000","394000","","0"
"40","2004","2442000","389000","","0"
"40","2005","2367000","391000","","0"
"40","2006","2594000","377000","","0"
"40","2007","3774000","407000","","0"
"40","2008","4092000","394000","0","0"
"40","2009","4056000","434000","0","0"
"40","2010","3271000","373000","0","0"
"40","2011","3970000","441000","0","0"
"40","2012","4165000","467000","0","0"
"40","2013","4303000","490000","0","0"
"40","2014","4405000","490000","0","0"
"41","1985","102000","730000","94000","13000"
"41","1986","128000","782000","90000","20000"
"41","1987","132000","786000","59000","21000"
"41","1988","148000","821000","69000","14000"
"41","1989","143000","818000","68000","11000"
"41","1990","97000","829000","69000","6000"
"41","1991","144000","809000","62000","10000"
"41","1992","157000","872000","66000","10000"
"41","1993","181000","1003000","76000","11000"
"41","1994","208000","1153000","87000","13000"
"41","1995","0","1360000","0","0"
"41","1996","0","830000","0","0"
"41","1997","0","1390000","0","0"
"41","1998","0","1410000","0","0"
"41","1999","273000","1057000","0","0"
"41","2000","283000","1097000","0","0"
"41","2001","291000","1129000","0","0"
"41","2002","291000","1129000","0","0"
"41","2003","291000","1129000","0","0"
"41","2004","291000","1129000","0","0"
"41","2005","304000","1129000","0","0"
"41","2006","1855000","1129000","0","0"
"41","2007","2648000","1129000","0","0"
"41","2008","3014000","1129000","0","0"
"41","2009","1806000","1129000","0","0"
"41","2010","3376000","1129000","0","0"
"41","2011","4628000","1129000","0","0"
"41","2012","4445000","1084000","0","0"
"41","2013","5018000","1222000","0","0"
"41","2014","5827000","1222000","0","0"
"44","1962","","5000","",""
"44","1963","","9000","",""
"44","1964","","11000","",""
"44","1965","","12000","",""
"44","1966","","27000","",""
"44","1967","","25000","",""
"44","1968","","26000","",""
"44","1969","","30000","",""
"44","1970","","30000","",""
"44","1971","","35000","",""
"44","1972","","49000","",""
"44","1973","","50000","",""
"44","1974","","70000","",""
"44","1975","","61000","",""
"44","1976","","77000","",""
"44","1977","","81000","",""
"44","1978","","78000","",""
"44","1979","","79000","",""
"44","1980","","86000","",""
"44","1981","","85000","",""
"44","1982","","93000","",""
"44","1983","","89000","",""
"44","1984","","89000","",""
"44","1985","","111000","",""
"44","1986","","122000","",""
"44","1987","","127000","",""
"44","1988","","128000","",""
"44","1989","","128000","",""
"44","1990","","131000","",""
"44","1991","","131000","",""
"44","1992","","134000","",""
"44","1993","","129000","",""
"44","1994","","130000","",""
"44","1995","","131000","",""
"44","1996","72000","59000","",""
"44","1997","84000","55000","",""
"44","1998","76000","66000","",""
"44","1999","77000","68000","",""
"44","2000","86000","77000","",""
"44","2001","79000","73000","",""
"44","2002","78000","77000","",""
"44","2003","80000","81000","",""
"44","2004","79000","76000","",""
"44","2005","81000","75000","",""
"44","2006","85000","68000","",""
"44","2007","86000","56000","",""
"44","2008","83000","64000","0","0"
"44","2009","97000","77000","0","0"
"44","2010","113600","86621","0","0"
"44","2011","118456","85044","0","0"
"44","2012","124000","96000","0","0"
"44","2013","122106","80653","0","0"
"44","2014","115384","84947","0","0"
"50","1998","0","0","0","0"
"50","1999","0","0","0","0"
"50","2000","0","0","0","0"
"50","2001","0","0","0","0"
"50","2002","0","0","0","0"
"50","2003","0","0","0","0"
"50","2004","0","0","0","0"
"50","2005","0","0","0","0"
"50","2006","0","0","0","0"
"50","2007","0","0","0","0"
"50","2008","0","0","0","0"
"50","2009","0","0","0","0"
"50","2010","0","0","0","0"
"50","2011","0","0","0","0"
"50","2012","0","0","0","0"
"50","2013","0","0","0","0"
"50","2014","0","0","0","0"
"51","1961","","99200","123100","345500"
"51","1962","","105200","119100","347100"
"51","1963","2700","103800","116800","349200"
"51","1964","6100","104300","118000","347900"
"51","1965","11200","107800","119300","346700"
"51","1966","16500","111000","126100","353700"
"51","1967","15600","112200","130200","357000"
"51","1968","16000","114600","130700","215300"
"51","1969","15000","114200","125500","206000"
"51","1970","","113900","133300","212300"
"51","1971","","114800","138700","207900"
"51","1972","","116100","144900","200400"
"51","1973","4000","80700","158900","174600"
"51","1974","2500","93700","160000","169700"
"51","1975","33000","127000","143000","167000"
"51","1976","64000","167000","133000","160000"
"51","1977","78000","168000","128000","160000"
"51","1978","82000","171000","131000","161000"
"51","1979","96000","161000","142000","157000"
"51","1980","93000","183000","143000","132000"
"51","1981","108000","193000","136000","132000"
"51","1982","201000","298000","124000","139000"
"51","1983","257000","355000","94000","136000"
"51","1984","273000","382000","182000","136000"
"51","1985","274000","384000","225000","134000"
"51","1986","278000","372000","268000","128000"
"51","1987","270000","363000","261000","130000"
"51","1988","290000","369000","280000","130000"
"51","1989","285000","297000","267000","144000"
"51","1990","305000","377000","250000","144000"
"51","1991","308000","358000","225000","78000"
"51","1992","84000","2e+05","150000","252000"
"52","2000","0","0","0","0"
"52","2001","0","0","0","0"
"52","2002","0","0","0","0"
"52","2003","0","0","0","0"
"52","2004","0","0","0","0"
"52","2005","0","0","0","0"
"52","2006","0","0","0","0"
"52","2007","0","0","0","0"
"52","2008","0","0","0","0"
"52","2009","0","0","0","0"
"52","2010","0","0","0","0"
"52","2011","0","0","0","0"
"52","2012","0","0","0","0"
"52","2013","0","0","0","0"
"52","2014","0","0","0","0"
"54","1998","0","0","0","0"
"54","1999","0","0","0","0"
"54","2000","0","0","0","0"
"54","2001","0","0","0","0"
"54","2002","0","0","0","0"
"54","2003","0","0","0","0"
"54","2004","0","0","0","0"
"54","2005","0","0","0","0"
"54","2006","0","0","0","0"
"54","2007","0","0","0","0"
"54","2008","0","0","0","0"
"54","2009","0","0","0","0"
"54","2010","0","0","0","0"
"54","2011","0","0","0","0"
"54","2012","0","0","0","0"
"54","2013","0","0","0","0"
"54","2014","0","0","0","0"
"57","1992","","","","37000"
"57","1993","","","","26000"
"57","1994","","","","31000"
"57","1995","","","","31000"
"57","1996","","","","31000"
"57","1997","","","","31000"
"57","1998","0","0","0","43300"
"57","1999","0","0","0","51700"
"57","2000","0","0","0","55900"
"57","2001","0","0","0","58100"
"57","2002","0","0","0","59200"
"57","2003","0","0","0","60600"
"57","2004","0","0","0","61200"
"57","2005","0","0","0","61300"
"57","2006","0","0","0","65900"
"57","2007","0","0","0","65900"
"57","2008","0","0","0","65900"
"57","2009","0","0","0","45100"
"57","2010","0","0","0","50700"
"57","2011","0","0","0","50700"
"57","2012","0","0","0","55400"
"57","2013","0","0","0","32900"
"57","2014","0","0","0","32900"
"59","2007","41000","","",""
"59","2008","41000","","",""
"59","2009","41000","","",""
"59","2010","41000","","",""
"59","2011","41000","","",""
"59","2012","41000","","",""
"59","2013","41000","","",""
"59","2014","41000","","",""
"63","1992","","14000","","21000"
"63","1993","","14000","","21000"
"63","1994","","14000","","21000"
"63","1995","","6000","","0"
"63","1996","","21000","","0"
"63","1997","","36000","","0"
"63","1998","0","44000","0","0"
"63","1999","0","49500","0","0"
"63","2000","0","54000","0","0"
"63","2001","0","51700","0","0"
"63","2002","0","65300","0","0"
"63","2003","0","67100","0","0"
"63","2004","0","68600","0","0"
"63","2005","0","67000","0","0"
"63","2006","0","69000","0","0"
"63","2007","0","64000","0","0"
"63","2008","0","61591","0","0"
"63","2009","0","60500","0","0"
"63","2010","0","72794","0","0"
"63","2011","0","70000","0","0"
"63","2012","0","74446","0","0"
"63","2013","0","72830","0","0"
"63","2014","0","70000","0","0"
"67","1964","","2076000","","1196000"
"67","1965","840000","1339000","471000","743000"
"67","1966","957000","1348000","443000","731000"
"67","1967","1052000","1421000","420000","685000"
"67","1968","1161000","1421000","451000","678000"
"67","1969","1267000","1458000","477000","694000"
"67","1970","1436000","1290000","482000","697000"
"67","1971","1402000","1187000","465000","621000"
"67","1972","1488000","1249000","479000","607000"
"67","1973","1563000","1289000","483000","618000"
"67","1974","1527000","1259000","452000","621000"
"67","1975","1306000","971000","380000","515000"
"67","1976","1461000","1009000","433000","382000"
"67","1977","1576000","869000","350000","268000"
"67","1978","2094000","1015000","3e+05","230000"
"67","1979","2574000","1165000","334000","237000"
"67","1980","2709000","1087000","372000","229000"
"67","1981","2819000","973000","347000","210000"
"67","1982","2638000","849000","231000","169000"
"67","1983","2916000","876000","240000","163000"
"67","1984","3243000","937000","207000","181000"
"67","1985","3406000","860000","176000","138000"
"67","1986","3569000","816000","119000","97000"
"67","1987","3869000","844000","115000","89000"
"67","1988","4237000","799000","90000","72000"
"67","1989","4490000","734000","85000","69000"
"67","1990","4199000","671000","102000","66000"
"67","1991","4140000","623000","10000","51000"
"67","1992","4254000","605000","","54000"
"67","1993","4800000","665000","","0"
"67","1994","5157000","687000","0","0"
"67","1995","5102000","680000","0","0"
"67","1996","5097000","639000","0","0"
"67","1997","5957000","663000","0","0"
"67","1998","6065000","653000","0","0"
"67","1999","6312000","665000","0","0"
"67","2000","6393000","707000","0","0"
"67","2001","5903000","644000","0","0"
"67","2002","6449000","693000","0","0"
"67","2003","6691000","659000","0","0"
"67","2004","7112000","671000","0","0"
"67","2005","6247000","526000","0","0"
"67","2006","7308000","638000","0","0"
"67","2007","7097000","602000","0","0"
"67","2008","6632000","527000","0","0"
"67","2009","5119000","399000","0","0"
"67","2010","6273000","460000","0","0"
"67","2011","6286000","462000","0","0"
"67","2012","6274000","377000","0","1e+05"
"67","2013","6420000","353000","0","1e+05"
