"Data.Type","Emission","Region","Sector","Start.Year","End.Year","Source.Comment"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file SO2_1.AA.3.E_netEmission"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file SO2_1.AA.4.A_netEmission"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file SO2_1.AA.4.B_netEmission"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file SO2_1.AA.4.C_netEmission"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file SO2_1.AA.5.B_netEmission"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file SO2_1.B_netEmission"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file SO2_1.B.1.A_netEmission"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file SO2_1.B.1.B_netEmission"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file SO2_1.B.1.C_netEmission"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file SO2_1.B.2_netEmission"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file SO2_1.B.2.A_netEmission"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file SO2_1.B.2.B_netEmission"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file SO2_1.B.2.C_netEmission"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file SO2_1.B.2.C.1_netEmission"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file SO2_1.B.2.C.2_netEmission"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file SO2_1.B.2.D_netEmission"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file SO2_2_netEmission"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file SO2_2.1_netEmission"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file SO2_2.A.1_netEmission"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file SO2_2.A.6_netEmission"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file SO2_2.A.7_netEmission"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file SO2_2.A.7.1_netEmission"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file SO2_2.B.1_netEmission"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file SO2_2.B.4_netEmission"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file SO2_2.B.5_netEmission"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file SO2_2.C_netEmission"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file SO2_2.C.1_netEmission"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file SO2_2.C.2_netEmission"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file SO2_2.C.3_netEmission"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file SO2_2.C.5_netEmission"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file SO2_2.D_netEmission"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file SO2_2.D.1_netEmission"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file SO2_2.G_netEmission"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file SO2_3_netEmission"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file SO2_4_netEmission"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file SO2_4.D_netEmission"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file SO2_6.C_netEmission"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file SO2_6.D_netEmission"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file SO2_7_netEmission"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file SO2_Aviation_netEmission"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file SO2_International Bunkers_netEmission"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file SO2_Marine_netEmission"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file SO2_Memo Items_netEmission"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file SO2_Multilateral Operations_netEmission"
"Default SO2 Emissions","NA","Russian Federation, Monaco & Liechtenstein","All","1990","2012","The Russian Federation's emissions are too low to be accurate,and have thus been removed. Additionally Liechtenstein and Monaco emissionshave been removed temporarily."
