"fao_code","iso","year","value","flow"
"150","nld","1969","218000","production"
"150","nld","1997","138000","production"
"150","nld","1972","172000","production"
"150","nld","2000","137000","production"
"150","nld","2009","71507","production"
"150","nld","1998","129000","production"
"150","nld","1971","162000","production"
"150","nld","1965","158000","production"
"150","nld","2007","139380","production"
"150","nld","1981","2e+05","production"
"150","nld","1999","117000","production"
"150","nld","1976","162000","production"
"150","nld","1993","119000","production"
"150","nld","1996","125000","production"
"150","nld","2008","141559","production"
"150","nld","1988","180000","production"
"150","nld","2013","40600","production"
"150","nld","1992","135000","production"
"150","nld","1983","146000","production"
"150","nld","2012","39400","production"
"150","nld","1986","133000","production"
"150","nld","1995","148000","production"
"150","nld","1966","191000","production"
"150","nld","1979","146000","production"
"150","nld","1977","152000","production"
"150","nld","2003","124000","production"
"150","nld","1963","137000","production"
"150","nld","2011","34000","production"
"150","nld","2005","117000","production"
"150","nld","2002","118000","production"
"154","mkd","1998","213","production"
"154","mkd","2006","0","production"
"154","mkd","2012","0","production"
"154","mkd","2010","0","production"
"154","mkd","2009","0","production"
"154","mkd","2011","0","production"
"154","mkd","2005","0","production"
"154","mkd","1999","716","production"
"154","mkd","2014","0","production"
"154","mkd","2002","0","production"
"154","mkd","2003","0","production"
"154","mkd","2008","0","production"
"154","mkd","2001","0","production"
"154","mkd","2007","0","production"
"154","mkd","2000","0","production"
"154","mkd","2004","0","production"
"154","mkd","2013","0","production"
"156","nzl","1974","893000","production"
"156","nzl","2004","1596000","production"
"156","nzl","1971","580600","production"
"156","nzl","1993","1373000","production"
"156","nzl","1989","1259000","production"
"156","nzl","2012","1583911","production"
"156","nzl","1990","1234000","production"
"156","nzl","1998","1418000","production"
"156","nzl","1979","1043000","production"
"156","nzl","2003","1419000","production"
"156","nzl","1978","1097000","production"
"156","nzl","1991","1350000","production"
"156","nzl","1962","308400","production"
"156","nzl","2006","1487732","production"
"156","nzl","1969","561800","production"
"156","nzl","1975","953000","production"
"156","nzl","1999","1467000","production"
"156","nzl","1985","1135000","production"
"156","nzl","1987","1108000","production"
"156","nzl","1981","1205000","production"
"156","nzl","1966","436100","production"
"156","nzl","1995","1415000","production"
"156","nzl","1986","1110000","production"
"156","nzl","1973","816000","production"
"156","nzl","1970","576000","production"
"156","nzl","2010","1542795","production"
"156","nzl","1984","1072000","production"
"156","nzl","1980","1122000","production"
"156","nzl","2013","1494000","production"
"156","nzl","2009","1520386","production"
"156","nzl","2001","1501000","production"
"156","nzl","1988","1211000","production"
"156","nzl","1972","600300","production"
"156","nzl","1965","417500","production"
"156","nzl","2011","1617264","production"
"156","nzl","1968","493800","production"
"156","nzl","2014","1468050","production"
"156","nzl","2008","1543681","production"
"156","nzl","1961","280000","production"
"156","nzl","1963","375400","production"
"156","nzl","1996","1360000","production"
"156","nzl","1967","481100","production"
"156","nzl","2005","1604961","production"
"156","nzl","1964","402700","production"
"156","nzl","2002","1551000","production"
"156","nzl","1997","1412000","production"
"156","nzl","1976","1103000","production"
"156","nzl","2007","1533040","production"
"156","nzl","1992","1287000","production"
"156","nzl","1983","1042000","production"
"156","nzl","1994","1364000","production"
"156","nzl","1982","1134000","production"
"156","nzl","2000","1606000","production"
"156","nzl","1977","1084000","production"
"159","nga","1986","16600","production"
"159","nga","1992","6600","production"
"159","nga","1997","15000","production"
"159","nga","2009","23000","production"
"159","nga","1985","13600","production"
"159","nga","2013","23000","production"
"159","nga","1984","2000","production"
"159","nga","1994","6600","production"
"159","nga","2005","23000","production"
"159","nga","1996","6600","production"
"159","nga","2012","23000","production"
"159","nga","2011","23000","production"
"159","nga","1987","16600","production"
"159","nga","2003","23000","production"
"159","nga","2008","23000","production"
"159","nga","2014","23000","production"
"159","nga","1999","23000","production"
"159","nga","1989","6600","production"
"159","nga","1993","6600","production"
"159","nga","1990","6600","production"
"159","nga","2010","23000","production"
"159","nga","1988","16600","production"
"159","nga","2000","23000","production"
"159","nga","2007","23000","production"
"159","nga","1995","6600","production"
"159","nga","2006","23000","production"
"159","nga","2001","23000","production"
"159","nga","1991","6600","production"
"159","nga","1998","23000","production"
"159","nga","2002","23000","production"
"159","nga","2004","23000","production"
"162","nor","1971","1977000","production"
"162","nor","2012","1389000","production"
"162","nor","1991","2108000","production"
"162","nor","1987","1980000","production"
"162","nor","1973","2063000","production"
"162","nor","1969","2088000","production"
"162","nor","1976","1771000","production"
"162","nor","2004","2528000","production"
"162","nor","2002","2303000","production"
"162","nor","1967","1798000","production"
"162","nor","1999","2426000","production"
"162","nor","2011","1745000","production"
"162","nor","2003","2389000","production"
"162","nor","1993","2167000","production"
"162","nor","1981","1608000","production"
"162","nor","1962","1500000","production"
"162","nor","1978","1384000","production"
"162","nor","2013","1245000","production"
"162","nor","2008","2254000","production"
"162","nor","1998","2492600","production"
"162","nor","1980","1494000","production"
"162","nor","1970","2182000","production"
"162","nor","1963","1594000","production"
"162","nor","1964","1798000","production"
"162","nor","1979","1528000","production"
"162","nor","1982","1523000","production"
"162","nor","1974","2165000","production"
"162","nor","2001","2406000","production"
"162","nor","1996","2342000","production"
"162","nor","1994","2287000","production"
"162","nor","2006","2457000","production"
"162","nor","1985","2011000","production"
"162","nor","1990","2203000","production"
"162","nor","2010","2021000","production"
"162","nor","1989","2225000","production"
"162","nor","1972","1992000","production"
"162","nor","2014","1070000","production"
"162","nor","1995","2557000","production"
"162","nor","1965","1826000","production"
"162","nor","1968","2e+06","production"
"162","nor","1984","1864000","production"
"162","nor","2009","1822000","production"
"162","nor","1988","2014000","production"
"162","nor","1983","1641000","production"
"162","nor","1986","1984000","production"
"162","nor","1975","1657000","production"
"162","nor","1961","1525000","production"
"162","nor","1966","1794000","production"
"162","nor","2000","2538000","production"
"162","nor","1997","2434000","production"
"162","nor","1992","2006400","production"
"162","nor","2005","2458000","production"
"162","nor","2007","2371000","production"
"162","nor","1977","1509000","production"
"165","pak","1974","0","production"
"165","pak","1967","10000","production"
"165","pak","1996","0","production"
"165","pak","2005","63000","production"
"165","pak","2007","66000","production"
"165","pak","1987","0","production"
"165","pak","1995","0","production"
"165","pak","2009","82000","production"
"165","pak","2002","83000","production"
"165","pak","2013","82000","production"
"165","pak","1997","0","production"
"165","pak","1970","2800","production"
"165","pak","2010","82000","production"
"165","pak","1973","0","production"
"165","pak","1998","32000","production"
"165","pak","1964","7500","production"
"165","pak","2011","82000","production"
"165","pak","2014","82000","production"
"165","pak","1966","10500","production"
"165","pak","2012","82000","production"
"165","pak","1999","25000","production"
"165","pak","1994","0","production"
"165","pak","2003","96000","production"
"165","pak","1969","3800","production"
"165","pak","1961","3500","production"
"165","pak","2004","61000","production"
"165","pak","1968","6300","production"
"165","pak","1963","4000","production"
"165","pak","1965","10800","production"
"165","pak","2000","60000","production"
"165","pak","1962","3500","production"
"165","pak","2001","83000","production"
"165","pak","2006","63000","production"
"165","pak","2008","82000","production"
"167","cze","2014","702000","production"
"167","cze","1995","524000","production"
"167","cze","1997","512000","production"
"167","cze","2011","754500","production"
"167","cze","1998","569000","production"
"167","cze","2012","789000","production"
"167","cze","2001","684000","production"
"167","cze","1996","487000","production"
"167","cze","1993","689000","production"
"167","cze","2000","637000","production"
"167","cze","2006","762000","production"
"167","cze","2003","718000","production"
"167","cze","2007","780000","production"
"167","cze","2010","718000","production"
"167","cze","2013","686000","production"
"167","cze","1999","566000","production"
"167","cze","1994","516000","production"
"167","cze","2002","702000","production"
"167","cze","2005","753000","production"
"167","cze","2004","732000","production"
"167","cze","2009","728218","production"
"167","cze","2008","698000","production"
"170","per","1978","5000","production"
"170","per","2004","0","production"
"170","per","2003","0","production"
"170","per","1992","59000","production"
"170","per","1997","0","production"
"170","per","1987","73000","production"
"170","per","1990","73000","production"
"170","per","1985","73000","production"
"170","per","1989","73000","production"
"170","per","1991","59000","production"
"170","per","1996","0","production"
"170","per","1986","73000","production"
"170","per","1994","0","production"
"170","per","2006","0","production"
"170","per","1979","5200","production"
"170","per","2013","0","production"
"170","per","2007","0","production"
"170","per","1982","1000","production"
"170","per","2010","0","production"
"170","per","1999","0","production"
"170","per","2002","0","production"
"170","per","1976","4900","production"
"170","per","2008","0","production"
"170","per","1995","0","production"
"170","per","2005","0","production"
"170","per","1977","4500","production"
"170","per","2011","0","production"
"170","per","1993","59000","production"
"170","per","1980","6700","production"
"170","per","1988","73000","production"
"170","per","2012","0","production"
"170","per","1981","3500","production"
"170","per","1983","1000","production"
"170","per","2009","0","production"
"170","per","2001","0","production"
"170","per","2000","0","production"
"170","per","2014","0","production"
"170","per","1975","3800","production"
"170","per","1998","0","production"
"170","per","1984","1000","production"
"171","phl","1974","146000","production"
"171","phl","1971","51000","production"
"171","phl","1979","173000","production"
"171","phl","2011","185000","production"
"171","phl","2010","185000","production"
"171","phl","1988","162000","production"
"171","phl","1999","173000","production"
"171","phl","1962","10000","production"
"171","phl","1978","173000","production"
"171","phl","2013","0","production"
"171","phl","1987","162000","production"
"171","phl","2003","184000","production"
"171","phl","1998","122000","production"
"171","phl","2012","0","production"
"171","phl","1976","149000","production"
"171","phl","2001","175000","production"
"171","phl","1995","122000","production"
"171","phl","1973","174000","production"
"171","phl","2004","185000","production"
"171","phl","1983","146000","production"
"171","phl","1991","152000","production"
"171","phl","1993","120000","production"
"171","phl","1986","162000","production"
"171","phl","1996","122000","production"
"171","phl","2008","185000","production"
"171","phl","1963","30000","production"
"171","phl","1982","126000","production"
"171","phl","1964","32000","production"
"171","phl","1961","8000","production"
"171","phl","1981","133000","production"
"171","phl","1980","144000","production"
"171","phl","2002","175000","production"
"171","phl","1965","33000","production"
"171","phl","1972","53000","production"
"171","phl","2007","185000","production"
"171","phl","2005","185000","production"
"171","phl","1985","154000","production"
"171","phl","1992","151000","production"
"171","phl","1975","99000","production"
"171","phl","2009","185000","production"
"171","phl","1989","153000","production"
"171","phl","1967","37000","production"
"171","phl","1990","153000","production"
"171","phl","2006","185000","production"
"171","phl","1997","122000","production"
"171","phl","1994","99000","production"
"171","phl","1968","40000","production"
"171","phl","1970","39000","production"
"171","phl","2014","0","production"
"171","phl","1977","146000","production"
"171","phl","1984","160000","production"
"171","phl","1969","42000","production"
"171","phl","1966","35000","production"
"171","phl","2000","175000","production"
"173","pol","1994","842000","production"
"173","pol","1968","623200","production"
"173","pol","2011","1101691","production"
"173","pol","1974","758000","production"
"173","pol","2003","1029000","production"
"173","pol","2002","1025000","production"
"173","pol","1971","640000","production"
"173","pol","2008","1041267","production"
"173","pol","2010","1079801","production"
"173","pol","1973","751000","production"
"173","pol","1975","693000","production"
"173","pol","1995","879000","production"
"173","pol","1984","783000","production"
"173","pol","1987","815000","production"
"173","pol","2009","1033756","production"
"173","pol","1983","852000","production"
"173","pol","2001","977000","production"
"173","pol","1988","829000","production"
"173","pol","2004","1027000","production"
"173","pol","1991","721000","production"
"173","pol","1976","761000","production"
"173","pol","1985","783000","production"
"173","pol","1978","724000","production"
"173","pol","2012","1039800","production"
"173","pol","1967","591300","production"
"173","pol","1979","662000","production"
"173","pol","1982","644000","production"
"173","pol","1998","954000","production"
"173","pol","1962","486300","production"
"173","pol","1964","496100","production"
"173","pol","1969","626700","production"
"173","pol","1961","469400","production"
"173","pol","1992","740000","production"
"173","pol","1972","689900","production"
"173","pol","1996","877000","production"
"173","pol","2006","1061200","production"
"173","pol","1981","641000","production"
"173","pol","1999","912000","production"
"173","pol","1963","489900","production"
"173","pol","1966","554900","production"
"173","pol","2013","1107000","production"
"173","pol","2014","1075100","production"
"173","pol","1997","884000","production"
"173","pol","2005","1049100","production"
"173","pol","1980","734000","production"
"173","pol","1977","761000","production"
"173","pol","1990","734000","production"
"173","pol","2007","1055782","production"
"173","pol","1989","834000","production"
"173","pol","1986","790000","production"
"173","pol","1965","504200","production"
"173","pol","1993","767000","production"
"173","pol","1970","636100","production"
"173","pol","2000","994000","production"
"174","prt","2004","1949000","production"
"174","prt","1985","1306000","production"
"174","prt","1962","104400","production"
"174","prt","1988","1472000","production"
"174","prt","2003","1935000","production"
"174","prt","1971","474100","production"
"174","prt","2011","2372000","production"
"174","prt","2009","2066634","production"
"174","prt","2013","2619974","production"
"174","prt","1976","462000","production"
"174","prt","1975","547000","production"
"174","prt","1965","187600","production"
"174","prt","1974","591000","production"
"174","prt","2010","1961986","production"
"174","prt","2001","1806000","production"
"174","prt","1994","1539000","production"
"174","prt","1981","685000","production"
"174","prt","2005","1990000","production"
"174","prt","2012","2542881","production"
"174","prt","1969","361200","production"
"174","prt","1996","1595000","production"
"174","prt","1964","156600","production"
"174","prt","1961","102500","production"
"174","prt","2006","2065000","production"
"174","prt","1997","1703000","production"
"174","prt","1967","233200","production"
"174","prt","2002","1929000","production"
"174","prt","1998","1708000","production"
"174","prt","1980","645000","production"
"174","prt","1979","698600","production"
"174","prt","1989","1482000","production"
"174","prt","1999","1755000","production"
"174","prt","1987","1408000","production"
"174","prt","2008","2021757","production"
"174","prt","1991","1619000","production"
"174","prt","2007","2092175","production"
"174","prt","1990","1449000","production"
"174","prt","1993","1520000","production"
"174","prt","1968","283200","production"
"174","prt","1966","208300","production"
"174","prt","1986","1375000","production"
"174","prt","1978","6e+05","production"
"174","prt","1983","950400","production"
"174","prt","2014","2619974","production"
"174","prt","1977","494000","production"
"174","prt","1970","427400","production"
"174","prt","1984","988000","production"
"174","prt","1992","1592000","production"
"174","prt","1973","536000","production"
"174","prt","1995","1617000","production"
"174","prt","1982","870100","production"
"174","prt","1963","126000","production"
"174","prt","2000","1774000","production"
"174","prt","1972","516000","production"
"181","zwe","2003","28000","production"
"181","zwe","2012","0","production"
"181","zwe","1982","25000","production"
"181","zwe","1995","42000","production"
"181","zwe","1965","4900","production"
"181","zwe","1989","37000","production"
"181","zwe","1966","5000","production"
"181","zwe","1987","32000","production"
"181","zwe","2005","28000","production"
"181","zwe","1974","16000","production"
"181","zwe","2013","0","production"
"181","zwe","1981","26000","production"
"181","zwe","1983","26000","production"
"181","zwe","1977","16000","production"
"181","zwe","1984","33000","production"
"181","zwe","2011","0","production"
"181","zwe","1972","14700","production"
"181","zwe","1992","42000","production"
"181","zwe","2002","42000","production"
"181","zwe","1969","8000","production"
"181","zwe","2009","47000","production"
"181","zwe","2010","0","production"
"181","zwe","1978","21000","production"
"181","zwe","1994","42000","production"
"181","zwe","1962","2700","production"
"181","zwe","1985","31000","production"
"181","zwe","1998","42000","production"
"181","zwe","1971","14200","production"
"181","zwe","1993","42000","production"
"181","zwe","2001","42000","production"
"181","zwe","2014","0","production"
"181","zwe","1997","42000","production"
"181","zwe","2000","42000","production"
"181","zwe","1988","37000","production"
"181","zwe","1986","28000","production"
"181","zwe","1979","24000","production"
"181","zwe","1967","5000","production"
"181","zwe","1970","10000","production"
"181","zwe","1963","3400","production"
"181","zwe","2006","47000","production"
"181","zwe","1968","7000","production"
"181","zwe","1990","42000","production"
"181","zwe","2008","47000","production"
"181","zwe","1964","4700","production"
"181","zwe","2007","47000","production"
"181","zwe","1991","42000","production"
"181","zwe","2004","28000","production"
"181","zwe","1999","42000","production"
"181","zwe","1973","16000","production"
"181","zwe","1975","16000","production"
"181","zwe","1976","16000","production"
"181","zwe","1961","4000","production"
"181","zwe","1980","26000","production"
"181","zwe","1996","42000","production"
"183","rou","2010","0","production"
"183","rou","1971","464000","production"
"183","rou","1998","217000","production"
"183","rou","1994","220000","production"
"183","rou","2005","161000","production"
"183","rou","2006","150000","production"
"183","rou","1997","248000","production"
"183","rou","1961","157400","production"
"183","rou","1980","741000","production"
"183","rou","2003","290000","production"
"183","rou","2001","268000","production"
"183","rou","1984","673000","production"
"183","rou","2004","262000","production"
"183","rou","1979","723000","production"
"183","rou","1969","438000","production"
"183","rou","1976","668000","production"
"183","rou","1986","673000","production"
"183","rou","1996","249000","production"
"183","rou","1987","673000","production"
"183","rou","2000","292700","production"
"183","rou","2013","0","production"
"183","rou","1977","639000","production"
"183","rou","2007","169000","production"
"183","rou","2002","274000","production"
"183","rou","1993","364000","production"
"183","rou","1973","504000","production"
"183","rou","1974","593000","production"
"183","rou","2011","0","production"
"183","rou","1999","201000","production"
"183","rou","1964","229000","production"
"183","rou","1975","668000","production"
"183","rou","2008","42438","production"
"183","rou","1995","298000","production"
"183","rou","1967","378600","production"
"183","rou","1985","673000","production"
"183","rou","1988","673000","production"
"183","rou","2009","15000","production"
"183","rou","1991","363000","production"
"183","rou","1992","364000","production"
"183","rou","2012","0","production"
"183","rou","1989","619000","production"
"183","rou","1968","417500","production"
"183","rou","1963","204600","production"
"183","rou","1972","472000","production"
"183","rou","1978","723000","production"
"183","rou","2014","0","production"
"183","rou","1982","673000","production"
"183","rou","1990","481000","production"
"183","rou","1962","169000","production"
"183","rou","1965","241000","production"
"183","rou","1981","701000","production"
"183","rou","1966","279000","production"
"183","rou","1983","673000","production"
"183","rou","1970","401000","production"
"185","rus","1998","3991000","production"
"185","rus","2013","7200000","production"
"185","rus","2003","6763000","production"
"185","rus","1999","5109000","production"
"185","rus","1993","5072000","production"
"185","rus","1992","6542000","production"
"185","rus","2001","6151700","production"
"185","rus","2002","6512000","production"
"185","rus","2005","7053000","production"
"185","rus","2012","7662000","production"
"185","rus","2014","7503000","production"
"185","rus","2008","7179000","production"
"185","rus","2007","7031000","production"
"185","rus","1994","3917000","production"
"185","rus","2011","7916006","production"
"185","rus","1997","3750000","production"
"185","rus","1995","5073000","production"
"185","rus","2010","7376000","production"
"185","rus","2000","5842000","production"
"185","rus","2006","7063000","production"
"185","rus","1996","3817000","production"
"185","rus","2009","6750000","production"
"185","rus","2004","6971000","production"
"186","scg","2001","146000","production"
"186","scg","1996","46000","production"
"186","scg","2004","21000","production"
"186","scg","2005","24000","production"
"186","scg","1992","98000","production"
"186","scg","2000","122000","production"
"186","scg","1999","47500","production"
"186","scg","1995","69000","production"
"186","scg","1997","71000","production"
"186","scg","1993","39000","production"
"186","scg","2003","42000","production"
"186","scg","1998","74000","production"
"186","scg","2002","152000","production"
"186","scg","1994","45000","production"
"196","syc","2012","0","production"
"196","syc","2010","0","production"
"196","syc","2008","0","production"
"196","syc","2009","0","production"
"196","syc","2014","0","production"
"196","syc","2011","0","production"
"196","syc","2013","0","production"
"198","svn","2001","153000","production"
"198","svn","1998","142000","production"
"198","svn","1993","69000","production"
"198","svn","2009","172300","production"
"198","svn","2003","180203","production"
"198","svn","1992","103000","production"
"198","svn","2011","43000","production"
"198","svn","1994","116000","production"
"198","svn","2005","161179","production"
"198","svn","2012","58000","production"
"198","svn","1995","113000","production"
"198","svn","2013","75372","production"
"198","svn","2014","80000","production"
"198","svn","2007","50000","production"
"198","svn","2006","170000","production"
"198","svn","2000","153000","production"
"198","svn","2010","43000","production"
"198","svn","1999","153000","production"
"198","svn","2002","153000","production"
"198","svn","2008","174537","production"
"198","svn","1996","104000","production"
"198","svn","1997","133000","production"
"198","svn","2004","192203","production"
"199","svk","2007","664000","production"
"199","svk","1999","556000","production"
"199","svk","2012","711000","production"
"199","svk","1998","344000","production"
"199","svk","2000","608000","production"
"199","svk","2004","520000","production"
"199","svk","1997","187000","production"
"199","svk","2009","688718","production"
"199","svk","2014","719000","production"
"199","svk","2006","626000","production"
"199","svk","1996","252000","production"
"199","svk","1994","353000","production"
"199","svk","2003","479000","production"
"199","svk","2011","716250","production"
"199","svk","1995","261000","production"
"199","svk","2001","671000","production"
"199","svk","2002","453000","production"
"199","svk","2005","609000","production"
"199","svk","2008","693247","production"
"199","svk","1993","211500","production"
"199","svk","2013","701000","production"
"199","svk","2010","637360","production"
"202","zaf","1998","2234000","production"
"202","zaf","1984","996100","production"
"202","zaf","1976","820000","production"
"202","zaf","1979","1004100","production"
"202","zaf","2013","2287969","production"
"202","zaf","1972","730000","production"
"202","zaf","2001","2036000","production"
"202","zaf","1994","1501000","production"
"202","zaf","1991","1860000","production"
"202","zaf","1969","630000","production"
"202","zaf","1995","1868000","production"
"202","zaf","1980","1052100","production"
"202","zaf","2002","2183000","production"
"202","zaf","2008","2359501","production"
"202","zaf","2007","2310000","production"
"202","zaf","1986","1284000","production"
"202","zaf","2014","2451281","production"
"202","zaf","1964","537000","production"
"202","zaf","2009","2075000","production"
"202","zaf","1993","1871000","production"
"202","zaf","1967","632000","production"
"202","zaf","1999","2118000","production"
"202","zaf","1975","921000","production"
"202","zaf","2006","2245800","production"
"202","zaf","1962","369000","production"
"202","zaf","1982","1182100","production"
"202","zaf","1966","575000","production"
"202","zaf","1985","1270000","production"
"202","zaf","1992","1917000","production"
"202","zaf","2005","2084000","production"
"202","zaf","1974","902000","production"
"202","zaf","1963","464000","production"
"202","zaf","2010","2298000","production"
"202","zaf","1981","1102100","production"
"202","zaf","1997","2250000","production"
"202","zaf","1978","977000","production"
"202","zaf","1987","1284000","production"
"202","zaf","1989","1840000","production"
"202","zaf","1977","910000","production"
"202","zaf","1965","561000","production"
"202","zaf","2004","2076000","production"
"202","zaf","1968","648000","production"
"202","zaf","1983","1104100","production"
"202","zaf","1961","272000","production"
"202","zaf","2003","2211000","production"
"202","zaf","1990","1865000","production"
"202","zaf","1971","680000","production"
"202","zaf","1996","1868000","production"
"202","zaf","1988","1284000","production"
"202","zaf","2000","2261000","production"
"202","zaf","1973","783000","production"
"202","zaf","2011","2305975","production"
"202","zaf","2012","2276000","production"
"202","zaf","1970","647000","production"
"203","esp","2014","1980000","production"
"203","esp","2000","1750000","production"
"203","esp","1961","171200","production"
"203","esp","1984","1420000","production"
"203","esp","1965","295800","production"
"203","esp","1994","1457000","production"
"203","esp","1975","919000","production"
"203","esp","1977","1148000","production"
"203","esp","1979","1101000","production"
"203","esp","1991","1621000","production"
"203","esp","1998","1656800","production"
"203","esp","1993","1349000","production"
"203","esp","1992","1542000","production"
"203","esp","1999","1717000","production"
"203","esp","1990","1592000","production"
"203","esp","1995","1602000","production"
"203","esp","2007","2080300","production"
"203","esp","1972","729000","production"
"203","esp","2012","1980500","production"
"203","esp","2008","2009100","production"
"203","esp","1964","255500","production"
"203","esp","1986","1543000","production"
"203","esp","2010","1873900","production"
"203","esp","1987","1638000","production"
"203","esp","1981","1291000","production"
"203","esp","1989","1756000","production"
"203","esp","1974","940000","production"
"203","esp","2002","1721000","production"
"203","esp","2013","1929059","production"
"203","esp","1976","1025000","production"
"203","esp","1997","1535000","production"
"203","esp","1988","1708000","production"
"203","esp","1971","642000","production"
"203","esp","1982","1282000","production"
"203","esp","1985","1393000","production"
"203","esp","1978","1168000","production"
"203","esp","1980","1262000","production"
"203","esp","1967","382400","production"
"203","esp","2006","2079200","production"
"203","esp","1962","200700","production"
"203","esp","1969","542300","production"
"203","esp","1966","416900","production"
"203","esp","2005","2039000","production"
"203","esp","2009","1745500","production"
"203","esp","1983","1349000","production"
"203","esp","1996","1487000","production"
"203","esp","2003","1894000","production"
"203","esp","2004","1994600","production"
"203","esp","1970","601800","production"
"203","esp","2001","1721000","production"
"203","esp","2011","1976230","production"
"203","esp","1973","816000","production"
"203","esp","1963","236300","production"
"203","esp","1968","436900","production"
"208","tjk","2011","0","production"
"208","tjk","2007","0","production"
"208","tjk","2004","0","production"
"208","tjk","2014","0","production"
"208","tjk","2010","0","production"
"208","tjk","2009","0","production"
"208","tjk","2008","0","production"
"208","tjk","2012","0","production"
"208","tjk","2013","0","production"
"208","tjk","2006","0","production"
"208","tjk","2005","0","production"
"209","swz","1986","180000","production"
"209","swz","1991","178000","production"
"209","swz","1996","220000","production"
"209","swz","1973","136000","production"
"209","swz","1969","95000","production"
"209","swz","2005","173200","production"
"209","swz","1982","157000","production"
"209","swz","1978","155000","production"
"209","swz","2009","102000","production"
"209","swz","1977","152000","production"
"209","swz","1983","175000","production"
"209","swz","1963","73000","production"
"209","swz","1998","150000","production"
"209","swz","1974","143000","production"
"209","swz","2011","0","production"
"209","swz","1985","174000","production"
"209","swz","2003","167700","production"
"209","swz","2010","15000","production"
"209","swz","1984","178000","production"
"209","swz","1972","125000","production"
"209","swz","1989","158000","production"
"209","swz","1994","2e+05","production"
"209","swz","1964","88000","production"
"209","swz","2012","0","production"
"209","swz","1961","9600","production"
"209","swz","1968","90000","production"
"209","swz","1980","156000","production"
"209","swz","1992","183000","production"
"209","swz","2006","160700","production"
"209","swz","2001","183900","production"
"209","swz","1995","2e+05","production"
"209","swz","2014","0","production"
"209","swz","1971","105000","production"
"209","swz","1962","9600","production"
"209","swz","2000","154100","production"
"209","swz","1993","2e+05","production"
"209","swz","1970","101000","production"
"209","swz","1979","161000","production"
"209","swz","1975","143000","production"
"209","swz","1966","89000","production"
"209","swz","1987","180000","production"
"209","swz","1997","174000","production"
"209","swz","1976","180000","production"
"209","swz","1988","178000","production"
"209","swz","2002","186500","production"
"209","swz","1965","88000","production"
"209","swz","1990","130000","production"
"209","swz","1967","90000","production"
"209","swz","2007","170400","production"
"209","swz","2004","180600","production"
"209","swz","1999","191000","production"
"209","swz","2008","142200","production"
"209","swz","2013","0","production"
"209","swz","1981","157000","production"
"210","swe","2010","11864000","production"
"210","swe","1981","8530000","production"
"210","swe","1976","8378000","production"
"210","swe","1970","8142000","production"
"210","swe","1977","7656000","production"
"210","swe","1986","9593000","production"
"210","swe","1972","8314000","production"
"210","swe","2002","11354000","production"
"210","swe","2000","11545000","production"
"210","swe","2012","12033000","production"
"210","swe","2011","11856849","production"
"210","swe","1966","6541800","production"
"210","swe","2003","11737200","production"
"210","swe","1998","10549000","production"
"210","swe","1983","8668000","production"
"210","swe","1973","9462000","production"
"210","swe","1990","10215000","production"
"210","swe","1975","8415000","production"
"210","swe","1967","6791700","production"
"210","swe","1971","7734000","production"
"210","swe","1984","9293000","production"
"210","swe","1999","10693000","production"
"210","swe","1969","7627000","production"
"210","swe","1996","10166000","production"
"210","swe","1997","10816000","production"
"210","swe","2013","11725000","production"
"210","swe","1963","5676000","production"
"210","swe","2004","12106000","production"
"210","swe","2006","12414000","production"
"210","swe","1978","8557000","production"
"210","swe","1974","9745000","production"
"210","swe","1980","8699000","production"
"210","swe","1968","7081000","production"
"210","swe","1992","9909000","production"
"210","swe","1988","10555000","production"
"210","swe","1991","10088000","production"
"210","swe","2014","11531025","production"
"210","swe","1965","6678000","production"
"210","swe","1961","5254000","production"
"210","swe","1987","10197000","production"
"210","swe","1979","9083000","production"
"210","swe","2005","12108000","production"
"210","swe","2009","11474076","production"
"210","swe","1985","9123000","production"
"210","swe","1989","10638000","production"
"210","swe","1994","10487000","production"
"210","swe","1993","10272000","production"
"210","swe","2008","12071479","production"
"210","swe","1995","10506000","production"
"210","swe","1982","7706000","production"
"210","swe","2007","12588000","production"
"210","swe","2001","11028000","production"
"210","swe","1962","5190000","production"
"210","swe","1964","6366000","production"
"211","che","1986","310000","production"
"211","che","1998","225000","production"
"211","che","1994","263000","production"
"211","che","2012","133881","production"
"211","che","1997","265000","production"
"211","che","1969","257000","production"
"211","che","1966","266000","production"
"211","che","1968","253000","production"
"211","che","2004","271000","production"
"211","che","2001","281510","production"
"211","che","1983","284000","production"
"211","che","1972","234000","production"
"211","che","1971","233000","production"
"211","che","1990","341000","production"
"211","che","2003","275000","production"
"211","che","1980","285000","production"
"211","che","1987","324000","production"
"211","che","1984","302000","production"
"211","che","1992","294000","production"
"211","che","2005","264000","production"
"211","che","1991","328000","production"
"211","che","1974","255000","production"
"211","che","2007","336962","production"
"211","che","2011","141604","production"
"211","che","2010","123904","production"
"211","che","1988","335000","production"
"211","che","2002","290299","production"
"211","che","1963","250000","production"
"211","che","2008","212839","production"
"211","che","1999","245000","production"
"211","che","1964","250000","production"
"211","che","2000","244000","production"
"211","che","1975","223000","production"
"211","che","1982","284000","production"
"211","che","1993","260000","production"
"211","che","1979","272000","production"
"211","che","1995","254000","production"
"211","che","1989","329000","production"
"211","che","2009","146695","production"
"211","che","1977","230000","production"
"211","che","1961","245000","production"
"211","che","1985","315000","production"
