Region,country_name,iso,emf_number
INDO_PLUS,East Timor,tls,22
SOEA_ASIA,Viet Nam                              ,vnm,21
SOEA_ASIA,Thailand                                         ,tha,21
SOEA_ASIA,Singapore                                       ,sgp,21
SOEA_ASIA,Philippines                                 ,phl,21
SOEA_ASIA,Malaysia                                ,mys,21
SOEA_ASIA,Myanmar                                            ,mmr,21
SOEA_ASIA,Cambodia                                         ,khm,21
SOEA_ASIA,Lao People's Democratic Republic,lao,21
SOEA_ASIA,Brunei Darussalam                       ,brn,21
ASIA_STAN,Mongolia                                ,mng,20
CHIN_PLUS,Macau                                   ,mac,20
CHIN_PLUS,Hong Kong                               ,hkg,20
CHIN_PLUS,China,chn,20
KORE_AALL,"Taiwan, Province of China                                   ",twn,20
USAM_WHOL,United States,usa,2
USAM_WHOL,United States Minor Outlying Islands    ,usa,2
USAM_WHOL,Saint Pierre and Miquelon    ,spm,2
ASIA_STAN,"Korea, Democratic People's Republic of",prk,19
KORE_AALL,"Korea, Republic of",kor,19
INDI_WHOL,India                                           ,ind,18
MIDD_EAST,Yemen                                           ,yem,17
MIDD_EAST,Syrian Arab Republic,syr,17
SOEA_ASIA,Saudi Arabia                                     ,sau,17
SOEA_ASIA,Qatar                                              ,qat,17
SOEA_ASIA,Oman                                           ,omn,17
MIDD_EAST,Lebanon,lbn,17
SOEA_ASIA,Kuwait                                             ,kwt,17
MIDD_EAST,Jordan                                 ,jor,17
MIDD_EAST,Palestine,pse,17
WEST_EURO,Israel                                             ,isr,17
MIDD_EAST,Iraq                                            ,irq,17
MIDD_EAST,"Iran, Islamic Republic of",irn,17
SOEA_ASIA,Bahrain                                            ,bhr,17
SOEA_ASIA,United Arab Emirates                    ,are,17
RUSS_PLUS,Russian Federation                      ,rus,16
RUSS_PLUS,Georgia                                 ,geo,16
RUSS_PLUS,Azerbaijan,aze,16
RUSS_PLUS,Armenia                                         ,arm,16
ASIA_STAN,Uzbekistan                                      ,uzb,15
ASIA_STAN,Turkmenistan                            ,tkm,15
ASIA_STAN,Tajikistan                                      ,tjk,15
ASIA_STAN,Kyrgyzstan,kgz,15
ASIA_STAN,Kazakstan                                      ,kaz,15
UKRA_PLUS,Ukraine                                 ,ukr,14
UKRA_PLUS,"Moldova, Republic of",mda,14
UKRA_PLUS,Belarus                                         ,blr,14
TURK_WHOL,Turkey                                          ,tur,13
CENT_EURO,Slovenia                                        ,svn,12
CENT_EURO,Slovakia,svk,12
CENT_EURO,Romania                                 ,rou,12
CENT_EURO,Poland                                          ,pol,12
CENT_EURO,Malta                                           ,mlt,12
CENT_EURO,"Macedonia, the former Yugoslav Republic of",mkd,12
CENT_EURO,Latvia                                          ,lva,12
CENT_EURO,Lithuania                                       ,ltu,12
CENT_EURO,Hungary                                         ,hun,12
CENT_EURO,Croatia                                         ,hrv,12
CENT_EURO,Estonia                                         ,est,12
CENT_EURO,Czech Republic                          ,cze,12
CENT_EURO,Cyprus                                          ,cyp,12
CENT_EURO,Bosnia and Herzegovina                          ,bih,12
CENT_EURO,Bulgaria                                        ,bgr,12
CENT_EURO,Albania                                         ,alb,12
CENT_EURO,Serbia,srb,12
CENT_EURO,Kosovo,srb (kosovo),12
CENT_EURO,Montenegro,mne,12
WEST_EURO,Sweden                                           ,swe,11
WEST_EURO,Portugal,prt,11
WEST_EURO,Norway                                           ,nor,11
WEST_EURO,Netherlands                                  ,nld,11
WEST_EURO,Luxembourg                                   ,lux,11
WEST_EURO,Liechtenstein                               ,lie,11
WEST_EURO,Italy,ita,11
WEST_EURO,Iceland                                         ,isl,11
WEST_EURO,Ireland                                 ,irl,11
WEST_EURO,Greece,grc,11
WEST_EURO,Gibraltar                               ,gib,11
WEST_EURO,United Kingdom,gbr,11
WEST_EURO,Faroe Islands,fro,11
WEST_EURO,France,fra,11
WEST_EURO,Finland                                         ,fin,11
WEST_EURO,Spain                                            ,esp,11
WEST_EURO,Denmark                                          ,dnk,11
WEST_EURO,Greenland,grl,11
WEST_EURO,Germany                                 ,deu,11
WEST_EURO,Switzerland,che,11
WEST_EURO,Belgium                                          ,bel,11
WEST_EURO,Austria                                         ,aut,11
WEST_EURO,Andorra                                     ,,11
WEST_EURO,Holy See (Vatican City State),,11
WEST_EURO,Monaco                                      ,,11
WEST_EURO,San Marino                                      ,,11
WEST_EURO,Svalbard and Jan Mayen                                      ,,11
SAFR_WHOL,South Africa                                    ,zaf,10
CANA_WHOL,Canada                                  ,can,1
