emf_sector,ceds_sector,ceds_fuel,Notes
End_Use_Transport_Coal,1A3c_Rail,coal_coke,
End_Use_Transport_Coal,1A3c_Rail,brown_coal,
End_Use_Transport_HDT_LLF,1A3b_Road,light_oil,
End_Use_Transport_LDT_LLF,1A3b_Road,light_oil,
End_Use_Transport_MC_LLF,1A3b_Road,light_oil,
End_Use_Transport_NatGas,1A3b_Road,natural_gas,
End_Use_Transport_HDT_LLF,1A4c_Agriculture-forestry-fishing,light_oil,Assume off-road light fraction fuel use is similar to heavy trucks
End_Use_Transport_AGR_HLF,1A4c_Agriculture-forestry-fishing,heavy_oil,
End_Use_Transport_AGR_HLF,1A4c_Agriculture-forestry-fishing,diesel_oil,
End_Use_Transport_HDT_HLF,1A3b_Road,heavy_oil,
End_Use_Transport_HDT_HLF,1A3b_Road,diesel_oil,
End_Use_Transport_LDT_HLF,1A3b_Road,heavy_oil,
End_Use_Transport_LDT_HLF,1A3b_Road,diesel_oil,
End_Use_Transport_OFF_HLF,,,not mapped
End_Use_Transport_OFF_LLF,,,not mapped
Unattributed,,,not mapped
Sum,,,not mapped
Total,,,not mapped
Losses_Coal,1B1_Fugitive-solid-fuels,hard_coal,
Losses_Coal,1B1_Fugitive-solid-fuels,coal_coke,
Losses_Coal,1B1_Fugitive-solid-fuels,brown_coal,
Losses_Distribution_Use,,,
Losses_Prod_Conventional_Gas,1B2_Fugitive-petr-and-gas,natural_gas,
Losses_Prod_Oil,1B2_Fugitive-petr-and-gas,light_oil,
Losses_Prod_Oil,1B2_Fugitive-petr-and-gas,heavy_oil,
Losses_Prod_Oil,1B2_Fugitive-petr-and-gas,diesel_oil,
Losses_Prod_Shale_Gas,1B2_Fugitive-petr-and-gas,natural_gas,
NACID,2B_Chemical-industry,process,
PAPER,2H_Pulp-and-paper-food-beverage-wood,process,
Power_Gen_Bio_Trad_New,1A1a_Electricity-autoproducer,biomass,
Power_Gen_Bio_Trad_New,1A1a_Electricity-public,biomass,
Power_Gen_Bio_Trad_New,1A1a_Heat-production,biomass,
Power_Gen_Bio_Trad_Old,1A1a_Electricity-autoproducer,biomass,
Power_Gen_Bio_Trad_Old,1A1a_Electricity-public,biomass,
Power_Gen_Bio_Trad_Old,1A1a_Heat-production,biomass,
Power_Gen_Coal_IGCC_CCS,1A1a_Electricity-autoproducer,hard_coal,
Power_Gen_Coal_IGCC_CCS,1A1a_Electricity-public,hard_coal,
Power_Gen_Coal_IGCC_CCS,1A1a_Heat-production,hard_coal,
Power_Gen_Coal_IGCC_CCS,1A1a_Electricity-autoproducer,coal_coke,
Power_Gen_Coal_IGCC_CCS,1A1a_Electricity-public,coal_coke,
Power_Gen_Coal_IGCC_CCS,1A1a_Heat-production,coal_coke,
Power_Gen_Coal_IGCC_CCS,1A1a_Electricity-autoproducer,brown_coal,
Power_Gen_Coal_IGCC_CCS,1A1a_Electricity-public,brown_coal,
Power_Gen_Coal_IGCC_CCS,1A1a_Heat-production,brown_coal,
Power_Gen_Coal_New,1A1a_Electricity-autoproducer,hard_coal,
Power_Gen_Coal_New,1A1a_Electricity-public,hard_coal,
Power_Gen_Coal_New,1A1a_Heat-production,hard_coal,
Power_Gen_Coal_New,1A1a_Electricity-autoproducer,coal_coke,
Power_Gen_Coal_New,1A1a_Electricity-public,coal_coke,
Power_Gen_Coal_New,1A1a_Heat-production,coal_coke,
Power_Gen_Coal_New,1A1a_Electricity-autoproducer,brown_coal,
Power_Gen_Coal_New,1A1a_Electricity-public,brown_coal,
Power_Gen_Coal_New,1A1a_Heat-production,brown_coal,
Power_Gen_Coal_Old,1A1a_Electricity-autoproducer,hard_coal,
Power_Gen_Coal_Old,1A1a_Electricity-public,hard_coal,
Power_Gen_Coal_Old,1A1a_Heat-production,hard_coal,
Power_Gen_Coal_Old,1A1a_Electricity-autoproducer,coal_coke,
Power_Gen_Coal_Old,1A1a_Electricity-public,coal_coke,
Power_Gen_Coal_Old,1A1a_Heat-production,coal_coke,
Power_Gen_Coal_Old,1A1a_Electricity-autoproducer,brown_coal,
Power_Gen_Coal_Old,1A1a_Electricity-public,brown_coal,
Power_Gen_Coal_Old,1A1a_Heat-production,brown_coal,
Power_Gen_NatGas,1A1a_Electricity-autoproducer,natural_gas,
Power_Gen_NatGas,1A1a_Electricity-public,natural_gas,
Power_Gen_NatGas,1A1a_Heat-production,natural_gas,
Power_Gen_LLF,1A1a_Electricity-autoproducer,light_oil,
Power_Gen_LLF,1A1a_Electricity-public,light_oil,
Power_Gen_LLF,1A1a_Heat-production,light_oil,
Power_Gen_HLF,1A1a_Electricity-autoproducer,heavy_oil,
Power_Gen_HLF,1A1a_Electricity-public,heavy_oil,
Power_Gen_HLF,1A1a_Heat-production,heavy_oil,
Power_Gen_HLF,1A1a_Electricity-autoproducer,diesel_oil,
Power_Gen_HLF,1A1a_Electricity-public,diesel_oil,
Power_Gen_HLF,1A1a_Heat-production,diesel_oil,
Power_Gen_HLF_CCS,1A1a_Electricity-autoproducer,heavy_oil,
Power_Gen_HLF_CCS,1A1a_Electricity-public,heavy_oil,
Power_Gen_HLF_CCS,1A1a_Heat-production,heavy_oil,
Power_Gen_HLF_CCS,1A1a_Electricity-autoproducer,diesel_oil,
Power_Gen_HLF_CCS,1A1a_Electricity-public,diesel_oil,
Power_Gen_HLF_CCS,1A1a_Heat-production,diesel_oil,
STEEL,2C_Metal-production,process,
Transformations_Coal,1A1bc_Other-transformation,process,
Transformations_HLF,1A1bc_Other-transformation,process,
Transformations_HLF_Refinery,1A1bc_Other-transformation,process,
Transformations_LLF,1A1bc_Other-transformation,process,
Transformations_NatGas,1A1bc_Other-transformation,process,
Transformations_NatGas_CO2,1A1bc_Other-transformation,process,
Waste_Solid_Industrial,5A_Solid-waste-disposal,process,
Waste_Solid_Industrial,5C_Waste-incineration,process,
Waste_Solid_Municipal,5A_Solid-waste-disposal,process,
Waste_Solid_Municipal,5C_Waste-incineration,process,
Waste_Water_Industrial,5D_Wastewater-handling,process,
Waste_Water_Municipal,5D_Wastewater-handling,process,
,2A6_Other-minerals,process,
,2D_Degreasing-Cleaning,process,
,2D_Paint-application,process,
,2D3_Chemical-product-use,process,
,2D3_Other-product-use,process,
,2D3_Other-product-use,process,
,2L_Other-process-emissions,process,
,3B_Manure-management,process,
,3D_Rice-Cultivation,process,
,3D_Soil-emissions,process,
,3E_Enteric-fermentation,process,
,3F_Agricultural-residue-burning-on-fields,process,
,3I_Agriculture-other,process,
,3I_Agriculture-other,process,
,5E_Other-waste-handling,process,
,1A3ai_International-aviation,,
,1A3aii_Domestic-aviation,,
,1A3di_International-shipping,,
,1A3dii_Domestic-navigation,,
,1A3eii_Other-transp,,
,1B2d_Fugitive-other-energy,,
,6A_Other-in-total,,
,6B_Other-not-in-total,,
,7A_Fossil-fuel-fires,,
,11A_Volcanoes,,
,11B_Forest-fires,,
,11C_Other-natural,,
