,Oil: Regional consumption - by product group,,,,,,,,,,,Contents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD,    of which: diesel/gasoil,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9319,9004,8604,8608,8867,9185,9741,9864,10158,10248,10409,10632,10726,10930,11188,11424,11917,12099,12081,12276,12367,12723,12604,13022,13284,13468,13640,13528,13312,12495,12846,12824,12554,12637,12760,13030,12954,13201,13433,13310,12164,12642,3.90%,-0.10%,13.40%
OECD,    of which: jet/kerosene,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2531,2432,2391,2418,2606,2646,2783,2937,3123,3178,3259,3227,3309,3402,3527,3654,3867,3960,3985,4165,4224,4132,4025,4006,4112,4269,4192,4135,3983,3702,3777,3745,3714,3782,3852,4009,4163,4345,4451,4517,2576,3002,16.50%,-2.20%,3.20%
OECD,Fuel oil,5834,6265,6825,7351,8202,9240,9631,10213,11193,10666,9850,10501,10594,10609,10531,9403,8272,7195,6390,6255,5708,5851,5536,5725,5820,5815,5659,5619,5396,5553,5171,5107,4971,5000,4798,4604,4381,4129,4249,4158,4223,3827,3739,3541,2934,2788,2771,2852,2455,2100,1931,1979,1896,1839,1624,1371,1550,13.00%,-5.60%,1.60%
OECD,Others,3831,4137,4334,4754,5231,5490,5636,6094,6567,6346,6028,6362,6735,6976,7477,7203,6944,6788,6941,7347,7579,7486,7768,8013,8038,7895,8098,8542,8587,8870,9135,9443,9667,9582,10010,9901,9877,10055,10022,10276,10173,10276,10281,9888,9608,9698,9664,9619,9758,9521,9711,9893,9905,10176,10233,9892,10239,3.50%,0.60%,10.90%
OECD,    of which: ethane and LPG,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3044,3162,3304,3345,3670,3863,3759,3923,4005,4087,3823,4093,4278,4330,4489,4636,4752,4823,4741,5092,5110,4973,5164,5022,5090,4990,5017,5112,4963,5017,5157,5223,5236,5494,5400,5426,5563,5610,5946,5913,5854,5998,2.40%,1.40%,6.40%
OECD,Total OECD,23203,24940,26772,29070,31676,34292,35970,38501,41491,39827,38762,41152,42304,44248,44547,41458,39370,37555,37099,38018,38245,39441,40065,41423,42043,42179,42325,43293,43580,44794,45594,46792,47595,47810,48666,48542,48525,48593,49140,49873,49983,49665,49393,47448,45366,45756,45155,44716,44746,44317,45026,45522,45952,46420,46070,40360,42941,6.40%,-0.50%,45.60%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-OECD,Non-OECD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-OECD,Light distillates,1440,1565,1675,1787,1944,2090,2250,2432,2674,2807,3042,3194,3439,3690,3833,3831,3897,3984,4034,4090,4119,4224,4377,4509,4688,4867,4818,4807,4810,5017,5244,5412,5748,5887,6121,6179,6603,6826,7153,7635,7898,8289,8696,9148,9453,10123,10526,11124,11688,12075,12829,13242,13667,14092,14400,13326,14560,9.30%,3.30%,15.50%
Non-OECD,    of which: gasoline,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3252,3313,3359,3398,3454,3521,3617,3734,3833,3965,4133,4134,4108,4088,4263,4438,4539,4733,4807,4868,4827,5038,5228,5406,5725,5953,6194,6439,6827,7075,7530,7927,8437,9007,9206,9763,10134,10481,10820,11011,9816,10725,9.30%,3.10%,11.40%
Non-OECD,    of which: naphtha,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,578,583,625,636,636,598,607,643,676,723,733,684,699,722,755,806,874,1015,1080,1253,1352,1566,1598,1747,1910,1945,2095,2256,2321,2378,2593,2599,2687,2681,2869,3066,3108,3186,3272,3389,3510,3836,9.30%,4.00%,4.10%
Non-OECD,Middle distillates,2624,2826,3050,3268,3553,3881,4243,4560,4999,5277,5639,5981,6488,6916,7215,7251,7379,7476,7567,7651,7583,7671,7894,8084,8319,8472,8485,8453,8366,8404,8667,9017,9479,9519,9856,10251,10538,10788,11054,11933,12343,12784,13498,13957,14027,14943,15644,16292,16904,16970,17019,16925,17228,17569,17990,15691,16628,6.00%,0.60%,17.70%
Non-OECD,    of which: diesel/gasoil,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5439,5552,5631,5708,5785,5781,5851,6005,6165,6321,6440,6509,6503,6433,6462,6650,6947,7343,7373,7656,7988,8284,8546,8821,9593,9919,10325,10981,11462,11593,12329,12978,13575,14049,14101,14017,13714,13890,14145,14536,13454,14294,6.20%,1.00%,15.20%
Non-OECD,    of which: jet/kerosene,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1812,1827,1845,1859,1867,1801,1819,1889,1919,1998,2033,1976,1950,1933,1942,2018,2070,2136,2146,2200,2263,2254,2243,2233,2340,2424,2460,2518,2495,2434,2614,2666,2717,2854,2869,3002,3211,3338,3424,3454,2237,2334,4.30%,-1.30%,2.50%
Non-OECD,Fuel oil,2408,2591,2746,2955,3137,3455,3750,4053,4438,4661,4664,5043,5332,5754,5912,6170,6154,6033,6002,6003,5910,6109,6260,6359,6429,6534,6553,6230,6184,6117,6028,5842,6030,5963,5685,5616,5569,5453,5440,5624,5627,5836,5777,5710,5675,5774,5695,5652,5665,5818,5752,5809,5669,5452,5125,4900,5161,5.30%,-1.00%,5.50%
Non-OECD,Others,1163,1238,1305,1379,1464,1645,1720,1906,2087,2370,2358,2389,2411,2480,2660,2668,2773,2903,3025,3224,3419,3585,3754,3878,4017,4199,4175,4473,4257,4440,4597,4488,4917,5011,5369,5910,6138,6550,7104,7652,7796,8036,8412,8559,9114,9953,10413,10763,10895,11412,11838,12670,13407,13957,14163,14468,14798,2.30%,3.60%,15.70%
Non-OECD,    of which: ethane and LPG,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,710,747,797,862,959,1041,1182,1271,1347,1417,1543,1561,1608,1653,1786,1991,1975,2126,2251,2403,2651,2803,3090,3263,3457,3750,3963,4178,4350,4651,5052,5464,5680,5926,6230,6466,7037,7400,7714,7729,7639,7990,4.60%,3.90%,8.50%
Non-OECD,Total Non-OECD,7636,8220,8776,9389,10098,11071,11964,12951,14198,15116,15703,16607,17670,18840,19621,19920,20203,20397,20628,20968,21031,21588,22285,22831,23452,24072,24030,23963,23617,23978,24537,24760,26174,26379,27030,27957,28847,29617,30751,32844,33663,34944,36382,37374,38270,40793,42278,43831,45151,46275,47439,48647,49972,51070,51677,48386,51147,5.70%,1.90%,54.40%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
," * Excludes Estonia, Latvia and Lithuania prior to 1985 and Croatia and Slovenia prior to 1990.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,w Less than 0.05%.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Notes: ‘Light distillates’ consists of aviation and motor gasolines and light distillate feedstock (LDF).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"‘Middle distillates’ consists of jet and heating kerosenes, and gas and diesel oils (including marine bunkers).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,‘Fuel oil’ includes marine bunkers and crude oil used directly as fuel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"‘Others’ consists of refinery gas, solvents, petroleum coke, lubricants, bitumen, wax, other refined products and refinery fuel and loss.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Annual changes and shares of total are calculated using thousand barrels daily figures.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
