,Oil: Regional consumption - by product group,,,,,,,,,,,Contents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,    of which: jet/kerosene,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1226,1134,1141,1173,1291,1332,1406,1480,1545,1574,1565,1518,1496,1519,1576,1568,1640,1664,1700,1746,1793,1728,1657,1632,1694,1749,1687,1655,1553,1411,1452,1438,1403,1440,1479,1555,1623,1687,1712,1750,1084,1376,27.00%,-0.40%,1.50%
US,Fuel oil,1608,1716,1786,1826,1978,2204,2296,2529,2822,2639,2462,2801,3071,3023,2826,2508,2088,1716,1421,1369,1202,1424,1264,1382,1366,1224,1147,1079,1062,1003,835,831,777,869,814,893,794,686,763,859,914,683,718,618,508,532,459,367,317,256,258,325,341,317,275,208,313,50.40%,-3.80%,0.30%
US,Others,2197,2324,2386,2598,2830,2884,2933,3223,3398,3314,3136,3356,3580,3505,3802,3595,3288,3141,3226,3396,3446,3158,3342,3447,3387,3357,3388,3573,3539,3751,3733,3969,4017,3924,4290,4143,4082,4173,4109,4238,4143,4178,4166,3826,3766,3918,3897,3905,4153,4049,4204,4216,4303,4652,4777,4763,5056,6.10%,2.60%,5.40%
US,    of which: ethane and LPG,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1590,1582,1600,1537,1702,1721,1493,1620,1652,1654,1549,1685,1739,1732,1869,1899,1995,2030,1941,2192,2224,2050,2178,2084,2149,2047,2067,2095,1964,2101,2231,2295,2312,2514,2447,2493,2516,2570,2921,2967,3056,3186,4.30%,3.30%,3.40%
US,Total US,11512,12084,12560,13393,14137,14697,15212,16367,17308,16653,16322,17461,18431,18847,18513,17056,16058,15296,15231,15726,15726,16281,16665,17283,17325,16940,16657,16969,17162,17634,17634,18244,18538,18827,19425,19594,19534,19625,19848,20498,20531,20313,20208,18848,18030,18322,17993,17581,17992,18111,18499,18593,18845,19417,19424,17183,18684,8.70%,0.40%,19.90%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. & Cent. America,S. & Cent. America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. & Cent. America,Light distillates,402,445,459,490,521,555,594,647,718,727,742,768,786,835,865,853,870,851,830,816,823,853,879,881,895,920,951,962,1004,1079,1120,1154,1228,1259,1321,1233,1224,1192,1175,1172,1228,1263,1291,1297,1362,1446,1567,1634,1665,1682,1655,1670,1695,1591,1545,1287,1481,15.10%,-0.60%,1.60%
S. & Cent. America,    of which: gasoline,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,799,807,779,742,723,713,740,753,747,761,780,815,822,851,909,958,1000,1040,1076,1116,1032,1030,1028,1001,993,1046,1079,1098,1126,1178,1259,1383,1449,1505,1526,1487,1516,1524,1441,1379,1169,1354,15.80%,-0.20%,1.40%
S. & Cent. America,    of which: naphtha,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,63,72,88,93,110,113,127,133,134,140,135,140,153,170,162,155,188,183,205,201,194,165,174,179,182,184,193,171,183,187,184,185,161,156,168,154,171,150,166,118,128,8.40%,-3.60%,0.10%
S. & Cent. America,Middle distillates,425,438,457,487,525,562,599,636,693,749,779,823,888,938,985,1030,1037,1041,1017,1025,1024,1095,1149,1179,1178,1164,1203,1255,1291,1370,1451,1505,1602,1679,1669,1682,1733,1717,1722,1849,1871,1906,2093,2141,2112,2297,2403,2513,2627,2638,2543,2474,2456,2465,2467,2150,2425,12.80%,0.10%,2.60%
S. & Cent. America,    of which: diesel/gasoil,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,817,820,832,814,829,830,884,931,964,973,961,1006,1054,1083,1157,1218,1260,1353,1426,1420,1431,1486,1493,1508,1631,1643,1677,1850,1895,1865,2028,2120,2216,2325,2318,2218,2146,2126,2120,2114,1976,2220,12.30%,0.50%,2.40%
S. & Cent. America,    of which: jet/kerosene,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,213,218,208,203,196,193,211,218,215,205,203,197,201,208,213,232,245,248,254,248,251,247,224,214,218,228,228,243,247,246,269,282,296,302,320,325,329,330,344,353,174,205,17.70%,-3.20%,0.20%
S. & Cent. America,Fuel oil,591,616,628,667,672,729,760,799,880,892,844,872,891,904,957,949,891,811,752,734,677,694,709,721,718,677,659,649,663,694,697,715,773,805,683,760,768,758,698,710,723,753,759,781,732,709,688,698,676,688,683,623,560,508,496,447,533,19.20%,-2.50%,0.60%
S. & Cent. America,Others,279,291,300,322,338,320,332,374,407,422,429,455,486,498,515,546,562,559,553,576,615,661,664,693,696,711,703,870,848,923,940,904,961,1007,1167,1139,1143,1203,1185,1195,1245,1256,1320,1365,1325,1361,1409,1420,1522,1473,1421,1318,1345,1314,1284,1216,1182,-2.80%,-1.70%,1.30%
S. & Cent. America,    of which: ethane and LPG,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,217,222,238,244,264,268,307,337,351,346,370,376,399,425,443,464,473,502,523,540,554,571,579,535,549,594,623,662,683,678,669,716,762,772,752,739,751,753,759,705,700,723,3.20%,0.10%,0.80%
S. & Cent. America,Total S. & Cent. America,1696,1790,1844,1966,2056,2165,2284,2455,2698,2791,2795,2918,3052,3176,3321,3378,3360,3261,3151,3152,3139,3303,3401,3474,3487,3471,3516,3736,3806,4066,4207,4278,4564,4751,4840,4814,4868,4870,4780,4927,5068,5178,5463,5584,5531,5813,6066,6264,6491,6481,6302,6085,6057,5877,5791,5100,5622,10.20%,-0.80%,6.00%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,of which: Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,Light distillates,102,114,115,141,153,165,180,215,259,271,276,282,267,283,282,239,238,240,227,215,230,249,245,248,264,283,292,284,316,356,388,420,480,492,593,483,475,434,440,457,471,494,497,482,497,566,636,683,695,717,677,686,719,625,635,559,612,9.50%,-0.40%,0.70%
Brazil,    of which: gasoline,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,195,187,178,149,133,130,147,129,125,141,161,174,162,183,204,238,279,304,322,402,296,297,287,281,294,305,328,319,326,329,393,468,514,549,575,522,541,556,483,481,450,495,10.10%,0.60%,0.50%
Brazil,    of which: naphtha,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,52,63,78,82,99,102,116,123,122,121,118,121,134,151,149,141,176,171,191,187,179,147,159,163,166,166,177,156,168,173,168,169,147,142,155,145,163,142,154,109,117,7.10%,-3.60%,0.10%
Brazil,Middle distillates,65,71,75,86,112,137,152,176,210,238,255,283,306,333,359,378,379,399,386,395,413,448,471,489,494,470,489,511,524,542,581,605,640,686,681,684,714,732,716,757,752,749,795,841,830,956,1021,1086,1134,1163,1045,984,985,990,1006,938,1028,9.70%,0.10%,1.10%
Brazil,    of which: diesel/gasoil,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,332,329,348,337,352,369,399,422,441,444,424,442,456,468,484,514,534,564,605,600,608,642,659,643,682,674,671,710,750,736,849,901,961,1009,1034,918,867,870,867,885,877,953,8.70%,0.60%,1.00%
Brazil,    of which: jet/kerosene,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,50,51,49,43,44,48,49,48,50,46,48,55,56,58,67,71,76,81,81,76,72,73,73,75,77,77,85,91,94,108,120,126,125,129,127,116,115,124,120,61,76,24.00%,-4.50%,0.10%
Brazil,Fuel oil,99,105,109,134,130,148,167,186,240,256,258,279,284,307,317,308,268,243,226,222,201,226,228,226,231,214,210,188,201,212,217,238,261,262,188,244,213,190,159,147,155,153,169,185,179,152,126,126,139,161,149,112,110,90,91,94,114,20.90%,-1.00%,0.10%
Brazil,Others,40,44,45,52,62,63,66,72,88,95,100,114,124,144,165,155,156,184,179,200,208,245,264,262,248,262,251,346,347,375,367,372,383,399,428,435,487,495,483,494,517,545,557,588,572,602,651,624,687,687,618,589,592,588,572,542,497,-8.40%,-2.70%,0.50%
Brazil,    of which: ethane and LPG,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,85,91,112,116,128,128,159,178,178,177,191,185,189,206,217,224,218,231,243,251,257,257,252,236,243,246,266,271,291,272,287,319,337,359,341,328,329,334,343,333,332,328,-1.20%,0.30%,0.30%
Brazil,Total Brazil,306,335,345,412,457,513,564,649,797,860,888,958,982,1068,1123,1080,1041,1067,1018,1031,1052,1168,1207,1224,1236,1229,1242,1329,1389,1484,1553,1636,1764,1839,1890,1846,1889,1851,1798,1855,1895,1941,2017,2096,2079,2278,2434,2519,2656,2729,2488,2370,2407,2293,2303,2134,2252,5.50%,-0.80%,2.40%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,Light distillates,1599,1820,2090,2241,2450,2615,2851,3087,3300,3218,3211,3395,3372,3815,3868,3677,3534,3584,3661,3695,3956,4144,4227,4380,4459,4660,4547,4498,4383,4433,4526,4520,4601,4606,4545,4445,4356,4298,4183,4132,4040,3897,3846,3579,3495,3420,3197,3047,2961,2889,2814,2830,2860,2845,2820,2567,2790,8.70%,-1.40%,3.00%
Europe,    of which: gasoline,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2834,2735,2764,2769,2817,3083,3187,3264,3350,3393,3533,3496,3447,3378,3348,3365,3380,3424,3406,3368,3220,3190,3154,3042,2973,2866,2771,2685,2530,2445,2301,2201,2084,2015,1983,1932,1934,1939,2008,2038,1756,1901,8.20%,-1.50%,2.00%
Europe,    of which: naphtha,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,843,799,819,892,878,873,957,963,1030,1065,1127,1051,1051,1005,1085,1161,1140,1177,1200,1178,1226,1166,1143,1142,1159,1174,1126,1161,1050,1050,1119,996,963,947,906,881,897,921,837,782,810,889,9.80%,-1.10%,0.90%
Europe,Middle distillates,2501,2767,3023,3424,3901,4460,4749,5089,5514,5001,5058,5469,5579,5855,5948,5492,5181,4997,5005,5044,5748,5966,6020,6017,5951,6080,6174,6061,6086,6064,6222,6532,6611,6782,6845,6860,7140,7091,7310,7484,7665,7842,7717,7860,7538,7630,7511,7363,7447,7384,7741,7888,8118,8137,8193,6777,7170,5.80%,-0.50%,7.60%
Europe,    of which: diesel/gasoil,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4925,4640,4465,4480,4499,5121,5310,5328,5277,5176,5265,5381,5234,5247,5206,5327,5586,5620,5733,5734,5714,6005,5987,6178,6281,6401,6540,6381,6531,6285,6381,6256,6137,6199,6105,6396,6498,6643,6598,6623,6036,6318,4.70%,0.10%,6.70%
Europe,    of which: jet/kerosene,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,567,541,533,525,545,627,655,692,740,776,815,793,827,839,858,896,945,991,1049,1110,1146,1135,1104,1132,1203,1264,1303,1335,1329,1253,1249,1255,1226,1247,1278,1344,1390,1475,1540,1570,741,853,15.10%,-3.80%,0.90%
Europe,Fuel oil,2954,3158,3350,3612,4015,4470,4599,4863,5162,4909,4497,4758,4516,4672,4799,4355,3880,3448,3017,2967,3407,3408,3283,3148,3114,3157,3033,2740,2577,2442,2438,2306,2215,2308,2135,1902,1927,1926,1884,1813,1826,1792,1676,1615,1464,1325,1280,1159,1033,960,915,953,967,978,942,779,798,2.40%,-4.60%,0.80%
Europe,Others,1166,1292,1362,1499,1665,1778,1800,1913,2100,2006,1889,1987,2081,2180,2295,2245,2177,2084,2168,2210,2483,2581,2685,2745,2724,2703,2705,2736,2657,2731,2812,2766,2897,2940,2902,2974,3006,3073,3098,3159,3212,3234,3232,3187,3008,2978,2940,2826,2790,2748,2852,2951,2983,2944,2876,2724,2769,1.70%,-0.60%,2.90%
Europe,    of which: ethane and LPG,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,669,678,671,720,785,904,929,996,1000,993,996,1031,1037,1000,1032,1082,1029,1060,1073,1103,1130,1149,1208,1210,1221,1243,1213,1261,1258,1218,1222,1216,1177,1293,1307,1319,1368,1403,1424,1384,1288,1303,1.20%,0.70%,1.40%
Europe,Total Europe,8219,9037,9826,10775,12031,13323,14000,14952,16076,15134,14654,15609,15548,16523,16910,15769,14772,14112,13851,13915,15594,16099,16214,16290,16248,16600,16459,16036,15703,15670,15998,16123,16324,16636,16427,16181,16428,16388,16475,16588,16742,16765,16471,16241,15505,15353,14927,14396,14232,13980,14321,14622,14928,14903,14831,12846,13527,5.30%,-1.00%,14.40%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union,of which: European Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union,Light distillates,1141,1310,1506,1589,1759,1936,2188,2402,2542,2483,2528,2682,2641,3033,3066,2930,2794,2829,2888,2917,2961,3076,3125,3251,3314,3510,3462,3487,3399,3481,3584,3540,3581,3608,3600,3544,3472,3407,3329,3285,3194,3055,3039,2837,2754,2718,2534,2412,2354,2314,2249,2264,2298,2304,2274,2097,2290,9.20%,-1.00%,2.40%
European Union,    of which: gasoline,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2204,2109,2127,2121,2152,2203,2259,2306,2370,2398,2520,2519,2531,2483,2483,2513,2496,2500,2514,2515,2398,2376,2337,2267,2205,2091,2014,1947,1826,1777,1673,1602,1516,1470,1466,1441,1448,1463,1543,1574,1360,1465,7.70%,-0.90%,1.60%
European Union,    of which: naphtha,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,726,685,702,767,765,758,817,819,882,916,991,943,957,915,998,1071,1044,1082,1094,1085,1146,1096,1070,1062,1080,1103,1041,1092,1011,977,1045,931,896,884,848,808,817,835,762,700,737,825,11.90%,-1.20%,0.90%
European Union,Middle distillates,1993,2216,2435,2774,3181,3655,3887,4149,4519,4084,4147,4520,4571,4819,4905,4526,4272,4092,4062,4088,4366,4539,4573,4580,4539,4649,4805,4778,4780,4767,4896,5147,5193,5368,5429,5422,5679,5617,5789,5896,6015,6127,5967,6109,5837,5912,5785,5598,5627,5537,5770,5872,6029,6049,6116,5106,5400,5.80%,-0.70%,5.70%
European Union,    of which: diesel/gasoil,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4159,3917,3741,3719,3734,3985,4145,4155,4119,4048,4123,4289,4230,4226,4199,4308,4540,4554,4695,4706,4683,4954,4912,5061,5125,5206,5282,5089,5226,5017,5087,4947,4782,4809,4713,4913,4973,5068,5036,5080,4637,4837,4.30%,-0.20%,5.10%
European Union,    of which: jet/kerosene,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,367,355,351,344,354,381,393,419,461,491,526,516,549,554,568,589,608,639,673,722,739,725,705,727,771,809,845,878,883,820,825,837,816,817,824,858,898,961,1012,1036,468,563,20.30%,-3.90%,0.60%
European Union,Fuel oil,2290,2450,2593,2834,3165,3515,3594,3821,4135,3940,3672,3953,3705,3846,3996,3717,3328,2892,2532,2228,2340,2393,2295,2168,2155,2159,2069,2001,1961,1913,1919,1895,1841,1956,1839,1626,1641,1648,1607,1542,1552,1528,1434,1379,1232,1148,1109,1005,886,821,785,822,825,851,825,689,704,2.30%,-4.40%,0.70%
European Union,Others,909,1016,1073,1191,1348,1460,1482,1569,1705,1636,1554,1637,1727,1751,1875,1830,1782,1674,1726,1755,1777,1823,1895,1926,1943,1934,1933,2036,1988,2040,2084,2106,2231,2270,2259,2317,2320,2357,2350,2399,2419,2464,2490,2435,2258,2220,2209,2141,2088,2076,2109,2132,2167,2141,2092,1961,2027,3.30%,-0.90%,2.20%
European Union,    of which: ethane and LPG,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,544,556,536,567,609,636,634,674,671,670,652,668,717,703,707,721,730,749,755,778,778,795,835,812,818,817,817,879,863,819,826,830,832,927,934,925,940,972,990,959,888,920,3.60%,1.00%,1.00%
European Union,Total European Union *,6333,6993,7606,8387,9453,10565,11151,11941,12901,12142,11901,12792,12644,13450,13842,13003,12176,11487,11208,10988,11444,11831,11888,11926,11951,12253,12269,12302,12128,12200,12482,12689,12847,13203,13125,12909,13113,13028,13074,13122,13180,13174,12930,12760,12082,11998,11637,11157,10955,10749,10913,11090,11319,11345,11307,9853,10421,5.80%,-1.10%,11.10%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIS,CIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIS,Light distillates,,,,,,,,,,,,,,,,,,,,,1347,1361,1370,1360,1386,1398,1348,1224,1036,1015,960,856,878,843,854,828,870,912,950,948,961,1026,1087,1143,1129,1182,1209,1241,1214,1223,1203,1202,1204,1233,1214,1125,1216,8.10%,0.10%,1.30%
CIS,    of which: gasoline,,,,,,,,,,,,,,,,,,,,,1075,1095,1110,1111,1140,1162,1124,1011,847,845,810,732,753,725,703,651,692,735,762,746,764,823,878,932,931,973,1000,1050,1075,1087,1058,1060,1054,1064,1046,958,1048,9.30%,0.50%,1.10%
CIS,    of which: naphtha,,,,,,,,,,,,,,,,,,,,,272,267,260,249,246,236,223,213,190,169,151,125,125,118,152,177,178,178,188,202,198,203,209,211,198,210,209,192,139,135,144,142,151,169,167,167,169,1.30%,-2.10%,0.20%
CIS,Middle distillates,,,,,,,,,,,,,,,,,,,,,2268,2249,2217,2166,2162,2115,2026,1785,1327,1107,1017,929,934,874,874,891,898,897,919,924,981,1041,1101,1162,1056,1154,1288,1306,1406,1426,1356,1373,1432,1460,1495,1362,1476,8.40%,1.40%,1.60%
CIS,    of which: diesel/gasoil,,,,,,,,,,,,,,,,,,,,,1738,1728,1705,1667,1665,1650,1580,1401,1021,851,768,701,707,657,660,667,672,663,686,687,720,769,826,873,791,873,976,988,1095,1136,1087,1029,1049,1106,1152,1067,1152,8.00%,1.70%,1.20%
CIS,    of which: jet/kerosene,,,,,,,,,,,,,,,,,,,,,530,521,512,499,497,465,447,384,307,256,250,228,227,217,214,224,225,233,233,237,261,272,275,289,265,281,312,318,311,289,269,344,383,354,343,295,324,10.00%,0.40%,0.30%
CIS,Fuel oil,,,,,,,,,,,,,,,,,,,,,1925,1959,1973,1959,1977,1982,1914,1753,1563,1340,1100,967,888,891,821,685,616,603,577,509,493,546,399,379,343,332,359,357,398,467,380,401,340,357,376,322,302,-6.30%,-1.70%,0.30%
CIS,Others,,,,,,,,,,,,,,,,,,,,,1049,1109,1138,1160,1195,1264,1267,1310,1096,905,786,625,666,592,689,834,893,795,910,955,923,925,976,947,976,931,1064,1120,1003,1053,1090,1164,1176,1209,1246,1260,1313,4.20%,2.10%,1.40%
CIS,    of which: ethane and LPG,,,,,,,,,,,,,,,,,,,,,178,186,195,202,214,231,234,222,179,177,178,151,178,140,193,252,222,244,283,307,333,354,370,391,407,398,453,480,614,634,688,736,741,760,792,812,858,5.70%,6.60%,0.90%
CIS,Total CIS,,,,,,,,,,,,,,,,,,,,,6590,6678,6699,6644,6721,6759,6555,6073,5023,4367,3863,3378,3366,3200,3238,3238,3277,3207,3357,3336,3358,3538,3564,3631,3504,3599,3920,4025,4020,4168,4029,4140,4152,4259,4331,4069,4307,5.90%,0.90%,4.60%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USSR,USSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USSR,Light distillates,600,643,701,749,803,872,911,982,1057,1132,1279,1298,1429,1533,1561,1634,1656,1647,1626,1626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USSR,    of which: gasoline,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1279,1308,1313,1308,1319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USSR,    of which: naphtha,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,355,348,334,318,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USSR,Middle distillates,1247,1336,1457,1556,1669,1812,1893,2041,2196,2360,2513,2612,2805,3015,3008,3086,3064,2987,2891,2834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USSR,    of which: diesel/gasoil,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2377,2368,2316,2248,2209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USSR,    of which: jet/kerosene,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,709,695,671,643,625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
