iso,CEDS_grd_sector,VOC01,VOC02,VOC03,VOC04,VOC05,VOC06,VOC07,VOC08,VOC09,VOC12,VOC13,VOC14,VOC15,VOC16,VOC17,VOC18,VOC19,VOC20,VOC21,VOC22,VOC23,VOC24,VOC25
ukr,WST,0.030905435,0.030005718,0.017939113,0.028105572,0.026888586,0.04698235,0.096338601,0.023503348,0.020464659,0.028610346,0.031604162,0.022346567,0.01177402,0.001924113,0.010376124,0.003181063,0.015679563,0.000652044,0.004206337,0.012979744,0.005851561,0.070461063,0.459219908
ury,WST,0.022733806,0.025785918,0.019191055,0.034283005,0.031458296,0.056927669,0.021053015,0.017639038,0.015514592,0.022958447,0.023580629,0.021050033,0.012708019,0.002420024,0.011427473,0.004000933,0.01136111,0.000820102,0.003229519,0.009087085,0.005985121,0.049206122,0.577578989
usa,WST,0.024405878,0.026019929,0.018291192,0.031980121,0.028786581,0.052934281,0.063652697,0.019163267,0.016886527,0.024389617,0.026267931,0.020415474,0.012892061,0.001829526,0.010977156,0.003585871,0.011873624,0.000792795,0.003252491,0.009816423,0.005423529,0.05488578,0.53147725
uzb,WST,0.039838394,0.035981547,0.018770911,0.026347316,0.026179516,0.044319804,0.063319011,0.030042556,0.026045148,0.035490765,0.040497345,0.025456447,0.01223858,0.00175094,0.010619703,0.002894514,0.020336884,0.000593263,0.005323748,0.017066022,0.00632248,0.092733131,0.417831973
vct,WST,0.03555199,0.034015059,0.019825955,0.030491941,0.02935277,0.051023018,0,0.026989701,0.023479165,0.032653309,0.036310765,0.025083,0.012997234,0.002077611,0.011423256,0.003434846,0.018060274,0.000704063,0.004820455,0.014993478,0.006504175,0.0814094,0.498798535
ven,WST,0.022462489,0.025712226,0.019339806,0.034731531,0.0318189,0.057657964,0.012934863,0.017450648,0.015358541,0.022804975,0.023320229,0.021089434,0.012811429,0.002454443,0.011530247,0.004057906,0.01121464,0.000831773,0.003199511,0.008949612,0.006019578,0.048453408,0.585795846
vgb,WST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vir,WST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vnm,WST,0.016445327,0.020907936,0.017522247,0.03306181,0.029847089,0.054760288,0.10108002,0.012972437,0.011502916,0.017769139,0.017260034,0.018027315,0.011649882,0.002360561,0.010570379,0.003902628,0.008113639,0.000799949,0.002418393,0.006293795,0.005349926,0.034001677,0.563382611
vut,WST,0.052940373,0.044929357,0.02028397,0.024434049,0.025709081,0.041506553,0,0.03965229,0.034253404,0.045676186,0.053557859,0.030242421,0.013118468,0.001544854,0.011162814,0.002555819,0.027159515,0.000523872,0.006969376,0.023037154,0.007095149,0.125273454,0.368373981
wlf,WST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wsm,WST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yem,WST,0.018536075,0.023306653,0.019330623,0.036313725,0.03282531,0.060158127,0.008710247,0.014597065,0.012933461,0.019894259,0.019431446,0.019996709,0.012848317,0.002590626,0.011648834,0.004282492,0.009157443,0.000877863,0.002716515,0.007126257,0.005912451,0.038508235,0.618297268
zaf,WST,0.018453023,0.022074029,0.017423377,0.032017846,0.029130821,0.053095338,0.108639548,0.014425427,0.012735055,0.019224247,0.019242941,0.018506347,0.011561202,0.002273643,0.010444164,0.003759022,0.009168554,0.0007705,0.002663077,0.00723415,0.005375551,0.039132278,0.542649858
zmb,WST,0.017598348,0.021690234,0.017647284,0.032874984,0.029790006,0.054482585,0.09589767,0.013817512,0.012224553,0.018662868,0.018408886,0.018442357,0.011721751,0.002341142,0.010613007,0.003870531,0.008714287,0.000793371,0.002563028,0.006819874,0.005415661,0.036868703,0.558741359
zwe,WST,0.019862132,0.022964768,0.017470792,0.031550245,0.028855874,0.052362895,0.107823329,0.015452011,0.013608923,0.020282996,0.020641071,0.018932559,0.011577997,0.002232311,0.010429563,0.003690563,0.009905716,0.000756485,0.002837481,0.007885151,0.005426394,0.042682351,0.532768394
srb (kosovo),WST,0.028314093,0.028367449,0.017851671,0.028964847,0.027393952,0.048328696,0.097899382,0.021615388,0.018857675,0.026663468,0.029032887,0.021562734,0.011743176,0.002000187,0.010402871,0.003306842,0.014324066,0.000677826,0.00388564,0.011782557,0.005758094,0.063932881,0.477333616
mne,WST,0.027169164,0.027678461,0.017869232,0.029472106,0.027726767,0.049133255,0.09563367,0.020784547,0.018152025,0.025821222,0.027899982,0.02125968,0.011767506,0.002043219,0.010450273,0.00337798,0.013723575,0.000692408,0.003745227,0.011249307,0.005732575,0.061023972,0.487593846
idn,WST,0.026246078,0.027916155,0.019162989,0.032830571,0.030523995,0.054629503,0.025886112,0.020196481,0.017685499,0.025590203,0.027044612,0.022026975,0.012671361,0.00226574,0.011328701,0.003782947,0.013206955,0.00078182,0.003664345,0.010714083,0.006063651,0.058153989,0.547627236
scg,WST,0.028314093,0.028367449,0.017851671,0.028964847,0.027393952,0.048328696,0.097899382,0.021615388,0.018857675,0.026663468,0.029032887,0.021562734,0.011743176,0.002000187,0.010402871,0.003306842,0.014324066,0.000677826,0.00388564,0.011782557,0.005758094,0.063932881,0.477333616
abw,AGR,0.102274956,0.075759222,0.021369323,0.006759544,0.014960805,0.013715009,0.001005206,0.075560022,0.064801914,0.082556318,0.102477432,0.044720795,0.013313401,0,0.0102863,0,0.052982477,0,0.013061935,0.045873507,0.008712318,0.249809516,0
afg,AGR,0.101334628,0.075062688,0.02117286,0.006697412,0.014823264,0.013588929,0.010190089,0.074865319,0.064206098,0.081797298,0.101535226,0.044309632,0.013190964,0,0.010191703,0,0.052495337,0,0.012941839,0.045451751,0.008632213,0.247512749,0
ago,AGR,0.101333783,0.075062051,0.021172688,0.006697343,0.014823148,0.013588828,0.010198358,0.074864684,0.064205564,0.081796613,0.10153437,0.044309254,0.01319087,0,0.010191602,0,0.052494908,0,0.012941734,0.045451371,0.00863213,0.247510704,0
aia,AGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alb,AGR,0.101336846,0.075067358,0.021178193,0.006694715,0.014821338,0.01358957,0.010176774,0.074864272,0.064202632,0.081801757,0.101539077,0.044307294,0.013194439,0,0.010194136,0,0.052494665,0,0.012940516,0.045449419,0.008633579,0.24751342,0
and,AGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ant,AGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
are,AGR,0.101348172,0.075071658,0.021184323,0.006697389,0.014827629,0.013596293,0.010022981,0.074875718,0.064212455,0.081807679,0.10155368,0.044325601,0.013194132,0,0.010193262,0,0.052509512,0,0.012943574,0.045458991,0.00862515,0.247551803,0
arg,AGR,0.101333862,0.075062059,0.021172681,0.006697409,0.01482316,0.013588804,0.010197711,0.074864768,0.064205584,0.081796712,0.101534433,0.04430928,0.013190828,0,0.010191632,0,0.052494923,0,0.012941748,0.045451411,0.008632113,0.247510881,0
arm,AGR,0.101356008,0.075076756,0.021184962,0.006706777,0.014826161,0.01360103,0.009996289,0.074882535,0.064221416,0.081810084,0.101564753,0.044318986,0.013176587,0,0.010197066,0,0.052499302,0,0.012936881,0.045452421,0.008634397,0.247557589,0
asm,AGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
atg,AGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aus,AGR,0.101334582,0.075062649,0.021172861,0.006697373,0.014823254,0.013588969,0.010190287,0.074865297,0.064206135,0.081797301,0.101535171,0.044309669,0.013190929,0,0.010191676,0,0.052495335,0,0.012941841,0.045451714,0.008632232,0.247512725,0
aut,AGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aze,AGR,0.101373466,0.075091448,0.021180955,0.006699947,0.014828973,0.013594115,0.009810642,0.074893978,0.064230745,0.081828718,0.101574175,0.044326591,0.013195986,0,0.010195658,0,0.05251544,0,0.012946815,0.04546919,0.00863555,0.247607609,0
bdi,AGR,0.101334502,0.075062594,0.021172828,0.006697397,0.014823248,0.013588919,0.010191221,0.074865251,0.064206019,0.081797189,0.1015351,0.044309584,0.013190958,0,0.010191691,0,0.052495285,0,0.012941827,0.045451697,0.008632198,0.24751249,0
bel,AGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ben,AGR,0.101334459,0.075062569,0.02117282,0.006697391,0.014823239,0.013588911,0.010191682,0.074865209,0.064205988,0.081797159,0.101535056,0.044309562,0.013190955,0,0.010191681,0,0.052495254,0,0.012941821,0.045451678,0.008632195,0.247512372,0
bfa,AGR,0.101334308,0.075062468,0.02117279,0.006697381,0.014823217,0.013588898,0.010193105,0.074865099,0.0642059,0.081797049,0.101534905,0.044309499,0.013190939,0,0.010191668,0,0.052495193,0,0.012941805,0.04545161,0.008632182,0.247511981,0
bgd,AGR,0.10133446,0.07506258,0.021172822,0.006697393,0.014823238,0.013588913,0.010191615,0.074865203,0.064205996,0.081797164,0.101535075,0.044309565,0.013190955,0,0.010191686,0,0.052495259,0,0.012941826,0.045451686,0.008632195,0.24751237,0
bgr,AGR,0.101341008,0.075067176,0.021173904,0.006698261,0.014824235,0.013589123,0.010127931,0.074869521,0.064209819,0.081802903,0.10154231,0.044312211,0.013191992,0,0.010192116,0,0.052498668,0,0.012942881,0.045454675,0.008632943,0.247528324,0
bhr,AGR,0.101340113,0.075150248,0.021186199,0.006778016,0.014793014,0.013677344,0.010172842,0.074831033,0.064161403,0.081808108,0.10144438,0.044352873,0.013171422,0,0.010145283,0,0.052517539,0,0.012900793,0.045460755,0.00862273,0.247485904,0
bhs,AGR,0.101332304,0.075062103,0.021177748,0.006698951,0.014819221,0.013588311,0.010211304,0.07485958,0.064204382,0.081796989,0.101525594,0.044303504,0.013194022,0,0.010202124,0,0.052492932,0,0.012944832,0.045446509,0.008634204,0.247505385,0
bih,AGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blr,AGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blz,AGR,0.101332611,0.075061189,0.021172458,0.00669729,0.014822974,0.013588733,0.010209518,0.074863892,0.064204784,0.081795753,0.101533239,0.04430879,0.01319064,0,0.010191475,0,0.05249431,0,0.012941584,0.045450894,0.008632059,0.247507809,0
bmu,AGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bol,AGR,0.101332646,0.075061219,0.02117244,0.006697273,0.014822975,0.013588673,0.010209399,0.074863871,0.064204842,0.081795699,0.101533231,0.044308772,0.013190721,0,0.010191505,0,0.052494315,0,0.012941591,0.045450864,0.008632043,0.247507921,0
bra,AGR,0.101329721,0.075059064,0.021171821,0.006697055,0.014822562,0.013588279,0.010237945,0.074861704,0.064202958,0.081793366,0.101530335,0.044307528,0.013190339,0,0.010191213,0,0.052492826,0,0.012941236,0.045449557,0.008631767,0.247500723,0
brb,AGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brn,AGR,0.101334408,0.075062525,0.02117281,0.006697389,0.014823227,0.013588904,0.010192301,0.074865156,0.064205946,0.081797111,0.101534996,0.044309536,0.013190943,0,0.010191678,0,0.052495231,0,0.012941813,0.045451647,0.008632187,0.247512192,0
btn,AGR,0.101334618,0.07506268,0.02117285,0.006697403,0.014823253,0.013588934,0.010190236,0.074865303,0.064206092,0.081797281,0.101535207,0.044309636,0.013190972,0,0.0101917,0,0.052495349,0,0.012941842,0.045451746,0.008632207,0.247512689,0
bwa,AGR,0.101329131,0.075060147,0.021169893,0.006697588,0.014824879,0.013590523,0.01024292,0.074863678,0.064199867,0.08179337,0.101526027,0.044308216,0.013190028,0,0.010193283,0,0.052493043,0,0.012939887,0.045447931,0.008633413,0.247496177,0
caf,AGR,0.101334399,0.075062529,0.021172812,0.006697391,0.014823233,0.013588906,0.010192186,0.07486516,0.064205952,0.081797125,0.101534997,0.044309535,0.013190947,0,0.010191681,0,0.05249524,0,0.012941817,0.045451664,0.008632192,0.247512235,0
can,AGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
che,AGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chl,AGR,0.101359438,0.07508105,0.021178034,0.00678278,0.01482689,0.013507308,0.010667712,0.074623628,0.064221799,0.081730647,0.101653419,0.044320478,0.013010949,0,0.010103175,0,0.052508196,0,0.012985464,0.04528529,0.008701776,0.247451967,0
chn,AGR,0.101335903,0.075063636,0.021173128,0.006697484,0.014823455,0.013589096,0.010177665,0.074866265,0.064206895,0.081798315,0.101536486,0.044310184,0.013191136,0,0.010191824,0,0.052496002,0,0.012942006,0.045452317,0.008632315,0.247515886,0
civ,AGR,0.101334743,0.075062777,0.021172881,0.00669741,0.014823281,0.013588951,0.010188942,0.074865399,0.064206169,0.081797395,0.101535341,0.044309686,0.013190988,0,0.010191711,0,0.052495405,0,0.012941857,0.04545181,0.00863222,0.247513035,0
cmr,AGR,0.101334483,0.075062557,0.021172822,0.006697394,0.014823238,0.013588912,0.010191681,0.074865214,0.064206,0.081797156,0.101535063,0.044309561,0.013190951,0,0.010191685,0,0.05249527,0,0.012941823,0.045451677,0.008632195,0.24751232,0
cod,AGR,0.101334288,0.075062425,0.021172782,0.00669738,0.014823205,0.013588883,0.010193628,0.074865057,0.064205875,0.081797002,0.101534868,0.044309472,0.013190923,0,0.010191658,0,0.052495152,0,0.012941795,0.045451591,0.008632178,0.247511838,0
cog,AGR,0.101334263,0.075062407,0.021172775,0.006697379,0.014823207,0.013588885,0.010193722,0.074865047,0.06420586,0.081797001,0.101534843,0.044309472,0.013190924,0,0.010191662,0,0.052495157,0,0.012941793,0.045451582,0.008632176,0.247511844,0
cok,AGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
col,AGR,0.101333754,0.075062034,0.021172661,0.006697336,0.014823254,0.013588798,0.010198896,0.074864701,0.064205568,0.081796636,0.101534315,0.044309144,0.013190814,0,0.010191606,0,0.05249482,0,0.012941693,0.045451337,0.008632146,0.247510488,0
com,AGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cpv,AGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cri,AGR,0.101332911,0.075061416,0.021172497,0.00669729,0.014823012,0.013588704,0.010206891,0.074864051,0.064205002,0.081795912,0.101533523,0.044308877,0.01319075,0,0.010191527,0,0.052494461,0,0.012941624,0.045450985,0.008632063,0.247508503,0
cub,AGR,0.101199202,0.074963834,0.021144157,0.006688794,0.014803385,0.013572157,0.011507175,0.074763589,0.064120829,0.08168877,0.101399686,0.044248166,0.013174167,0,0.010179045,0,0.052424657,0,0.012925206,0.045391591,0.008621332,0.247184256,0
cym,AGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyp,AGR,0.102374415,0.075844373,0.021392578,0.006775808,0.014975678,0.013748016,0,0.075647097,0.064870839,0.082636943,0.10257012,0.044770492,0.013319152,0,0.010289829,0,0.053039391,0,0.013075242,0.045911513,0.008706696,0.250051818,0
cze,AGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deu,AGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dji,AGR,0.10133451,0.075062602,0.021172839,0.006697403,0.014823259,0.013588923,0.010191156,0.074865242,0.064206031,0.081797206,0.101535116,0.044309575,0.013190976,0,0.010191694,0,0.052495272,0,0.012941831,0.045451718,0.008632194,0.247512454,0
dma,AGR,0.101332931,0.075061513,0.021172573,0.006697209,0.014822941,0.013588813,0.010206057,0.074864028,0.06420502,0.081795912,0.101533576,0.044308984,0.01319081,0,0.010191555,0,0.052494515,0,0.012941654,0.045451028,0.008632126,0.247508756,0
dnk,AGR,0.101329978,0.075057205,0.021173143,0.006697603,0.014823354,0.013585815,0.010240663,0.074866115,0.064202975,0.081792896,0.101527397,0.044310947,0.013189846,0,0.010187472,0,0.052492825,0,0.012938872,0.045451447,0.008630228,0.247501218,0
dom,AGR,0.101333738,0.075062212,0.021172744,0.006697415,0.014823518,0.013588767,0.010198701,0.074864444,0.064205707,0.081796225,0.101534257,0.044308879,0.013190749,0,0.010191595,0,0.052495286,0,0.012941774,0.045451513,0.008631858,0.247510616,0
dza,AGR,0.101329387,0.075058888,0.02117178,0.006697113,0.01482246,0.013588253,0.010242329,0.074861316,0.064202672,0.081793169,0.101529684,0.04430732,0.013190091,0,0.010191106,0,0.052492441,0,0.012941152,0.045449251,0.008631662,0.247499926,0
ecu,AGR,0.101328436,0.075033588,0.02118698,0.006703824,0.014831191,0.013586125,0.010259451,0.074862772,0.064203267,0.08178524,0.101542079,0.044309077,0.013184829,0,0.010179414,0,0.052502848,0,0.012942935,0.045448976,0.008619109,0.247489857,0
egy,AGR,0.101330135,0.075062467,0.021171498,0.006694604,0.01481834,0.013586461,0.010239073,0.074865431,0.064197586,0.081801056,0.101532245,0.044305048,0.013190994,0,0.010186754,0,0.052498181,0,0.012941014,0.045448843,0.008631656,0.247498616,0
eri,AGR,0.101333938,0.075062655,0.021172969,0.006697559,0.014823223,0.013588899,0.010191897,0.074864945,0.064206116,0.081797251,0.101535151,0.04430933,0.013191504,0,0.010191485,0,0.05249548,0,0.012941808,0.045451535,0.008632186,0.247512068,0
esp,AGR,0.10133681,0.075064274,0.021173286,0.006697586,0.01482355,0.013589211,0.01016888,0.074866943,0.064207461,0.081799012,0.10153736,0.044310598,0.013191259,0,0.010191925,0,0.052496463,0,0.012942108,0.045452745,0.008632409,0.247518118,0
est,AGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eth,AGR,0.10133447,0.075062573,0.021172826,0.006697389,0.01482324,0.013588908,0.010191776,0.074865196,0.064205993,0.081797154,0.101535059,0.044309555,0.013190946,0,0.010191685,0,0.052495268,0,0.012941822,0.045451667,0.008632198,0.247512273,0
fin,AGR,0.101337617,0.075113729,0.021213783,0.00667558,0.014886894,0.013544656,0.010236298,0.074880487,0.064244935,0.081789875,0.10154545,0.044226596,0.013178425,0,0.010249194,0,0.052498712,0,0.012913109,0.045451127,0.008581675,0.247431857,0
fji,AGR,0.101334953,0.075064008,0.021173227,0.006697521,0.014823056,0.013589173,0.010191316,0.074865188,0.064206702,0.081795836,0.101534944,0.044310411,0.013190186,0,0.010190867,0,0.052495178,0,0.012941621,0.045451819,0.008631985,0.24751201,0
flk,AGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fra,AGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fro,AGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fsm,AGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gab,AGR,0.101334453,0.075062456,0.021172864,0.006697324,0.014823285,0.01358884,0.010192322,0.074865216,0.064205948,0.081797111,0.101534965,0.044309519,0.013190898,0,0.010191711,0,0.052495229,0,0.012941802,0.045451614,0.008632171,0.247512271,0
gbr,AGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
geo,AGR,0.101396835,0.075065078,0.021242629,0.006719475,0.014795583,0.01358227,0.009605861,0.074902084,0.064191571,0.081883149,0.101643711,0.044287904,0.01326219,0,0.010170165,0,0.052489473,0,0.012972244,0.045480544,0.008660656,0.247648576,0
ggy,AGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gha,AGR,0.101334318,0.075062464,0.021172791,0.006697384,0.014823218,0.013588892,0.01019311,0.074865096,0.064205902,0.081797036,0.101534923,0.044309496,0.013190932,0,0.010191668,0,0.052495181,0,0.012941802,0.045451611,0.008632183,0.247511993,0
gib,AGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gin,AGR,0.101334638,0.075062691,0.021172851,0.006697405,0.01482327,0.013588942,0.010189968,0.07486533,0.064206111,0.081797302,0.101535235,0.044309631,0.013190969,0,0.0101917,0,0.052495351,0,0.012941846,0.045451758,0.008632206,0.247512796,0
glp,AGR,0.101332733,0.07506117,0.021172434,0.006697453,0.014823161,0.013588729,0.010207991,0.074864002,0.064204784,0.081795633,0.101533353,0.044308718,0.013190808,0,0.010191646,0,0.052494502,0,0.012941573,0.045450969,0.008631945,0.247508393,0
gmb,AGR,0.101334662,0.075062719,0.021172859,0.006697406,0.01482327,0.013588936,0.010189828,0.07486535,0.064206116,0.081797323,0.101535234,0.044309638,0.013190975,0,0.010191702,0,0.052495359,0,0.012941846,0.045451765,0.008632212,0.2475128,0
gnb,AGR,0.101334883,0.075062866,0.021172909,0.006697422,0.014823302,0.013588973,0.010187688,0.074865505,0.064206256,0.081797493,0.101535472,0.044309735,0.013191008,0,0.010191721,0,0.052495478,0,0.012941874,0.045451864,0.00863223,0.247513322,0
gnq,AGR,0.101334403,0.075062521,0.021172814,0.006697397,0.014823241,0.013588899,0.01019215,0.074865152,0.064205977,0.081797152,0.101535,0.044309532,0.013190926,0,0.010191686,0,0.052495217,0,0.01294182,0.045451652,0.008632197,0.247512264,0
grc,AGR,0.101343021,0.075021584,0.021146959,0.006715445,0.014884309,0.01373199,0.010051799,0.07493668,0.064449234,0.081778712,0.101528017,0.044081899,0.01308873,0,0.01003667,0,0.052472283,0,0.012976707,0.045563062,0.008621652,0.247571248,0
grd,AGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grl,AGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gtm,AGR,0.101333797,0.075062057,0.021172679,0.006697348,0.014823141,0.013588819,0.010198256,0.074864698,0.064205566,0.081796604,0.101534376,0.044309267,0.013190867,0,0.010191621,0,0.052494916,0,0.012941739,0.045451377,0.008632141,0.247510729,0
guf,AGR,0.101329678,0.075059026,0.021171817,0.006697081,0.014822538,0.013588267,0.010238429,0.074861658,0.064202969,0.081793299,0.101530266,0.044307471,0.013190328,0,0.010191206,0,0.05249279,0,0.012941211,0.04544953,0.008631788,0.247500649,0
gum,AGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guy,AGR,0.101331587,0.075060404,0.021172215,0.006697169,0.014822813,0.013588507,0.010220009,0.074863066,0.0642042,0.081794827,0.101532162,0.044308278,0.013190593,0,0.010191362,0,0.052493779,0,0.012941464,0.045450387,0.008631928,0.247505249,0
hkg,AGR,0.101427259,0.075131297,0.02119222,0.006703524,0.014836814,0.013601359,0.009285259,0.074933756,0.064264793,0.081872081,0.10162804,0.044350143,0.013203036,0,0.010201019,0,0.052543337,0,0.01295367,0.045493301,0.008640095,0.247738996,0
hnd,AGR,0.101333763,0.075062977,0.021171184,0.006697004,0.014822995,0.013589166,0.010196717,0.074863397,0.064204316,0.081796028,0.101534649,0.044309247,0.013192886,0,0.010193551,0,0.052495434,0,0.012941564,0.04545144,0.008632356,0.247511327,0
hrv,AGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hti,AGR,0.101334247,0.075062394,0.021172785,0.006697369,0.014823199,0.013588887,0.010193896,0.074865044,0.06420584,0.081796988,0.101534835,0.044309465,0.013190932,0,0.010191669,0,0.052495148,0,0.012941791,0.04545157,0.008632172,0.247511769,0
hun,AGR,0.101379374,0.07509579,0.02118248,0.006700316,0.014830134,0.013594844,0.009754713,0.074897711,0.064234542,0.081833802,0.101579897,0.044329187,0.013196535,0,0.010196192,0,0.052518376,0,0.012947598,0.045471431,0.008636133,0.247620947,0
imn,AGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ind,AGR,0.101335043,0.075062984,0.021172936,0.006697426,0.014823324,0.013588987,0.010186181,0.074865623,0.064206349,0.081797605,0.101535624,0.044309809,0.013191026,0,0.010191743,0,0.052495556,0,0.012941893,0.045451932,0.008632243,0.247513714,0
irl,AGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
irn,AGR,0.101335879,0.075063604,0.021173115,0.006697479,0.014823448,0.0135891,0.010177948,0.07486625,0.064206883,0.08179828,0.101536462,0.044310166,0.013191141,0,0.010191824,0,0.05249599,0,0.012942004,0.045452307,0.008632313,0.247515807,0
irq,AGR,0.101230652,0.075282371,0.021844605,0.005791148,0.014830118,0.013886545,0.010163866,0.07465227,0.063969033,0.082825872,0.100355093,0.043538513,0.013249445,0,0.010300459,0,0.053232399,0,0.013479615,0.046056411,0.008481984,0.246829601,0
isl,AGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isr,AGR,0.10123047,0.074985117,0.021148757,0.006687566,0.01480977,0.013575932,0.011211437,0.074785896,0.064141867,0.081711225,0.101430178,0.044267245,0.013178855,0,0.010179712,0,0.052440642,0,0.012930011,0.045404874,0.008621924,0.24725852,0
ita,AGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jam,AGR,0.101293131,0.075031964,0.02116422,0.006694671,0.014817216,0.013583404,0.010595247,0.074834676,0.064179798,0.081763809,0.101493698,0.044291519,0.013185537,0,0.010187529,0,0.052473858,0,0.012936539,0.045433148,0.008628646,0.247411391,0
jey,AGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jor,AGR,0.10123047,0.074985117,0.021148757,0.006687566,0.01480977,0.013575932,0.011211437,0.074785896,0.064141867,0.081711225,0.101430178,0.044267245,0.013178855,0,0.010179712,0,0.052440642,0,0.012930011,0.045404874,0.008621924,0.24725852,0
jpn,AGR,0.101606703,0.075260215,0.021225753,0.006716456,0.014863705,0.013618906,0.0075458,0.075071201,0.064379831,0.082014023,0.101805602,0.044426229,0.013227248,0,0.010220072,0,0.05263349,0,0.01297866,0.045571365,0.008657225,0.248177517,0
kaz,AGR,0.10141169,0.07506192,0.021195718,0.006672557,0.014871543,0.01353852,0.009821849,0.074906311,0.06424253,0.081833834,0.101524708,0.044303716,0.013231894,0,0.01015389,0,0.052493699,0,0.01294342,0.045489949,0.008666338,0.247635915,0
ken,AGR,0.101334465,0.075062561,0.021172816,0.006697391,0.014823236,0.01358891,0.010191858,0.074865192,0.064205977,0.08179715,0.101535037,0.044309553,0.01319095,0,0.010191684,0,0.052495252,0,0.012941818,0.045451678,0.008632195,0.247512277,0
kgz,AGR,0.101359909,0.075071229,0.021139553,0.00670614,0.014858108,0.0136223,0.009996183,0.074851284,0.064221104,0.081776349,0.101581743,0.044333437,0.013157575,0,0.010204993,0,0.052515497,0,0.012928934,0.045478345,0.008618631,0.247578684,0
khm,AGR,0.101333131,0.075061555,0.021172541,0.006697303,0.014823042,0.013588733,0.010204857,0.074864198,0.064205148,0.081796082,0.1015337,0.044308974,0.013190775,0,0.010191552,0,0.052494566,0,0.012941652,0.045451075,0.008632079,0.247509036,0
kir,AGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kna,AGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
