"Category","1.AA.1.A Public Electricity and Heat Production"," ","Measure","Net emissions/removals"," ","Classification","Total for category"," ","Gas","SO2"," ","Infosource Type","CRF Offical submission"," ","Unit","Gg"," ","Measure","Dbl Value"," "
"","Base year","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
"Estonia","167.39","167.39","163.46","98.22","60.88","65.70","68.91","77.14","73.78","66.22","65.26","72.16","75.06","73.05","74.96","78.47","75.67","73.66","75.15","68.68","57.18","68.05","64.29","62.42"
"European Union (15)","8,676.66","8,676.66","8,047.96","7,497.14","6,627.46","5,997.32","5,438.63","4,785.81","4,331.75","4,125.59","3,594.14","3,252.74","3,062.75","3,063.08","2,797.76","2,596.97","2,384.61","2,207.64","2,082.10","1,200.54","965.84","785.87","802.83","922.41"
"European Union (28)","12,778.65","12,778.65","11,755.16","11,092.37","10,093.84","9,249.66","8,538.57","7,875.97","7,443.05","6,788.81","5,891.45","5,367.34","5,308.04","5,098.17","4,943.05","4,553.10","4,270.23","4,107.95","3,992.93","3,086.60","2,726.52","2,522.14","2,803.16","2,650.06"
"Finland","69.38","69.38","59.31","49.24","50.09","47.01","37.26","46.43","40.12","34.49","33.81","28.48","37.31","39.32","51.04","39.02","24.72","38.56","37.96","25.92","25.28","31.37","26.46","22.52"
"France","358.66","358.66","465.70","347.04","247.59","233.96","243.34","245.91","200.96","247.07","185.81","169.02","133.04","133.29","156.10","144.91","150.21","129.64","127.34","107.88","94.15","84.53","60.89","82.52"
"Germany","2,435.43","2,435.43","1,909.28","1,685.99","1,511.84","1,358.97","1,050.47","876.55","693.41","520.37","385.23","265.31","252.97","226.83","214.79","191.95","179.19","183.06","188.94","176.41","168.58","176.73","179.20","191.76"
"Greece","276.70","276.70","317.30","339.48","354.21","358.48","383.60","361.08","355.16","351.23","379.00","339.39","344.22","355.52","393.42","379.45","388.70","364.61","375.30","331.50","296.18","165.30","166.66","170.58"
"Hungary","","418.81","423.36","457.98","461.08","439.17","449.94","444.65","466.80","479.18","465.72","365.90","291.79","232.94","210.19","119.72","14.04","11.22","15.14","14.53","12.03","11.27","12.46","8.89"
"Iceland","0.11","0.11","0.13","0.12","0.12","0.12","0.12","0.07","0.03","0.06","0.02","0.01","0.01","0.02","0.01","0.01","0.02","0.01","0.17","0.01","0.01","0.00","0.01","0.01"
"Ireland","103.04","103.04","104.93","96.59","87.26","95.52","91.62","81.40","95.57","106.07","102.54","79.87","76.72","61.23","44.58","44.00","42.50","36.80","30.84","25.19","15.69","9.46","9.38","9.58"
"Italy","769.28","769.28","691.20","607.68","574.77","570.29","592.53","540.95","524.00","492.80","418.02","358.30","322.47","277.77","198.23","174.20","112.22","115.72","81.57","57.98","45.31","32.79","29.32","33.38"
"Japan","219.41","219.41","211.70","224.68","202.26","226.11","203.50","193.78","189.98","185.74","168.14","177.02","185.72","193.84","195.51","197.01","198.58","198.31","198.14","197.63","196.64","196.50","196.29","196.56"
"Latvia","36.08","36.08","29.41","26.61","28.06","31.89","22.48","27.18","18.96","19.20","14.34","6.66","5.10","4.82","3.50","2.10","2.14","1.20","1.24","0.73","0.74","0.76","0.34","0.34"
"Liechtenstein","","","","","","","","","","","","","","","","","","","","","","","",""
"Lithuania","85.12","85.12","102.18","63.59","60.45","63.33","48.28","52.19","45.76","63.47","43.03","19.96","23.44","20.60","13.01","12.43","12.75","12.05","8.77","6.84","9.61","8.53","4.32","9.60"
"Luxembourg","","","","","","","","","","","","","","","","","","","","","","","",""
"Malta","14.81","14.81","16.84","18.73","19.40","22.90","26.08","27.56","28.68","29.76","26.77","23.12","25.38","24.95","27.20","11.56","11.93","12.07","12.39","11.31","7.97","7.59","7.67","8.12"
"Monaco","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Netherlands","44.43","44.43","38.85","33.28","27.71","22.14","16.57","14.88","13.19","11.50","12.35","14.91","15.58","13.74","14.01","10.68","9.93","9.78","8.76","6.38","6.36","6.75","6.74","8.13"
"New Zealand","2.03","2.03","0.97","4.01","1.91","1.62","2.40","2.59","4.99","3.20","4.65","3.75","5.74","5.76","12.62","16.52","20.89","19.76","10.09","16.83","10.74","5.39","6.40","11.36"
"Norway","1.10","1.10","1.15","1.18","1.09","1.29","1.12","1.19","1.06","1.04","1.53","1.49","1.45","1.61","1.60","1.37","1.27","1.22","1.17","1.02","1.10","1.41","1.37","1.29"
"Poland","","","","","","","","","","","","","","","","","","","","","","","",""
"Portugal","180.93","180.93","181.24","234.19","178.78","142.43","177.30","123.20","130.02","165.15","182.49","153.49","154.58","157.78","101.48","106.08","118.64","97.58","90.28","46.12","24.23","17.61","16.44","16.86"
"Romania","831.60","633.11","633.49","661.20","636.07","634.25","651.02","658.31","552.31","429.20","385.35","444.82","488.56","453.56","489.96","444.96","515.40","562.09","443.39","450.85","394.12","299.23","282.88","212.38"
"Russian Federation","","","","","","","","","","","","","","","","","","","","","","","",""
"Slovakia","459.49","459.49","384.59","333.54","283.92","209.84","215.68","207.88","187.14","164.30","157.69","46.26","59.63","55.09","56.85","53.15","49.25","46.11","37.88","40.36","37.83","41.37","44.20","37.87"
"Slovenia","165.56","147.88","131.95","144.49","141.33","136.75","97.26","95.13","101.48","96.04","82.70","80.67","50.74","52.32","49.95","40.97","31.89","9.49","8.79","7.95","7.19","6.17","6.77","6.51"
"Spain","1,459.01","1,459.01","1,437.57","1,423.61","1,278.43","1,197.15","1,057.92","943.15","1,105.99","994.03","1,040.65","965.05","933.54","1,070.11","893.29","947.29","928.78","829.48","822.39","187.87","112.43","71.35","127.77","148.00"
"Sweden","16.72","16.72","19.64","19.69","16.84","16.05","11.49","16.63","9.73","10.82","8.30","6.30","7.50","8.59","9.57","8.71","8.09","8.11","7.66","7.67","8.43","9.92","7.87","7.83"
"Switzerland","3.66","3.66","3.94","4.30","2.20","1.89","1.85","1.98","1.34","2.52","1.15","0.78","0.71","0.56","0.43","0.38","0.39","0.40","0.36","0.33","0.32","0.30","0.30","0.33"
"Turkey","789.56","789.56","856.06","847.85","793.48","1,018.87","1,034.23","1,142.41","1,200.70","1,329.89","1,305.34","1,398.99","1,385.82","1,077.86","832.61","764.72","831.14","922.24","936.51","1,007.78","759.20","413.78","621.31","167.89"
"Ukraine","","","","","","","","","","832.80","841.20","774.94","823.28","828.49","841.13","773.86","826.05","998.63","986.49","1,031.34","950.84","994.50","1,249.12","1,237.85"
"United Kingdom of Great Britain and Northern Ireland","2,743.16","2,743.16","2,548.37","2,449.13","2,124.12","1,779.86","1,604.15","1,336.18","1,037.16","1,087.84","787.07","835.51","748.05","684.65","679.21","515.31","391.44","364.78","290.74","217.09","163.82","176.41","171.30","229.47"
"United States of America","14,432.64","14,432.64","14,319.24","13,985.40","13,779.46","13,507.30","10,958.98","11,582.39","11,970.67","12,171.00","11,415.70","10,338.61","9,843.47","9,467.86","9,383.30","9,298.73","9,438.98","8,644.48","7,849.98","7,055.48","6,088.17","5,120.86","4,153.56","3,001.18"
