"Category","1.AA.2.F Other"," ","Measure","Net emissions/removals"," ","Classification","Total for category"," ","Gas","SO2"," ","Infosource Type","CRF Offical submission"," ","Unit","Gg"," ","Measure","Dbl Value"," "
"","Base year","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
"Romania","114.82","81.51","23.16","23.52","19.33","13.39","10.09","13.25","9.18","13.72","14.31","14.30","17.67","21.12","19.82","27.21","23.07","25.01","30.57","31.14","21.67","21.61","26.22","28.10"
"Russian Federation","","","","","","","","","","","","","","","","","","","","","","","",""
"Slovakia","","","","","","","","","","","","6.44","6.31","4.34","5.34","4.09","3.82","3.59","3.45","2.84","1.71","1.61","1.69","1.40"
"Slovenia","14.43","9.70","8.90","8.84","7.93","8.60","4.35","2.58","2.22","1.93","1.86","2.01","1.90","1.69","1.70","1.54","1.73","1.68","1.93","1.96","1.10","0.82","0.80","0.80"
"Spain","146.97","146.97","157.85","153.50","158.31","162.62","167.06","143.82","141.19","123.33","114.75","103.55","103.21","105.85","77.92","69.74","70.44","65.95","64.23","80.04","118.36","124.19","141.63","93.46"
"Sweden","8.25","8.25","7.24","6.05","5.00","5.30","5.17","3.91","3.55","3.37","3.19","2.83","2.90","2.65","2.20","2.20","2.17","2.37","2.35","2.03","1.68","2.10","1.96","1.89"
"Switzerland","7.79","7.79","6.78","5.65","5.16","5.33","5.48","4.64","3.57","3.75","3.00","3.11","3.78","3.18","2.98","3.31","3.31","3.50","3.45","3.36","3.15","3.36","3.16","3.12"
"Turkey","","","","","","","","","","","","","","","","","","","","","","","",""
"Ukraine","","","","","","","","","","45.48","38.89","28.19","26.26","47.37","42.10","41.57","37.00","38.87","64.67","63.49","52.41","78.97","61.64","56.50"
"United Kingdom of Great Britain and Northern Ireland","247.55","247.55","266.93","282.41","248.20","206.11","181.94","143.19","133.77","127.95","101.38","98.81","100.41","89.02","85.23","85.08","89.05","75.68","67.55","61.26","54.39","54.03","47.72","44.98"
"United States of America","3,220.56","3,220.56","2,953.84","2,986.50","2,979.24","2,919.37","3,045.47","2,584.37","2,543.79","2,485.93","1,936.83","1,941.23","2,034.67","1,620.29","1,604.75","1,589.22","1,563.53","1,365.47","1,167.41","969.35","876.53","783.70","690.88","690.88"
