"Category","1.AA.4.C Agriculture/Forestry/Fisheries"," ","Measure","Net emissions/removals"," ","Classification","Total for category"," ","Gas","SO2"," ","Infosource Type","CRF Offical submission"," ","Unit","Gg"," ","Measure","Dbl Value"," "
"","Base year","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
"Iceland","1.87","1.87","2.44","2.62","2.58","2.55","2.69","2.36","2.16","1.94","1.35","1.42","1.50","1.28","1.17","1.17","1.63","1.75","2.33","1.82","2.19","2.00","1.87","1.82"
"Ireland","1.25","1.25","1.29","1.31","1.32","1.50","1.15","0.92","0.95","0.95","0.80","0.83","0.84","0.72","0.84","0.83","0.86","0.82","0.74","0.36","0.42","0.37","0.09","0.09"
"Italy","21.09","21.09","18.59","16.57","17.48","16.49","11.37","10.80","3.45","2.68","2.53","1.42","1.45","1.28","1.26","1.21","0.27","0.25","0.26","0.25","0.17","0.11","0.11","0.03"
"Japan","39.79","39.79","41.21","39.63","40.98","42.32","44.81","40.18","47.68","55.25","62.83","57.36","57.61","59.55","58.59","60.04","59.64","53.77","49.97","41.82","42.02","42.76","43.61","46.32"
"Latvia","3.54","3.54","3.69","2.50","2.53","2.67","1.60","1.55","0.94","0.81","0.65","0.78","0.79","0.82","0.66","0.54","0.39","0.31","0.41","0.21","0.28","0.45","0.42","0.21"
"Liechtenstein","","","","","","","","","","","","","","","","","","","","","","","",""
"Lithuania","4.65","4.65","4.07","1.49","1.16","0.88","0.73","0.89","0.68","0.68","0.52","0.35","0.32","0.33","0.41","0.45","0.55","0.59","0.56","0.57","0.50","0.59","0.65","0.67"
"Luxembourg","","","","","","","","","","","","","","","","","","","","","","","",""
"Malta","","","","","","","","","","","","","","0.01","0.00","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.00","0.03"
"Monaco","","","","","","","","","","","","","","","","","","","","","","","",""
"Netherlands","3.15","3.15","2.32","2.45","2.54","2.57","2.86","2.53","2.29","2.23","2.37","2.28","2.21","2.08","2.09","2.17","2.17","1.76","1.65","0.91","0.46","0.27","0.09","0.09"
"New Zealand","2.29","2.29","1.86","2.29","2.40","2.77","2.84","3.35","3.75","4.27","3.77","3.30","3.38","3.58","5.05","3.25","3.68","4.16","3.94","3.93","3.75","4.03","4.47","4.90"
"Norway","2.65","2.65","2.21","1.59","1.30","0.91","0.92","0.90","0.85","1.12","0.98","1.07","1.07","0.98","1.24","1.16","1.15","1.18","0.88","0.82","0.70","0.75","0.77","0.69"
"Poland","","","","","","","","","","","","","","","","","","","","","","","",""
"Portugal","3.80","3.80","3.67","3.49","3.64","4.44","2.88","1.70","1.64","1.45","1.77","1.97","1.72","2.16","1.01","0.88","0.76","0.65","0.43","0.32","0.70","0.85","0.80","0.36"
"Romania","7.87","7.28","4.96","5.35","4.17","2.83","3.10","2.81","3.16","2.88","1.54","1.53","1.03","1.01","0.91","0.84","0.81","1.18","1.01","1.28","1.71","1.63","1.90","1.89"
"Russian Federation","","","","","","","","","","","","","","","","","","","","","","","",""
"Slovakia","","","","","","","","","","","","0.28","0.30","0.22","0.16","0.18","0.14","0.11","0.04","0.04","0.03","0.04","0.05","0.09"
"Slovenia","1.25","0.97","0.98","0.87","0.76","0.87","0.19","0.14","0.14","0.15","0.14","0.14","0.14","0.02","0.03","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Spain","18.58","18.58","17.24","17.33","17.59","17.83","13.27","12.33","11.50","12.26","14.85","14.82","13.52","13.98","12.68","12.48","12.39","13.22","13.25","6.76","6.70","6.66","5.85","1.19"
"Sweden","3.31","3.31","2.73","2.49","2.00","1.93","1.80","1.52","1.32","1.15","0.93","0.75","0.61","0.66","0.65","0.66","0.69","0.68","0.29","0.27","0.28","0.28","0.26","0.25"
"Switzerland","0.43","0.43","0.39","0.34","0.29","0.24","0.19","0.18","0.17","0.17","0.17","0.16","0.14","0.12","0.11","0.09","0.08","0.07","0.07","0.07","0.07","0.06","0.07","0.07"
"Turkey","","","","","","","","","","","","","","","","","","","","","","","",""
"Ukraine","","","","","","","","","","19.97","15.64","12.46","10.31","8.67","7.43","6.12","4.96","4.64","4.27","4.03","3.54","2.93","11.33","11.59"
"United Kingdom of Great Britain and Northern Ireland","10.94","10.94","11.02","11.65","12.88","12.39","10.22","10.14","7.91","7.40","6.76","4.20","3.81","4.05","4.41","4.15","4.08","3.86","3.45","2.50","2.17","2.00","0.37","0.35"
"United States of America","","","","","","","","","","","","","","","","","","","","","","","",""
