"Category","1.AA.3.C Railways"," ","Measure","Net emissions/removals"," ","Classification","Total for category"," ","Gas","SO2"," ","Infosource Type","CRF Offical submission"," ","Unit","Gg"," ","Measure","Dbl Value"," "
"","Base year","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
"Luxembourg","","","","","","","","","","","","","","","","","","","","","","","",""
"Malta","","","","","","","","","","","","","","","","","","","","","","","",""
"Monaco","","","","","","","","","","","","","","","","","","","","","","","",""
"Netherlands","0.10","0.10","0.10","0.10","0.10","0.10","0.10","0.10","0.11","0.11","0.10","0.12","0.12","0.11","0.11","0.12","0.11","0.11","0.10","0.06","0.03","0.02","0.00","0.00"
"New Zealand","0.12","0.12","0.15","0.19","0.21","0.22","0.23","0.23","0.24","0.23","0.27","0.37","0.29","0.24","0.25","0.26","0.23","0.24","0.24","0.23","0.24","0.21","0.23","0.23"
"Norway","0.10","0.10","0.08","0.08","0.07","0.05","0.05","0.03","0.03","0.02","0.01","0.02","0.01","0.01","0.01","0.01","0.01","0.02","0.01","0.01","0.00","0.00","0.00","0.00"
"Poland","","","","","","","","","","","","","","","","","","","","","","","",""
"Portugal","0.34","0.34","0.35","0.35","0.32","0.32","0.33","0.30","0.29","0.27","0.26","0.21","0.15","0.14","0.12","0.11","0.10","0.10","0.10","0.05","0.03","0.03","0.03","0.02"
"Romania","1.24","2.14","1.61","3.84","3.19","2.92","2.86","2.93","2.96","2.46","2.01","2.82","1.49","1.90","1.72","1.95","0.67","0.70","0.72","0.34","0.25","0.29","0.39","0.37"
"Russian Federation","","","","","","","","","","","","","","","","","","","","","","","",""
"Slovakia","0.35","0.35","0.27","0.22","0.19","0.18","0.19","0.19","0.18","0.16","0.15","0.04","0.04","0.03","0.03","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Slovenia","0.22","0.21","0.23","0.16","0.13","0.14","0.04","0.03","0.03","0.03","0.03","0.03","0.03","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Spain","0.79","0.79","0.78","0.77","0.67","0.62","0.60","0.45","0.41","0.30","0.19","0.10","0.10","0.10","0.11","0.11","0.11","0.11","0.08","0.18","0.17","0.17","0.17","0.00"
"Sweden","0.07","0.07","0.06","0.06","0.05","0.05","0.05","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Switzerland","0.03","0.03","0.02","0.02","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Turkey","0.49","0.49","0.50","0.47","0.55","0.58","0.58","0.59","0.59","0.60","0.60","0.45","0.36","0.36","0.37","0.35","0.64","0.64","0.40","0.42","0.41","0.44","0.45","0.41"
"Ukraine","","","","","","","","","","2.26","2.31","2.35","2.58","1.36","1.64","1.58","1.49","1.57","1.40","1.41","0.84","0.92","0.90","2.14"
"United Kingdom of Great Britain and Northern Ireland","1.92","1.92","1.97","1.89","1.82","1.57","1.29","1.36","1.42","1.47","1.44","1.40","1.32","1.51","1.69","1.70","1.74","1.91","1.85","1.22","1.25","1.11","0.68","0.21"
"United States of America","50.47","50.47","51.20","51.67","52.27","52.87","53.47","54.09","52.46","50.95","53.08","50.73","51.36","84.40","76.03","67.66","59.29","46.35","33.41","23.46","25.21","14.58","10.64","9.85"
