"Category","2 Industrial Processes"," ","Measure","Net emissions/removals"," ","Classification","Total for category"," ","Gas","SO2"," ","Infosource Type","CRF Offical submission"," ","Unit","Gg"," ","Measure","Dbl Value"," "
"","Base year","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
"European Union (28)","601.52","601.52","478.74","425.57","379.76","393.61","393.89","333.94","338.33","323.94","305.40","345.38","300.67","303.95","295.56","287.79","282.98","280.21","284.64","260.08","202.60","215.82","220.99","201.19"
"Finland","61.89","61.89","47.35","32.80","27.07","24.16","21.11","20.11","18.48","18.67","18.83","15.90","14.69","15.02","14.28","12.40","13.81","17.13","17.42","18.11","13.20","13.84","13.52","12.84"
"France","32.62","32.62","30.25","25.24","21.17","20.37","20.46","19.70","20.51","20.22","19.69","22.64","22.00","25.32","17.50","16.43","15.13","14.27","13.47","12.00","9.24","8.79","8.93","8.36"
"Germany","170.67","170.67","94.18","84.06","76.68","74.93","79.90","74.84","76.25","76.70","74.92","110.85","102.92","96.90","96.53","96.89","89.48","92.74","94.06","91.51","73.36","84.34","86.00","86.43"
"Greece","8.56","8.56","8.07","7.25","6.79","7.15","7.96","8.00","8.25","8.26","8.40","7.58","7.46","7.59","7.65","7.75","9.10","6.67","6.74","6.38","4.90","5.14","4.23","4.08"
"Hungary","9.77","4.28","2.51","1.80","1.20","1.65","2.28","2.01","1.84","1.50","1.28","1.52","1.30","1.09","1.09","0.76","0.71","0.67","0.45","0.46","0.42","0.48","0.59","0.42"
"Iceland","3.18","3.18","2.48","2.47","2.79","2.73","2.73","2.76","3.19","3.49","4.58","5.07","5.00","5.38","5.66","5.69","5.63","6.46","7.38","12.18","12.63","12.76","12.94","13.66"
"Ireland","","","","","","","","","","","","","","","","","","","","","","","",""
"Italy","88.75","88.75","87.44","84.93","77.17","82.48","79.13","26.89","25.09","25.16","24.04","24.82","24.08","25.02","25.92","26.85","27.15","26.62","26.98","24.80","20.72","20.15","19.99","15.79"
"Japan","48.13","48.13","53.29","41.73","50.82","52.14","53.04","43.65","44.90","42.25","47.12","48.02","48.92","49.83","48.08","46.34","44.59","44.59","44.59","44.59","44.59","44.59","44.59","44.59"
"Latvia","4.60","4.60","4.55","2.38","0.34","0.82","0.99","1.10","1.10","1.07","1.42","0.93","1.12","1.21","1.32","1.42","1.44","1.78","1.81","1.79","1.81","0.16","0.40","0.46"
"Liechtenstein","","","","","","","","","","","","","","","","","","","","","","","",""
"Lithuania","1.55","1.55","1.55","1.55","0.15","","","","","","","","","","","","","","","","","","",""
"Luxembourg","0.16","0.16","0.15","0.14","0.15","0.15","0.16","0.17","0.21","0.29","0.22","0.21","0.22","0.23","0.22","0.21","0.21","","","","","","",""
"Malta","","","","","","","","","","","","","","","","","","","","","","","",""
"Monaco","","","","","","","","","","","","","","","","","","","","","","","",""
"Netherlands","7.88","7.88","5.59","4.88","4.17","3.46","3.38","3.12","3.32","3.10","4.44","2.75","2.98","4.55","1.23","1.27","1.28","1.15","1.15","1.16","1.11","0.95","1.03","0.97"
"New Zealand","9.23","9.23","9.53","9.74","10.68","11.03","10.65","10.86","11.33","11.50","12.08","12.05","12.00","12.10","12.13","11.07","11.35","11.09","11.61","10.78","9.78","11.31","11.53","10.91"
"Norway","26.79","26.79","22.56","18.11","18.41","19.66","20.41","18.88","16.86","15.95","15.78","15.21","13.33","11.92","10.82","13.10","12.73","9.32","9.38","10.38","6.99","10.11","10.24","9.25"
"Poland","","","","","","","","","","","","","","","","","","","","","","","",""
"Portugal","13.18","13.18","10.90","8.33","7.77","6.36","9.44","10.89","10.68","11.34","12.03","12.98","11.18","10.93","12.81","13.09","12.20","10.13","12.07","11.22","5.64","5.79","5.57","4.87"
"Romania","42.37","28.39","18.92","14.70","13.32","12.57","13.60","12.43","10.34","8.22","8.18","8.04","5.57","5.97","6.38","5.45","4.19","4.03","4.67","3.57","2.63","2.38","2.76","2.74"
"Russian Federation","534.87","534.87","469.80","412.52","351.86","285.22","314.93","272.12","279.35","264.14","313.85","355.42","360.98","373.97","389.32","404.47","408.23","415.14","421.42","405.09","369.74","384.27","410.81","429.50"
"Slovakia","","","","","","","","","","","","0.02","0.01","0.02","0.03","0.01","0.00","0.00","0.00","0.01","0.01","0.01","0.01","0.00"
"Slovenia","0.29","0.27","0.24","0.22","0.16","0.22","0.23","0.25","0.25","0.26","0.26","1.68","2.37","3.28","4.65","3.73","3.04","1.63","1.46","1.06","0.66","0.72","0.94","0.76"
"Spain","14.40","14.40","13.18","14.31","14.11","13.92","13.54","12.03","13.36","13.65","13.55","13.19","12.99","12.53","12.04","11.99","12.42","12.60","12.46","11.83","9.27","10.71","10.32","9.76"
"Sweden","33.91","33.91","31.24","30.30","29.15","28.43","27.06","26.16","26.65","23.76","18.80","18.95","17.54","17.28","16.78","13.64","13.90","14.39","14.31","13.69","11.46","12.42","12.35","12.35"
"Switzerland","1.88","1.88","1.96","1.80","1.45","1.27","1.07","1.12","1.16","1.10","0.94","0.96","1.01","1.04","1.04","1.24","1.26","0.92","0.83","0.88","0.64","0.95","0.86","0.89"
"Turkey","24.43","24.43","21.01","26.31","27.37","25.90","31.72","32.51","37.16","37.30","33.38","30.97","27.86","23.84","22.18","19.01","18.08","19.98","31.11","30.90","27.84","32.73","35.00","36.18"
"Ukraine","191.25","191.25","159.18","134.37","94.58","75.07","68.61","66.99","70.23","69.64","74.56","73.83","75.78","76.96","85.02","95.33","100.01","103.06","112.65","100.15","76.29","87.16","95.47","90.60"
"United Kingdom of Great Britain and Northern Ireland","54.80","54.80","53.06","49.65","47.45","50.51","57.56","56.63","59.71","59.04","48.60","41.00","33.69","31.42","33.84","32.79","32.95","32.29","29.81","21.34","12.79","12.63","12.82","8.17"
"United States of America","1,307.28","1,307.28","1,188.30","1,186.62","1,160.31","1,135.81","1,116.76","952.78","985.42","991.05","983.76","1,031.19","1,046.77","849.82","843.14","836.45","829.40","782.79","736.18","689.56","656.01","622.47","620.88","620.88"
