"Category","1.B.2.A Oil"," ","Measure","Net emissions/removals"," ","Classification","Total for category"," ","Gas","SO2"," ","Infosource Type","CRF Offical submission"," ","Unit","Gg"," ","Measure","Dbl Value"," "
"","Base year","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
"Poland","","","","","","","","","","","","","","","","","","","","","","","",""
"Portugal","0.48","0.48","0.40","0.43","2.61","1.89","3.96","4.78","5.38","5.46","5.99","5.23","5.84","5.36","5.92","5.89","5.94","5.94","5.82","5.01","4.54","5.42","4.72","5.06"
"Romania","28.47","22.01","14.13","12.37","12.27","13.71","14.19","12.49","11.56","11.64","9.20","9.79","10.18","11.07","9.98","11.51","12.92","12.31","12.10","12.18","10.55","9.24","8.85","8.50"
"Russian Federation","277.14","277.14","265.98","238.08","207.39","172.98","169.26","163.68","164.61","152.52","157.17","160.89","166.47","172.05","176.70","181.35","193.44","204.60","212.97","220.41","220.41","232.50","240.12","252.45"
"Slovakia","","","","","","","","","","","","","","","","","","","","","","","",""
"Slovenia","","","","","","","","","","","","","","","","","","","","","","","",""
"Spain","40.27","40.27","43.36","46.36","59.71","48.03","52.17","44.37","45.13","50.86","39.50","33.30","29.54","29.66","28.39","27.03","26.14","25.36","21.57","20.44","20.63","19.76","22.88","20.68"
"Sweden","4.19","4.19","3.69","4.91","4.93","3.26","0.98","1.03","0.73","0.74","0.68","0.73","0.76","0.80","0.85","0.92","0.99","1.60","1.27","0.74","0.99","0.95","1.07","0.56"
"Switzerland","","","","","","","","","","","","","","","","","","","","","","","",""
"Turkey","","","","","","","","","","","","","","","","","","","","","","","",""
"Ukraine","","","","","","","","","","","","","","","","","","","","","","","",""
"United Kingdom of Great Britain and Northern Ireland","4.00","4.00","3.96","4.07","4.18","4.30","3.28","3.51","3.86","0.84","0.92","0.92","0.93","0.73","0.76","0.86","0.79","0.59","0.00","1.22","0.21","0.13","0.00","0.00"
"United States of America","","","","","","","","","","","","","","","","","","","","","","","",""
