"Category","Marine"," ","Measure","Net emissions/removals"," ","Classification","Total for category"," ","Gas","SO2"," ","Infosource Type","CRF Offical submission"," ","Unit","Gg"," ","Measure","Dbl Value"," "
"","Base year","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
"European Union (28)","993.64","993.64","959.90","942.54","1,020.02","969.19","983.52","1,040.67","1,145.10","1,242.93","1,185.92","1,262.73","1,317.70","1,304.47","1,424.75","1,531.64","1,578.77","1,598.44","1,684.89","1,604.60","1,496.21","1,403.04","1,444.68","1,341.17"
"Finland","23.07","23.07","22.04","25.04","17.93","12.50","8.34","9.53","10.59","14.93","16.32","18.85","16.89","21.09","21.19","17.88","17.47","19.12","14.64","12.54","7.59","5.56","5.10","2.75"
"France","149.25","149.25","151.39","142.05","140.52","119.31","121.64","123.94","139.31","157.37","160.00","156.04","132.24","123.40","145.15","168.61","153.76","136.45","135.95","92.90","98.66","92.03","99.38","93.58"
"Germany","125.17","125.17","105.67","86.05","109.58","100.76","101.23","94.48","103.19","100.38","103.70","109.43","112.12","120.71","134.10","139.55","130.04","132.22","159.76","156.95","141.58","143.25","141.83","133.44"
"Greece","147.47","147.47","132.30","147.58","175.39","183.80","188.73","171.03","171.99","198.89","174.46","205.86","207.76","185.88","194.98","198.52","175.54","189.46","201.66","198.41","166.40","172.46","178.72","145.54"
"Hungary","","","","","","","","","","","","","","","","","","","","","","","",""
"Iceland","0.13","0.13","0.05","0.10","0.15","0.20","0.30","0.27","0.39","0.54","0.28","0.54","0.25","0.35","0.32","0.39","0.36","0.46","0.91","1.36","1.02","1.13","1.29","1.09"
"Ireland","0.55","0.55","1.30","0.70","1.32","1.23","3.05","3.63","3.14","3.21","3.17","2.42","2.40","3.15","3.85","3.00","1.56","2.96","3.86","2.56","1.92","2.32","0.62","0.80"
"Italy","83.23","83.23","68.17","65.79","69.62","68.94","75.86","54.54","57.78","58.57","59.57","77.28","88.97","98.84","113.42","121.77","124.44","134.72","144.27","155.09","133.54","128.19","131.16","103.12"
"Japan","377.52","377.52","398.74","400.84","454.14","452.55","460.37","271.15","355.88","374.80","353.70","365.72","318.16","335.57","368.01","385.88","431.64","406.48","398.75","370.76","328.70","320.28","287.99","283.76"
"Latvia","20.39","20.39","6.94","9.28","10.18","12.02","7.07","4.31","2.93","0.16","0.04","0.03","5.72","7.09","6.71","7.43","9.91","7.67","3.82","5.03","6.65","5.77","4.50","4.96"
"Liechtenstein","","","","","","","","","","","","","","","","","","","","","","","",""
"Lithuania","","","","","","","","","","","","","","","4.21","3.96","5.56","5.31","4.46","3.42","4.84","","",""
"Luxembourg","","","","","","","","","","","","","","","","","","","","","","","",""
"Malta","3.75","3.75","3.85","5.46","7.34","7.10","6.31","9.60","13.24","9.31","13.94","17.27","32.70","32.29","41.35","58.14","71.57","25.56","73.13","43.35","27.89","36.80","52.10","40.76"
"Monaco","0.01","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Netherlands","","","","","","","","","","","","","","","","","","","","","","","",""
"New Zealand","10.52","10.52","8.16","7.92","9.73","13.59","10.96","10.90","11.72","13.10","11.23","8.10","8.73","10.91","9.89","10.36","10.92","10.94","10.69","12.43","12.39","13.35","12.33","15.19"
"Norway","9.90","9.90","9.74","12.34","13.54","14.01","13.69","15.42","18.78","14.55","12.40","10.60","12.78","6.96","8.04","7.83","8.61","5.13","5.51","6.11","4.70","4.66","4.10","3.88"
"Poland","","","","","","","","","","","","","","","","","","","","","","","",""
"Portugal","18.92","18.92","18.87","18.79","15.18","13.66","13.19","13.92","14.01","14.45","19.93","23.33","15.45","17.18","21.34","25.86","21.99","25.11","27.06","29.05","26.57","24.33","29.46","32.73"
"Romania","","","","","","","","","","0.32","","","","","","","","0.42","1.12","0.22","0.09","0.02","0.02","0.03"
"Russian Federation","","","","","","","","","","","","","","","","","","","","","","","",""
"Slovakia","","","","","","","","","","","","","","","","","","","","","","","",""
"Slovenia","","","","","","","","","","","","","","","","","","0.03","0.05","0.07","0.03","0.02","0.03","0.05"
"Spain","233.14","233.14","255.49","250.08","252.39","233.77","225.41","325.38","394.47","457.33","442.89","470.34","533.73","552.88","566.24","587.16","647.60","673.97","685.07","683.10","681.32","645.82","675.57","670.61"
"Sweden","32.61","32.61","39.69","44.98","45.37","53.40","52.91","51.54","59.89","65.96","66.19","62.59","61.60","53.69","73.30","88.49","88.39","76.82","56.57","50.80","53.38","37.39","27.19","26.71"
"Switzerland","0.04","0.04","0.03","0.03","0.02","0.02","0.01","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Turkey","","","","","","","","","","","","","","","","","","","","3.79","5.63","0.75","45.95","21.76"
"Ukraine","","","","","","","","","","1.16","1.06","0.89","1.03","0.80","0.44","0.58","0.81","0.87","0.44","0.30","0.31","0.43","1.24","0.57"
"United Kingdom of Great Britain and Northern Ireland","98.50","98.50","90.43","88.10","87.92","74.34","85.50","90.69","106.12","98.62","64.29","49.89","47.04","40.12","48.80","67.64","79.45","101.03","135.46","136.78","119.70","91.72","82.82","77.18"
"United States of America","","","","","","","","","","","","","","","","","","","","","","","",""
