"Category","1.A.1 Energy Industries"," ","Measure","Net emissions/removals"," ","Classification","Total for category"," ","Gas","SO2"," ","Infosource Type","CRF Offical submission"," ","Unit","Gg"," ","Measure","Dbl Value"," "
"","Base year","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
"European Union (15)","10,228.27","10,228.27","9,596.02","8,914.46","8,003.54","7,197.83","6,351.20","5,662.69","5,164.65","4,896.25","4,316.89","3,854.90","3,622.14","3,592.76","3,293.74","3,104.29","2,846.77","2,675.28","2,522.04","1,591.17","1,299.53","1,088.47","1,073.10","1,140.46"
"European Union (28)","14,470.13","14,470.13","13,428.87","12,622.02","11,585.62","10,566.70","9,554.13","8,831.41","8,356.54","7,637.85","6,678.68","6,021.41","5,910.00","5,685.77","5,489.46","5,113.01","4,786.07","4,623.49","4,482.85","3,511.64","3,094.65","2,858.65","3,103.23","2,898.24"
"Finland","76.37","76.37","65.61","54.84","54.90","52.32","42.91","53.08","46.44","40.09","39.10","33.24","43.13","42.40","57.19","45.31","30.76","41.90","41.70","29.13","27.86","33.99","29.54","25.22"
"France","509.01","509.01","610.50","489.61","390.37","375.76","379.56","383.95","331.84","379.46","313.25","261.89","225.11","220.71","236.04","219.88","212.76","190.63","183.11","160.00","135.99","116.45","89.07","103.48"
"Germany","3,136.25","3,136.25","2,613.09","2,266.43","2,084.40","1,774.19","1,211.20","1,003.95","798.63","609.80","464.60","337.10","320.46","294.89","282.78","262.33","250.99","252.53","255.45","237.56","228.67","232.20","231.04","237.57"
"Greece","299.27","299.27","340.94","361.57","373.18","381.90","407.26","386.66","379.45","378.49","405.34","370.65","372.18","383.49","421.73","414.25","414.41","401.97","406.44","365.85","333.68","202.38","197.54","189.34"
"Hungary","","440.83","443.47","477.47","481.62","458.37","469.26","466.50","488.12","495.19","484.05","375.72","297.37","238.06","213.44","121.83","16.54","13.08","16.74","15.65","13.03","12.18","13.37","9.82"
"Iceland","0.11","0.11","0.13","0.12","0.12","0.12","0.12","0.07","0.03","0.06","0.02","0.01","0.01","0.02","0.01","0.01","0.02","0.01","0.17","0.01","0.01","0.00","0.01","0.01"
"Ireland","104.04","104.04","106.20","97.43","88.00","96.30","92.38","82.26","96.55","107.24","103.65","80.88","77.48","62.34","45.47","45.09","43.71","38.13","32.16","26.46","16.90","10.41","10.51","10.27"
"Italy","1,000.77","1,000.77","918.37","838.28","779.38","773.01","776.35","726.65","706.51","644.06","565.16","466.84","414.79","373.34","283.40","258.25","187.00","184.06","139.10","112.69","87.72","77.25","65.63","64.51"
"Japan","251.37","251.37","249.52","261.83","244.37","264.73","242.29","230.90","228.73","223.38","207.40","216.20","224.82","232.86","232.57","232.11","231.72","231.44","231.27","230.76","229.78","229.63","229.43","229.69"
"Latvia","36.99","36.99","30.18","27.53","28.69","32.47","23.12","28.76","19.58","20.41","15.64","7.14","5.17","4.86","3.52","2.12","2.16","1.22","1.25","0.74","0.75","0.78","0.36","0.35"
"Liechtenstein","","","","","","","","","","","","","","","","","","","","","","","",""
"Lithuania","93.06","93.06","112.26","69.80","67.43","67.92","51.91","56.48","51.03","69.07","47.85","24.81","29.48","26.63","18.12","18.17","19.40","17.74","12.49","10.32","12.69","10.11","5.97","13.90"
"Luxembourg","","","","","","","","","","","","","","","","","","","","","","","",""
"Malta","14.81","14.81","16.84","18.73","19.40","22.90","26.08","27.56","28.68","29.76","26.77","23.12","25.38","24.95","27.20","11.56","11.93","12.07","12.39","11.31","7.97","7.59","7.67","8.12"
"Monaco","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Netherlands","113.53","113.53","98.58","91.16","83.73","76.31","78.89","63.42","58.25","60.92","58.95","48.32","50.64","44.38","43.77","43.14","42.31","42.40","38.88","32.35","24.50","19.75","19.59","22.33"
"New Zealand","7.91","7.91","7.24","9.91","8.13","5.83","9.26","7.65","7.99","7.54","9.89","8.45","10.63","10.09","17.96","21.24","25.59","23.42","13.62","19.72","13.37","8.62","8.63","14.25"
"Norway","1.89","1.89","1.97","1.79","1.64","1.80","1.71","1.74","1.75","1.75","2.19","2.37","2.52","2.39","2.31","2.13","2.53","2.34","2.18","2.00","1.83","2.26","2.30","2.22"
"Poland","","","","","","","","","","","","","","","","","","","","","","","",""
"Portugal","201.10","201.10","201.69","260.57","211.10","181.05","213.22","158.49","164.49","208.03","223.10","189.44","182.37","186.01","124.94","126.94","134.75","115.40","107.44","63.54","35.94","26.98","23.90","23.29"
"Romania","846.00","643.33","644.33","670.86","646.89","650.13","667.41","675.18","573.39","449.33","398.35","453.99","498.34","466.58","500.85","459.92","529.69","572.99","454.50","461.73","400.90","308.31","291.51","219.96"
"Russian Federation","","","","","","","","","","","","","","","","","","","","","","","",""
"Slovakia","459.49","459.49","384.59","333.54","283.92","209.84","215.68","207.88","187.14","164.30","157.69","48.86","63.53","58.12","60.12","55.98","51.97","49.10","40.33","42.47","40.01","43.49","46.03","39.55"
"Slovenia","166.99","149.36","133.17","146.31","142.70","137.96","97.80","95.42","102.00","96.43","82.78","80.85","50.89","52.44","50.04","40.98","31.89","9.49","8.80","7.95","7.19","6.17","6.77","6.51"
"Spain","1,604.77","1,604.77","1,593.05","1,576.83","1,431.13","1,340.43","1,189.23","1,077.28","1,236.08","1,116.82","1,158.58","1,074.50","1,032.21","1,156.86","968.15","1,021.39","994.02","895.45","886.11","237.26","156.20","108.85","156.07","166.74"
"Sweden","19.03","19.03","21.97","21.40","18.37","17.56","12.92","17.86","11.06","12.05","9.45","7.37","8.70","9.54","10.60","9.78","9.23","8.98","8.41","8.20","8.98","10.41","8.47","8.28"
"Switzerland","4.34","4.34","4.70","4.95","2.91","2.82","2.96","3.01","2.44","3.46","2.22","1.94","1.88","1.56","1.52","1.85","2.03","1.98","1.97","2.19","1.99","2.02","1.78","2.03"
"Turkey","789.56","789.56","856.06","847.85","793.48","1,018.87","1,034.23","1,142.41","1,200.70","1,329.89","1,305.34","1,398.99","1,385.82","1,077.86","832.61","764.72","831.14","922.24","936.51","1,007.78","759.20","413.78","621.31","167.89"
"Ukraine","","","","","","","","","","1,023.94","1,011.65","934.71","968.52","924.06","949.64","865.76","908.57","1,076.39","1,054.15","1,085.31","1,002.27","1,039.56","1,276.30","1,262.85"
"United Kingdom of Great Britain and Northern Ireland","2,888.24","2,888.24","2,691.71","2,580.13","2,255.23","1,901.63","1,728.19","1,457.13","1,155.58","1,200.20","887.04","918.08","829.51","756.09","748.00","591.79","470.52","445.61","376.10","296.04","228.60","240.71","236.55","284.04"
"United States of America","14,432.64","14,432.64","14,319.24","13,985.40","13,779.46","13,507.30","10,958.98","11,582.39","11,970.67","12,171.00","11,415.70","10,338.61","9,843.47","9,467.86","9,383.30","9,298.73","9,438.98","8,644.48","7,849.98","7,055.48","6,088.17","5,120.86","4,153.56","3,001.18"
