"Category","1.A.3 Transport"," ","Measure","Net emissions/removals"," ","Classification","Total for category"," ","Gas","SO2"," ","Infosource Type","CRF Offical submission"," ","Unit","Gg"," ","Measure","Dbl Value"," "
"","Base year","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
"Malta","0.51","0.51","0.53","0.57","0.60","0.63","0.66","0.72","0.74","0.77","0.80","0.86","0.40","0.15","0.15","0.11","0.07","0.04","0.06","0.06","0.06","0.02","0.01","0.01"
"Monaco","0.02","0.02","0.03","0.03","0.03","0.02","0.02","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Netherlands","13.31","13.31","13.58","14.10","13.98","13.50","12.50","9.54","4.94","5.16","5.68","3.99","1.70","1.67","1.50","1.51","1.15","1.18","1.18","0.86","0.78","0.59","0.38","0.37"
"New Zealand","5.55","5.55","5.66","6.07","6.48","7.74","8.53","8.17","7.26","6.99","8.02","10.99","10.47","11.33","11.71","11.25","12.49","11.41","12.07","11.04","11.54","11.08","11.99","12.13"
"Norway","8.28","8.28","7.13","6.28","5.76","4.09","3.77","3.36","3.59","3.36","3.16","2.84","2.43","2.09","3.01","3.01","2.58","2.88","3.55","3.29","2.54","2.62","2.01","1.70"
"Poland","","","","","","","","","","","","","","","","","","","","","","","",""
"Portugal","16.13","16.13","16.74","17.66","18.06","18.96","15.51","9.54","9.86","10.53","10.50","6.13","6.06","6.24","6.24","6.31","3.44","3.44","3.42","3.41","3.11","3.14","2.78","3.07"
"Romania","25.55","23.53","22.95","22.73","15.12","15.63","14.23","20.42","24.07","20.56","17.61","15.88","18.19","18.92","19.60","19.19","3.19","3.41","1.59","1.14","0.55","0.60","0.67","0.57"
"Russian Federation","","","","","","","","","","","","","","","","","","","","","","","",""
"Slovakia","1.44","1.44","1.16","1.03","0.92","0.97","1.04","1.06","1.06","1.16","1.09","0.86","0.87","0.79","0.21","0.22","0.24","0.22","0.25","0.26","0.24","0.26","0.22","0.23"
"Slovenia","5.04","7.02","6.53","6.09","6.69","7.30","2.49","2.58","2.70","2.31","2.15","2.25","2.42","0.54","0.58","0.64","0.14","0.15","0.16","0.19","0.03","0.03","0.04","0.04"
"Spain","99.27","99.27","103.03","107.04","111.21","119.52","94.20","94.37","48.19","51.36","51.62","42.49","39.23","40.10","44.88","34.45","17.25","33.86","30.51","24.88","20.22","15.33","14.98","11.11"
"Sweden","11.33","11.33","8.43","7.42","4.69","4.64","4.30","3.16","3.54","3.96","4.05","3.46","3.33","3.39","4.51","4.34","4.19","2.96","1.67","1.38","2.48","1.99","1.61","1.08"
"Switzerland","3.91","3.91","3.82","3.61","3.07","2.27","2.05","2.06","2.11","2.23","2.41","1.70","1.48","1.29","1.09","0.14","0.13","0.12","0.13","0.13","0.13","0.12","0.13","0.13"
"Turkey","21.24","21.24","20.24","20.87","24.86","22.75","25.42","26.35","23.30","20.78","22.23","22.92","23.88","25.29","26.86","28.98","29.43","32.05","36.66","32.89","29.98","28.79","32.76","44.76"
"Ukraine","","","","","","","","","","39.80","32.64","32.19","33.09","37.24","39.02","41.26","40.78","43.85","45.89","45.85","41.84","42.32","33.69","34.85"
"United Kingdom of Great Britain and Northern Ireland","91.99","91.99","85.29","87.58","84.04","89.07","77.38","63.97","53.71","49.12","39.92","30.39","27.23","27.63","27.67","27.78","27.96","27.05","20.93","15.28","13.93","12.72","11.25","10.26"
"United States of America","792.89","792.89","769.31","744.81","720.32","696.73","672.24","648.45","658.08","664.13","703.81","631.91","624.00","913.35","814.13","714.90","615.67","456.35","297.04","217.24","228.18","146.98","108.84","102.63"
