"Category","1.AA.4.B Residential"," ","Measure","Net emissions/removals"," ","Classification","Total for category"," ","Gas","SO2"," ","Infosource Type","CRF Offical submission"," ","Unit","Gg"," ","Measure","Dbl Value"," "
"","Base year","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
"Hungary","","251.47","243.03","122.85","154.25","88.22","77.98","77.69","84.54","35.95","35.02","22.36","23.26","18.80","18.29","17.11","17.05","18.89","11.41","14.52","12.77","14.28","16.09","16.58"
"Iceland","0.04","0.04","0.03","0.03","0.03","0.03","0.03","0.04","0.02","0.03","0.04","0.03","0.02","0.02","0.01","0.01","0.01","0.01","0.01","0.01","0.03","0.01","0.02","0.01"
"Ireland","26.74","26.74","28.03","22.41","21.83","19.45","17.31","18.25","17.19","17.93","14.54","15.06","15.69","12.60","12.55","11.06","12.21","10.77","10.53","9.20","9.13","8.83","8.03","7.59"
"Italy","60.50","60.50","55.06","47.20","39.25","29.04","23.84","22.23","21.66","18.49","18.77","16.75","17.61","14.83","14.58","13.99","13.20","12.55","10.89","6.30","6.02","5.42","5.23","4.96"
"Japan","2.60","2.60","2.43","2.75","2.52","2.16","1.92","2.08","1.82","1.52","1.16","1.06","0.98","0.98","0.85","0.81","0.80","0.74","0.71","0.67","0.64","0.71","0.68","0.61"
"Latvia","8.07","8.07","10.13","6.25","6.80","5.82","2.51","2.47","1.79","0.89","0.57","0.39","0.84","0.48","0.38","0.38","0.49","0.37","0.27","0.25","0.25","0.36","0.35","0.18"
"Liechtenstein","","","","","","","","","","","","","","","","","","","","","","","",""
"Lithuania","19.46","19.46","20.49","8.60","8.27","7.49","6.22","6.23","7.09","6.27","6.40","6.68","6.79","6.87","6.99","6.60","6.76","6.93","6.31","6.36","6.29","6.92","6.81","7.34"
"Luxembourg","","","","","","","","","","","","","","","","","","","","","","","",""
"Malta","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.02","0.01","0.01","0.01","0.02","0.01","0.02","0.01"
"Monaco","0.04","0.04","0.04","0.04","0.04","0.04","0.03","0.04","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.02","0.01","0.01","0.01","0.01","0.01"
"Netherlands","1.12","1.12","1.04","0.96","0.86","0.78","0.69","0.59","0.50","0.49","0.47","0.47","0.49","0.48","0.50","0.50","0.50","0.49","0.48","0.51","0.51","0.57","0.46","0.51"
"New Zealand","5.02","5.02","3.69","3.27","3.14","3.16","3.18","3.18","3.20","3.22","3.16","3.10","2.98","2.91","2.99","3.01","3.01","2.92","2.85","2.73","2.88","2.72","2.77","2.62"
"Norway","1.30","1.30","1.05","0.84","0.77","0.65","0.67","0.70","0.64","0.83","0.81","0.64","0.73","0.73","0.64","0.53","0.45","0.51","0.42","0.43","0.43","0.49","0.41","0.39"
"Poland","","","","","","","","","","","","","","","","","","","","","","","",""
"Portugal","2.75","2.75","2.63","2.55","2.47","2.46","2.42","2.41","2.37","2.27","2.19","2.10","2.02","1.96","1.89","1.83","1.76","1.69","1.63","1.56","1.50","1.45","1.54","1.48"
"Romania","27.45","29.03","18.71","18.14","11.56","4.43","4.94","8.53","9.72","5.64","6.47","6.31","3.97","4.38","5.18","5.78","6.82","5.17","6.25","6.46","5.30","4.77","4.82","4.92"
"Russian Federation","","","","","","","","","","","","","","","","","","","","","","","",""
"Slovakia","63.20","63.20","58.17","53.70","42.12","33.07","28.12","20.17","14.99","17.09","14.19","16.06","13.76","7.13","6.38","5.38","5.07","5.52","3.74","3.84","3.12","3.42","3.10","3.17"
"Slovenia","18.34","9.54","12.23","9.99","10.37","9.12","5.97","4.16","3.33","2.89","3.00","2.64","2.44","2.31","2.25","1.79","1.41","1.34","0.97","0.53","0.51","0.53","0.42","0.36"
"Spain","19.70","19.70","19.95","21.39","19.56","18.77","15.52","15.87","15.75","14.49","16.94","17.41","18.21","18.89","16.42","16.79","16.29","16.61","15.68","11.66","11.53","10.85","8.78","8.21"
"Sweden","7.54","7.54","7.50","6.93","3.98","4.20","3.77","2.89","2.57","2.47","2.19","1.88","1.58","1.45","1.40","1.30","1.04","0.82","0.72","0.66","0.67","0.62","0.59","0.57"
"Switzerland","11.09","11.09","9.61","8.81","7.02","8.74","8.15","8.18","8.22","6.39","4.47","4.26","5.40","4.99","4.67","4.71","5.38","4.59","3.67","3.96","3.32","3.59","2.70","2.76"
"Turkey","","","","","","","","","","","","","","","","","","","","","","","",""
"Ukraine","","","","","","","","","","254.93","228.64","174.72","154.18","136.70","146.09","150.96","121.27","121.76","96.63","87.21","80.81","82.22","83.23","77.55"
"United Kingdom of Great Britain and Northern Ireland","111.67","111.67","122.82","113.89","127.20","116.04","96.56","104.09","98.45","86.90","83.63","73.71","67.08","55.47","50.65","46.08","38.53","36.39","37.08","39.38","36.58","38.82","35.81","39.26"
"United States of America","164.95","164.95","165.64","167.85","167.17","166.60","166.00","123.36","122.56","114.17","154.99","159.46","173.97","156.88","157.12","157.36","157.33","131.16","104.99","78.81","72.80","66.78","60.77","60.77"
