"Category","1.A.4 Other Sectors"," ","Measure","Net emissions/removals"," ","Classification","Total for category"," ","Gas","SO2"," ","Infosource Type","CRF Offical submission"," ","Unit","Gg"," ","Measure","Dbl Value"," "
"","Base year","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
"European Union (28)","2,567.00","2,567.00","2,154.53","1,660.62","1,583.00","1,295.36","1,002.00","1,068.38","970.43","813.94","770.86","680.55","679.69","608.35","565.04","513.82","483.61","473.92","414.69","372.72","340.14","341.31","320.87","307.66"
"Finland","20.36","20.36","19.10","19.10","14.90","10.38","8.45","8.56","8.44","8.61","8.38","7.82","8.34","8.38","8.41","6.39","5.83","5.61","5.51","5.18","5.44","5.94","4.93","5.14"
"France","156.97","156.97","164.09","146.72","140.70","124.16","111.73","112.11","97.87","102.88","97.30","88.20","92.20","77.88","77.84","78.37","77.88","72.38","69.60","44.24","42.72","41.26","36.65","35.61"
"Germany","848.21","848.21","498.34","314.77","261.14","200.22","169.00","173.52","152.98","129.55","112.77","102.34","112.08","96.16","85.03","72.30","69.97","76.60","55.76","73.09","60.56","71.00","67.09","67.33"
"Greece","28.55","28.55","30.71","26.24","24.61","17.63","15.08","19.36","17.48","18.06","17.55","18.81","20.41","20.57","23.75","23.33","24.10","24.89","22.27","18.29","15.10","5.15","5.62","4.97"
"Hungary","","278.55","289.03","161.80","189.57","125.15","101.13","96.73","100.20","44.86","44.93","29.36","29.32","24.40","23.14","19.23","18.49","20.37","12.63","15.27","13.39","14.90","16.74","17.10"
"Iceland","1.94","1.94","2.52","2.68","2.65","2.59","2.72","2.41","2.20","1.98","1.40","1.45","1.53","1.30","1.19","1.19","1.65","1.76","2.34","1.83","2.21","2.02","1.89","1.83"
"Ireland","38.94","38.94","39.49","32.90","31.49","28.81","24.07","24.11","22.26","22.06","17.88","18.29","18.88","15.06","15.37","13.70","14.99","13.37","12.96","10.72","10.29","9.92","8.79","8.32"
"Italy","110.47","110.47","98.41","84.52","73.59","57.80","45.73","41.60","34.21","26.86","27.86","24.45","25.93","22.70","22.37","21.66","20.38","18.28","16.84","11.74","11.30","9.25","8.76","8.02"
"Japan","122.14","122.14","119.71","123.86","136.63","145.93","168.10","136.76","148.37","171.59","217.01","217.65","225.67","234.69","233.06","227.57","218.53","198.55","184.07","162.55","150.93","142.38","139.49","130.68"
"Latvia","36.49","36.49","36.08","29.12","23.36","17.85","9.47","9.66","7.22","5.31","3.91","2.85","3.25","2.59","2.11","1.87","1.74","1.47","1.19","0.82","0.81","1.21","1.11","0.56"
"Liechtenstein","","","","","","","","","","","","","","","","","","","","","","","",""
"Lithuania","52.60","52.60","57.43","23.17","21.91","20.70","17.12","16.55","13.98","12.94","11.65","10.37","9.70","10.22","10.51","9.94","10.58","11.83","10.17","9.40","9.66","10.37","10.61","10.06"
"Luxembourg","","","","","","","","","","","","","","","","","","","","","","","",""
"Malta","0.24","0.24","0.24","0.22","0.21","0.21","0.23","0.23","0.21","0.22","0.23","0.24","0.15","0.13","0.07","0.15","0.18","0.16","0.19","0.21","0.20","0.11","0.10","0.12"
"Monaco","0.04","0.04","0.04","0.04","0.04","0.04","0.03","0.04","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.02","0.01","0.01","0.01","0.01","0.01"
"Netherlands","6.30","6.30","5.16","5.01","4.83","4.57","4.51","3.79","3.76","3.36","3.75","3.34","3.34","3.35","3.29","3.47","3.10","2.68","2.67","1.63","1.16","0.91","0.70","0.71"
"New Zealand","9.43","9.43","7.56","8.58","6.75","7.23","8.31","8.39","8.45","9.01","8.44","8.16","8.53","8.55","11.14","8.61","9.14","8.47","8.48","8.48","7.46","7.92","8.27","8.48"
"Norway","4.94","4.94","4.03","3.04","2.60","2.01","2.00","2.11","1.86","2.44","2.31","2.14","2.30","2.08","2.25","2.01","1.90","2.16","1.63","1.63","1.54","1.62","1.53","1.37"
"Poland","","","","","","","","","","","","","","","","","","","","","","","",""
"Portugal","10.75","10.75","10.02","9.82","10.02","12.94","11.83","9.19","7.01","8.93","10.09","9.79","9.54","10.07","6.02","6.13","5.51","4.84","4.57","3.31","3.45","3.75","3.25","2.51"
"Romania","35.32","36.31","23.67","23.57","15.90","7.32","8.07","11.48","14.98","9.08","8.28","8.53","5.98","6.79","7.22","7.91","9.08","7.35","8.63","8.27","7.40","6.87","7.40","7.28"
"Russian Federation","","","","","","","","","","","","","","","","","","","","","","","",""
"Slovakia","63.20","63.20","58.17","53.70","42.12","33.07","28.12","20.17","14.99","17.09","14.19","18.32","15.69","8.50","7.46","6.23","5.80","6.09","4.04","4.36","3.50","3.73","3.41","3.53"
"Slovenia","30.04","16.23","21.07","16.39","19.16","16.05","9.27","7.21","5.64","4.89","5.13","4.26","4.01","3.59","3.39","2.74","2.24","2.05","1.44","0.93","0.87","0.87","0.70","0.57"
"Spain","57.29","57.29","61.16","66.93","54.08","58.64","63.28","51.82","53.08","52.97","58.31","57.38","55.35","56.12","42.32","42.55","41.24","38.82","36.90","23.91","23.82","23.02","19.75","14.35"
"Sweden","14.88","14.88","14.05","12.14","7.76","7.48","6.59","5.22","4.64","4.21","3.72","3.13","2.58","2.44","2.39","2.26","1.92","1.65","1.17","1.03","1.04","0.99","0.94","0.92"
"Switzerland","16.27","16.27","14.17","12.95","10.38","12.72","11.61","11.86","12.00","9.35","6.53","6.30","7.89","7.24","6.75","6.72","7.62","6.46","5.17","5.58","4.66","5.02","3.83","3.89"
"Turkey","","","","","","","","","","","","","","","","","","","","","","","",""
"Ukraine","","","","","","","","","","360.48","322.27","253.73","227.88","250.20","233.96","229.48","200.53","190.29","155.65","143.80","131.66","135.31","144.80","130.15"
"United Kingdom of Great Britain and Northern Ireland","201.06","201.06","207.67","203.07","222.03","196.33","156.39","161.35","145.81","120.89","110.94","91.45","86.36","67.48","60.95","55.63","48.17","45.29","45.16","47.53","44.16","45.26","41.10","43.61"
"United States of America","753.88","753.88","684.94","711.24","700.36","707.62","719.41","576.90","588.30","531.88","562.46","568.63","582.38","525.15","525.96","526.76","526.68","439.06","351.44","263.83","243.69","223.56","203.42","203.42"
