"EMF30 sectors",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"Activity data: ENE",,,,,,,,,,,,,,,
"Scenario: ECLIPSE_V6b_CLE_base",,,,,,,,,,,,,,,
"Region: All EMF Regions",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"Region","EMF30 sector","EMF30 unit","1990","1995","2000","2005","2010","2015","2020","2025","2030","2035","2040","2045","2050"
"ASIA_STAN","CEMENT","Mt","19.628","6.639","2.164","2.301","8.802","13.272","15.635","17.088","18.025","18.654","20.839","20.972","20.985"
"ASIA_STAN","STEEL","Mt","5.84","5.79","5.847","6.035","5.029","4.617","6.937","8.009","9.024","9.959","10.84","11.506","11.956"
"ASIA_STAN","CUSM","Mt","0.672","0.678","0.832","0.851","0.924","0.881","0.861","0.941","1.003","1.015","1.017","1.137","1.242"
"ASIA_STAN","PAPER","Mt",,,,"0.01","0.01","0.012","0.014","0.016","0.018","0.02","0.021","0.024","0.026"
"ASIA_STAN","CHEM","Mt","6.613","1.735","0.629","0.643","0.699","0.666","0.651","0.712","0.758","0.768","0.769","0.86","0.939"
"ASIA_STAN","CHEMBULK","Mt","3.509","2.155","1.502","1.728","4.791","6.074","6.816","7.641","8.464","8.673","8.65","8.615","8.557"
"ASIA_STAN","AACID","Mt",,,,,,,,,,,,,
"ASIA_STAN","NACID","Mt","0.05","0.01","0.1","0.106","1.352","1.352","1.349","1.452","1.551","1.618","1.696","1.993","2.287"
"ASIA_STAN","Losses_Coal","Mt","142.403","88.052","80.458","90.726","115.334","114.247","117.573","124.192","125.329","123.73","125.764","130.366","132.845"
"ASIA_STAN","Losses_Prod_Oil","Mt",,,,,,,,,,,,,
"ASIA_STAN","Losses_Prod_Conventional_Gas","bln m3",,,,,,,,,,,,,
"ASIA_STAN","Losses_Prod_Shale_Gas","bln m3",,,,,,,,,,,,,
"ASIA_STAN","Losses_Distribution_Use","bln m3",,,,,,,,,,,,,
"ASIA_STAN","End_Use_Transport_LDT_HLF","PJ","19.17","13.319","15.228","17.228","22.028","12.179","0.406","0.524","0.763","0.94","1.054","1.132","1.175"
"ASIA_STAN","End_Use_Transport_LDT_LLF","PJ","224.603","115.546","127.717","139.637","251.528","304.525","284.374","320.519","351.816","390.226","425.483","447.885","461.556"
"ASIA_STAN","End_Use_Transport_HDT_HLF","PJ","40.513","5.511","38.107","36.278","52.352","61.69","6.608","8.536","10.414","11.791","13.091","14.46","15.842"
"ASIA_STAN","End_Use_Transport_HDT_LLF","PJ","97.653","47.236","69.868","56.605","33.239","42.67","110.932","121.407","130.312","137.298","139.149","137.387","136.655"
"ASIA_STAN","End_Use_Transport_MC_LLF","PJ","13.02","23.618","12.501","21.754","0.235","0.253","1.511","1.738","1.898","1.687","1.346","0.944","0.503"
"ASIA_STAN","End_Use_Transport_AGR_HLF","PJ","35.239","24.504","48.121","41.918","32.887","32.683","24.032","26.942","29.148","28.211","26.825","25.27","23.353"
"ASIA_STAN","End_Use_Transport_OFF_HLF","PJ","89.141","59.129","38.372","39.499","21.598","52.156","99.4","104.823","116.238","120.344","124.165","122.37","118.214"
"ASIA_STAN","End_Use_Transport_OFF_LLF","PJ",,,"3.515","2.824","2.787","3.217","3.519","3.764","4.491","4.085","3.7","3.64","3.519"
"ASIA_STAN","End_Use_Transport_NatGas","PJ","101.411","77.435","107.024","122.53","80.713","113.346","73.316","94.709","125.223","150.314","176.5","209.135","248.017"
"ASIA_STAN","End_Use_Transport_Coal","PJ",,,,,,,,,,,,,
"ASIA_STAN","Waste_Solid_Municipal","n.a",,,,,,,,,,,,,
"ASIA_STAN","Waste_Solid_Industrial","n.a",,,,,,,,,,,,,
"ASIA_STAN","Waste_Water_Municipal","n.a",,,,,,,,,,,,,
"ASIA_STAN","Waste_Water_Industrial","n.a",,,,,,,,,,,,,
"ASIA_STAN","Unattributed","n.a",,,,,,,,,,,,,
"BRAZ_WHOL","Power_Gen_Coal","PJ",,,,,,,,,,,,,
"BRAZ_WHOL","Power_Gen_Coal_Old","PJ","20.48","27.018","62.843","54.751","46.672","51.355","21.423","4.818","0.968","0.853","0.876",,
"BRAZ_WHOL","Power_Gen_Coal_New","PJ",,,"36.042","25.591","34.727","138.437","181.904","136.459","130.046","118.963","117.599","136.141","149.769"
"BRAZ_WHOL","Power_Gen_Coal_IGCC_CCS","PJ",,,,,,,,,,,,,
"BRAZ_WHOL","Power_Gen_HLF","PJ","160.021","178.896","197.259","169.196","203.448","316.866","119.941","83.746","90.862","87.271","82.694","79.442","76.273"
"BRAZ_WHOL","Power_Gen_LLF","PJ","62.379","78.077","120.369","155.483","162.913","185.56","147.364","144.333","154.825","140.25","127.759","122.601","117.109"
"BRAZ_WHOL","Power_Gen_HLF_CCS","PJ",,,,,,,,,,,,,
"BRAZ_WHOL","Power_Gen_NatGas","PJ","77.321","83.194","175.94","352.375","482.535","950.582","495.913","342.869","373.75","557.173","713.907","868.035","1009.982"
"BRAZ_WHOL","Power_Gen_Bio_Trad","PJ",,,,,,,,,,,,,
"BRAZ_WHOL","Power_Gen_Bio_Trad_Old","PJ","73.549","94.532","59.4","33.79","180.855","216.099","290.591","334.84","386.079","408.75","438.547","140.936","142.714"
"BRAZ_WHOL","Power_Gen_Bio_Trad_New","PJ",,,"6.006","81.803","157.541","210.571","241.003","253.253","267.365","281.474","297.959","323.127","356.049"
"BRAZ_WHOL","Transformations_Coal","PJ","143.378","169.493","143.158","156.91","140.591","132.935","142.996","152.079","153.566","156.172","156.453","159.327","159.733"
"BRAZ_WHOL","Transformations_HLF","PJ","15.376","25.859","37.493","66.522","36.419","151.848","63.509","69.532","76.572","70","63.594","61.015","58.262"
"BRAZ_WHOL","Transformations_HLF_Refinery","PJ",,,,,,,,,,,,,
"BRAZ_WHOL","Transformations_LLF","PJ",,"2.861","5.633","2.18","1.955",,"1.801","1.972","2.172","1.985","1.804","1.731","1.653"
"BRAZ_WHOL","Transformations_NatGas","PJ","25.709","45.86","21.651","21.577","24.71","69.385","229.434","245.29","296.686","379.109","459.296","499.832","546.503"
"BRAZ_WHOL","End_Use_Residential_Bio_Trad_Heat","PJ","9.029","7.063","7.221","9.156","8.637","8.062","7.405","7.185","6.851","6.786","6.55","6.455","6.447"
"BRAZ_WHOL","End_Use_Residential_Bio_Trad_Cook","PJ","442.401","346.09","353.839","473.38","448.441","418.96","382.321","369.473","350.184","344.809","330.549","324.016","322.271"
"BRAZ_WHOL","End_Use_Services_Bio_Trad_Heat","PJ","7.362","6.211","5.804","5.866","7.318","7.646","5.311","5.956","6.346","6.369","6.31","6.122","5.773"
"BRAZ_WHOL","End_Use_Residential_Bio_Mod","PJ",,,"1.27","4.269","15.425","29.084","41.152","48.646","61.676","78.586","96.77","113.931","130.377"
"BRAZ_WHOL","End_Use_Residential_Coal_Heat","PJ",,"0.07",,,,,,,,,,,
"BRAZ_WHOL","End_Use_Residential_Coal_Cook","PJ",,"0.492",,,,,,,,,,,
"BRAZ_WHOL","End_Use_Services_Coal_Heat","PJ",,"0.141",,,,,,,,,,,
"BRAZ_WHOL","End_Use_Residential_HLF","PJ","53.969","78.689","74.111","55.887","54.771","55.357","10.222","10.898","11.246","11.255","11.011","10.234","9.181"
"BRAZ_WHOL","End_Use_Residential_LLF","PJ","254.388","273.237","292.313","272.201","292.264","301.384","304.169","315.242","329.377","344.784","359.655","372.396","382.649"
"BRAZ_WHOL","End_Use_Residential_NatGas","PJ","8.333","7.454","10.103","18.883","20.574","18.586","26.461","37.066","54.696","74.207","93.119","107.32","117.281"
"BRAZ_WHOL","End_Use_Industry_Coal","PJ","109.127","141.862","304.151","306.868","436.462","482.481","271.659","292.117","302.046","311.492","316.479","323.541","324.425"
"BRAZ_WHOL","End_Use_Industry_HLF","PJ","319.35","384.555","411.441","288.444","236.856","197.947","390.027","392.289","394.17","392.668","391.974","385.823","371.364"
"BRAZ_WHOL","End_Use_Industry_LLF","PJ","11.043","17.489","32.428","24.273","29.337","36.85","59.691","61.617","62.801","63.622","62.346","61.589","59.443"
"BRAZ_WHOL","End_Use_Industry_NatGas","PJ","111.656","149.948","220.55","363.735","453.532","454.983","471.001","554.768","645.904","746.883","858.077","959.902","1039.095"
"BRAZ_WHOL","End_Use_Industry_Bio_Trad","PJ","943.868","1034.12","1088.397","1528.907","1878.997","1872.587","1822.413","1859.92","1900.197","1992.364","2087.571","2150.004","2166.914"
"BRAZ_WHOL","CEMENT","Mt","30.5","34.256","43.762","44.9","67.313","79.153","77.617","90.537","101.36","109.481","118.228","121.64","123.254"
"BRAZ_WHOL","STEEL","Mt","27.87","31.63","27.422","31.609","32.948","33.256","36.279","40.523","43.511","46.238","48.546","49.907","50.086"
"BRAZ_WHOL","CUSM","Mt","0.429","0.504","0.489","0.603","0.666","0.632","0.586","0.607","0.654","0.667","0.654","0.732","0.798"
"BRAZ_WHOL","PAPER","Mt","4.844","5.856","6.473","8.221","9.287","10.338","10.419","11.559","13.25","15.305","16.886","18.907","20.594"
"BRAZ_WHOL","CHEM","Mt","3.451","4.043","5.221","5.393","5.59","5.129","4.623","4.658","4.882","4.98","4.883","5.468","5.955"
"BRAZ_WHOL","CHEMBULK","Mt","3.223","3.884","4.457","4.271","3.145","3.864","4.64","5.469","6.397","7.427","8.694","10.106","11.611"
"BRAZ_WHOL","AACID","Mt",,,"0.068","0.075","0.086","0.086","0.092","0.099","0.107","0.112","0.118","0.124","0.13"
"BRAZ_WHOL","NACID","Mt","0.8","1.25","1.522","1.632","1.739","1.739","1.735","1.744","1.798","1.853","1.926","2.267","2.595"
"BRAZ_WHOL","Losses_Coal","Mt","4.595","5.199","6.806","6.255","5.415","8.029","4.328","4.197","4.256","4.312","4.479","4.831","5.297"
"BRAZ_WHOL","Losses_Prod_Oil","Mt",,,,,,,,,,,,,
"BRAZ_WHOL","Losses_Prod_Conventional_Gas","bln m3",,,,,,,,,,,,,
"BRAZ_WHOL","Losses_Prod_Shale_Gas","bln m3",,,,,,,,,,,,,
"BRAZ_WHOL","Losses_Distribution_Use","bln m3",,,,,,,,,,,,,
"BRAZ_WHOL","End_Use_Transport_LDT_HLF","PJ","111.954","134.21","183.341","200.399","168.568","191.73","104.625","116.223","129.113","134.839","129.065","134.246","130.495"
"BRAZ_WHOL","End_Use_Transport_LDT_LLF","PJ","556.762","738.776","662.415","701.283","809.037","1095.296","1507.057","1734.214","1854.114","1960.046","2048.471","2042.489","1924.494"
"BRAZ_WHOL","End_Use_Transport_HDT_HLF","PJ","557.212","673.279","912.896","1007.664","1543.083","1774.68","1486.351","1577.813","1604.105","1658.108","1738.584","1774.322","1791.451"
"BRAZ_WHOL","End_Use_Transport_HDT_LLF","PJ",,,,,,,"92.867","102.049","110.383","109.333","105.176","97.974","87.998"
"BRAZ_WHOL","End_Use_Transport_MC_LLF","PJ","14.087","15.168","20.34","38.664","82.972","122.983","84.598","80.611","75.142","59.46","37.217","23.701","9.446"
"BRAZ_WHOL","End_Use_Transport_AGR_HLF","PJ","108.733","143.189","149.121","159.574","193.346","211.91","225.794","235.854","247.183","253.768","254.868","247.237","234.872"
"BRAZ_WHOL","End_Use_Transport_OFF_HLF","PJ","26.035","24.601","62.09","78.067","104.7","92.718","78.751","76.608","74.909","74.04","71.968","67.484","61.28"
"BRAZ_WHOL","End_Use_Transport_OFF_LLF","PJ","1.786","1.986","4.735","4.631","3.998","4.762","3.434","3.316","3.174","3.058","2.934","2.918","2.833"
"BRAZ_WHOL","End_Use_Transport_NatGas","PJ","0.074","1.805","10.914","67.806","88.724","92.17","93.831","62.433","72.108","91.079","93.851","108.765","122.567"
"BRAZ_WHOL","End_Use_Transport_Coal","PJ",,,,,,,,,,,,,
"BRAZ_WHOL","Waste_Solid_Municipal","n.a",,,,,,,,,,,,,
"BRAZ_WHOL","Waste_Solid_Industrial","n.a",,,,,,,,,,,,,
"BRAZ_WHOL","Waste_Water_Municipal","n.a",,,,,,,,,,,,,
"BRAZ_WHOL","Waste_Water_Industrial","n.a",,,,,,,,,,,,,
"BRAZ_WHOL","Unattributed","n.a",,,,,,,,,,,,,
"CANA_WHOL","Power_Gen_Coal","PJ",,,,,,,,,,,,,
"CANA_WHOL","Power_Gen_Coal_Old","PJ","901.19","953.552","843.311","674.141","377.531","222.719","46.368","1.449",,,,,
"CANA_WHOL","Power_Gen_Coal_New","PJ",,,"388.409","456.933","546.795","529.183","426.086","63.421","1.378","0.02","0.017","0.015","0.013"
"CANA_WHOL","Power_Gen_Coal_IGCC_CCS","PJ",,,,,,,"8.131","8.131","8.131","8.131","8.131","8.131","8.131"
"CANA_WHOL","Power_Gen_HLF","PJ","144.957","82.812","105.333","144.136","117.873","112.09","142.581","61.49","129.126","141.677","150.017","144.747","135.399"
"CANA_WHOL","Power_Gen_LLF","PJ","176.078","169.869","184.209","440.545","495.238","472.183","3.163","3.908","4.502","5.038","5.553","5.395","5.049"
"CANA_WHOL","Power_Gen_HLF_CCS","PJ",,,,,,,,,,,,,
"CANA_WHOL","Power_Gen_NatGas","PJ","237.039","379.537","572.9","603.25","758.67","1089.084","2466.493","2792.116","2764.512","2891.813","3095.196","3269.652","3427.802"
"CANA_WHOL","Power_Gen_Bio_Trad","PJ",,,,,,,,,,,,,
"CANA_WHOL","Power_Gen_Bio_Trad_Old","PJ","40.633","57.424","65.431","61.153","49.505","71.753","88.867","104.089","109.369","118.795","127.044",,
"CANA_WHOL","Power_Gen_Bio_Trad_New","PJ",,,"18.015","30.013","59.483","60.552","61.997","63.86","67","71.168","74.819","88.181","95.481"
"CANA_WHOL","Transformations_Coal","PJ","52.826","39.956","46.268","41.788","50.303","34.912","3.715","9.36","14.882","19.291","24.262","21.922","19.982"
"CANA_WHOL","Transformations_HLF","PJ",,,,,,"14.03",,,,,,,
"CANA_WHOL","Transformations_HLF_Refinery","PJ",,,,,,,,,,,,,
"CANA_WHOL","Transformations_LLF","PJ",,,,,,,,,,,,,
"CANA_WHOL","Transformations_NatGas","PJ","24.236","59.768","60.923","284.406","179.169","134.176",,,,,,,
"CANA_WHOL","End_Use_Residential_Bio_Trad_Heat","PJ","169.017","181.846","197.701","211.285","253.903","231.945","239.506","259.65","282.602","304.93","326.947","348.546","366.14"
"CANA_WHOL","End_Use_Residential_Bio_Trad_Cook","PJ",,,,,,,,,,,,,
"CANA_WHOL","End_Use_Services_Bio_Trad_Heat","PJ","0.42","0.46",,,,,"2.42","5.25","8.215","11.346","14.679","18.179","21.771"
"CANA_WHOL","End_Use_Residential_Bio_Mod","PJ",,,"0.993","2.134","5.405","7.131","9.104","13.508","18.548","23.794","29.39","35.457","41.699"
"CANA_WHOL","End_Use_Residential_Coal_Heat","PJ","1.952","2.261","1.513","1.771","1.318","0.266","0.197","0.138","0.08","0.021",,,
"CANA_WHOL","End_Use_Residential_Coal_Cook","PJ",,,,,,,,,,,,,
"CANA_WHOL","End_Use_Services_Coal_Heat","PJ","0.197","0.028","0.053",,,,,,,,,,
"CANA_WHOL","End_Use_Residential_HLF","PJ","326.423","288.988","329.176","306.987","195.218","170.258","160.687","143.194","126.704","174.08","158.854","147.188","134.051"
"CANA_WHOL","End_Use_Residential_LLF","PJ","56.529","70.043","59.669","124.434","108.776","108.833","69.063","63.244","57.905","17.507","15.416","14.142","12.716"
"CANA_WHOL","End_Use_Residential_NatGas","PJ","844.606","972.588","1057.432","1053.829","1007.754","1112.714","1101.036","1121.912","1143.545","1165.639","1180.883","1192.966","1202.449"
"CANA_WHOL","End_Use_Industry_Coal","PJ","68.062","94.898","100.082","120.094","107.238","80.975","76.172","71.186","66.145","60.659","57.724","55.691","54.251"
"CANA_WHOL","End_Use_Industry_HLF","PJ","248.428","196.905","226.344","196.942","151.337","138.849","269.192","387.076","366.3","400.415","429.643","417.21","390.605"
"CANA_WHOL","End_Use_Industry_LLF","PJ","11.024","13.184","14.864","9.23","14.577","20.939","1.49","1.189","1.053","0.921","0.863","0.827","0.792"
"CANA_WHOL","End_Use_Industry_NatGas","PJ","978.593","1040.878","1120.877","1193.416","1242.389","1468.94","683.164","709.241","730.122","739.492","752.828","767.742","780.239"
"CANA_WHOL","End_Use_Industry_Bio_Trad","PJ","238.167","286.543","330.767","373.002","254.827","244.94","207.606","221.118","235.595","252.231","271.87","293.781","314.763"
"CANA_WHOL","CEMENT","Mt","13.646","12.472","15.278","16.469","14.872","16.312","16.31","17.478","18.742","19.821","21.441","22.214","22.968"
"CANA_WHOL","STEEL","Mt","12.235","14.415","16.595","15.327","13.009","12.473","13.676","13.82","13.964","14.086","14.194","14.244","14.23"
"CANA_WHOL","CUSM","Mt","2.249","3.063","1.457","2.942","2.935","3.123","3.249","3.378","3.489","3.415","3.3","3.512","3.718"
"CANA_WHOL","PAPER","Mt","24.692","24.692","25.442","26.495","27.045","28.268","29.099","30.323","31.03","30.902","30.338","32.289","34.179"
"CANA_WHOL","CHEM","Mt","3.83","3.844","4.333","4.453","4.346","4.508","4.605","4.706","4.796","4.695","4.536","4.828","5.11"
"CANA_WHOL","CHEMBULK","Mt","16.508","19.528","22.315","27.692","21.078","21.01","20.932","20.874","20.82","20.82","20.82","20.82","20.82"
"CANA_WHOL","AACID","Mt","0.153","0.153","0.153","0.153",,,,,,,,,
"CANA_WHOL","NACID","Mt","0.596","0.612","0.674","0.708","0.6","0.6","0.641","0.693","0.75","0.793","0.84","0.94","1.046"
"CANA_WHOL","Losses_Coal","Mt","68.332","74.981","69.163","65.345","67.894","61.931","54.179","39.402","37.415","38.936","40.114","40.498","40.514"
"CANA_WHOL","Losses_Prod_Oil","Mt",,,,,,,,,,,,,
"CANA_WHOL","Losses_Prod_Conventional_Gas","bln m3",,,,,,,,,,,,,
"CANA_WHOL","Losses_Prod_Shale_Gas","bln m3",,,,,,,,,,,,,
"CANA_WHOL","Losses_Distribution_Use","bln m3",,,,,,,,,,,,,
"CANA_WHOL","End_Use_Transport_LDT_HLF","PJ","25.012","33.86","40.02","49.136","43.062","59.711","71.766","67.204","59.526","51.304","48.244","43.835","40.879"
"CANA_WHOL","End_Use_Transport_LDT_LLF","PJ","1097.123","1127.671","1204.884","1194.716","1285.116","1309.311","1212.305","1103.115","986.536","850.305","784.661","746.959","710.603"
"CANA_WHOL","End_Use_Transport_HDT_HLF","PJ","204.517","276.865","327.235","428.41","582.475","574.796","491.482","470.904","444.094","432.884","452.225","465.567","481.227"
"CANA_WHOL","End_Use_Transport_HDT_LLF","PJ","53.516","55.266","66.082","71.869","92.963","98.603","277.308","296.29","298.561","267.215","235.747","225.398","215.041"
"CANA_WHOL","End_Use_Transport_MC_LLF","PJ","2.235","2.308","2.517","2.615","9.682","9.011","12.832","10.913","8.878","6.161","4.294","2.2","0.813"
"CANA_WHOL","End_Use_Transport_AGR_HLF","PJ","62.332","77.771","88.131","80.94","82.848","100.093","203.777","200.766","198.334","164.63","160.969","155.968","149.505"
"CANA_WHOL","End_Use_Transport_OFF_HLF","PJ","163.24","157.322","198.428","204.708","217.341","194.782","308.588","290.779","276.668","268.945","264.047","258.34","252.589"
"CANA_WHOL","End_Use_Transport_OFF_LLF","PJ","15.424","19.822","19.249","56.763","73.486","72.898","52.071","46.767","42.389","37.922","34.083","32.702","31.288"
"CANA_WHOL","End_Use_Transport_NatGas","PJ","121.242","211.669","199.142","179.945","103.136","149.791","157.481","159.961","159.586","162.263","165.166","167.809","171.238"
"CANA_WHOL","End_Use_Transport_Coal","PJ",,,,,,,,,,,,,
"CANA_WHOL","Waste_Solid_Municipal","n.a",,,,,,,,,,,,,
"CANA_WHOL","Waste_Solid_Industrial","n.a",,,,,,,,,,,,,
"CANA_WHOL","Waste_Water_Municipal","n.a",,,,,,,,,,,,,
"CANA_WHOL","Waste_Water_Industrial","n.a",,,,,,,,,,,,,
"CANA_WHOL","Unattributed","n.a",,,,,,,,,,,,,
"CEAM_REST","Power_Gen_Coal","PJ",,,,,,,,,,,,,
"CEAM_REST","Power_Gen_Coal_Old","PJ","1.111","2.544","8.238","14.811","17.331","10.662","7.796","4.481","3.357","3.686","4.08","4.815","5.588"
"CEAM_REST","Power_Gen_Coal_New","PJ",,,"1.309","13.815","15.797","65.978","50.115","67.973","80.565","85.177","97.205","113.864","123.976"
"CEAM_REST","Power_Gen_Coal_IGCC_CCS","PJ",,,,,,,,,,,,,
"CEAM_REST","Power_Gen_HLF","PJ","316.318","449.76","508.595","541.924","560.123","606.787","602.507","515.078","415.54","369.764","326.789","238.782","206.737"
"CEAM_REST","Power_Gen_LLF","PJ","23.557","12.14","30.526","27.352","24.629","30.792","16.117","18.242","20.649","20.912","21.522","21.886","21.948"
"CEAM_REST","Power_Gen_HLF_CCS","PJ",,,,,,,,,,,,,
"CEAM_REST","Power_Gen_NatGas","PJ","56.371","66.113","105.604","193.555","244.646","261.015","397.372","443.388","485.047","547.677","644.308","750.125","847.665"
"CEAM_REST","Power_Gen_Bio_Trad","PJ",,,,,,,,,,,,,
"CEAM_REST","Power_Gen_Bio_Trad_Old","PJ","58.735","39.402","32.327","23.468","70.416","93.505","118.733","144.056","165.135","190.61","221.17",,
"CEAM_REST","Power_Gen_Bio_Trad_New","PJ",,,"16.699","39.732","22.939","28.762","50.705","56.985","62.331","78.033","90.795","101.602","110.088"
"CEAM_REST","Transformations_Coal","PJ","0.612","0.39","0.339","0.87","2.283","2.278","0.872","1.015","1.19","1.306","1.445","1.706","1.98"
"CEAM_REST","Transformations_HLF","PJ","85.182","71.139","48.392","4.337","42.62","37.086","11.429","13.124","15.032","15.294","15.837","16.207","16.316"
"CEAM_REST","Transformations_HLF_Refinery","PJ",,,,,,,,,,,,,
"CEAM_REST","Transformations_LLF","PJ",,"0.045",,,,"0.626","0.001","0.001","0.001","0.001","0.001","0.001","0.001"
"CEAM_REST","Transformations_NatGas","PJ","0.429","0.355","8.267","17.493","23.576","20.895","8.314","8.382","8.748","9.148","9.69","10.501","11.638"
"CEAM_REST","End_Use_Residential_Bio_Trad_Heat","PJ","14.35","14.861","15.702","17.464","19.986","22.157","20.254","19.998","19.46","18.676","17.636","16.725","15.952"
"CEAM_REST","End_Use_Residential_Bio_Trad_Cook","PJ","342.285","357.438","372.636","448.14","506.752","557.543","471.989","467.757","457.296","441.285","419.401","400.282","383.991"
"CEAM_REST","End_Use_Services_Bio_Trad_Heat","PJ","2.285","4.306","7.098","7.59","11.254","19.858","23.064","28.389","34.571","41.016","47.295","52.531","55.91"
"CEAM_REST","End_Use_Residential_Bio_Mod","PJ",,,,,,,"0.342","0.532","0.767","1.034","1.321","1.591","1.814"
"CEAM_REST","End_Use_Residential_Coal_Heat","PJ","0.003","0.006","0.006","0.009",,"0.53",,,,,,,
"CEAM_REST","End_Use_Residential_Coal_Cook","PJ","0.02","0.041","0.041","0.061",,"3.707",,,,,,,
"CEAM_REST","End_Use_Services_Coal_Heat","PJ","0.006","0.012","0.012","0.017",,"1.059",,,,,,,
"CEAM_REST","End_Use_Residential_HLF","PJ","111.155","61.602","34.869","40.426","60.098","51.099","55.106","55.002","54.097","53.302","52.289","49.042","43.721"
"CEAM_REST","End_Use_Residential_LLF","PJ","160.653","134.504","134.176","127.113","108.468","121.01","182.906","184.256","188.212","190.854","192.23","191.639","188.768"
"CEAM_REST","End_Use_Residential_NatGas","PJ","2.822","3.338","8.422","6.864","5.968","5.549","7.497","7.896","8.328","9.119","9.652","10.161","10.636"
"CEAM_REST","End_Use_Industry_Coal","PJ","7.366","4.789","9.07","35.545","29.622","36.616","8.363","9.333","10.098","10.628","11.324","11.99","12.548"
